model,mean,sum,median,min,max,count,negative_windows
baseline_guard_adaptive,0.04000583333333333,0.48007,0.03001,0.00907,0.12308,12,0
baseline_xgb,0.005995,0.07194,0.00264,-0.01221,0.02916,12,5
