as_of,model,selected_route,guard_reason,baseline_top_k,effective_baseline_top_k,weekly_top_k,weekly_rank_power,weekly_max_weight,n_names,max_weight,effective_n,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,route_baseline_top_k,route_baseline_train_rows,route_baseline_train_end,route_baseline_val_start,route_baseline_val_rank_ic,route_baseline_n_names,route_baseline_max_weight
2026-05-08,stage2_baseline_guard_ensemble,baseline_xgb,baseline_guard_overheated_high_breadth,0,30,30,6.0,0.095,30,0.06451612903225806,22.868852459016395,tree_consensus,normal_tree_consensus,0.05975284377875534,0.14833490091480628,0.7074148296593187,0.031523642732048884,30,357807,2026-04-07,2026-04-15,0.07832493754868397,30,0.06451612903225806
