top_k,alpha_xgb,rank_power,equal_mix,max_weight,mean,sum,median,min,max,negative_windows,avg_n,utility
30,0.35,1.0,0.05,0.04,0.022754707058558123,0.2047923635270231,0.019447081520024702,0.0034895533723783984,0.04420271995101549,0,82.0,0.024499483744747322
30,0.05,2.0,0.1,0.04,0.022615952196714823,0.20354356977043342,0.019354593415524576,0.0037526899137469774,0.04325881378272123,0,82.0,0.024492297153588312
30,0.35,1.0,0.1,0.04,0.02273761902437132,0.2046385712193419,0.019561539937032843,0.0035088591715323747,0.04408914317040033,0,82.0,0.02449204861013751
30,0.2,1.0,0.1,0.04,0.022673027981981005,0.20405725183782905,0.019430758002375467,0.003630384797161698,0.04336145657366111,0,82.0,0.024488220380561854
30,0.05,1.2,0.3,0.04,0.022625801269777264,0.20363221142799537,0.020451285971355426,0.003721518620812367,0.04200137835488363,0,82.0,0.024486560580183447
30,0.35,0.8,0.05,0.04,0.022737283659547212,0.20463555293592492,0.019464547450173633,0.0034964721501641524,0.04402151561930592,0,82.0,0.02448551973462929
30,0.5,1.0,0.0,0.04,0.022832392432689346,0.2054915318942041,0.01964668742361468,0.003299949276587763,0.0449824563044261,0,82.0,0.024482367070983228
30,0.1,2.4,0.05,0.04,0.022611119406807455,0.2035000746612671,0.01921472594934237,0.003733081553726099,0.04316917641700449,0,82.0,0.024477660183670504
30,0.05,1.2,0.2,0.04,0.022620274725433556,0.203582472528902,0.019754823015660422,0.003713642071673115,0.04263873229704129,0,82.0,0.024477095761270114
30,0.5,0.8,0.0,0.04,0.02282660652590935,0.20543945873318414,0.01951734735277101,0.0033007889360449627,0.04488556860307713,0,82.0,0.02447700099393183
30,0.35,1.2,0.05,0.04,0.022737116492926927,0.20463404843634234,0.01952841952637443,0.0034766468725119445,0.0442175890550453,0,82.0,0.0244754399291829
30,0.5,0.8,0.3,0.04,0.022750051714083484,0.20475046542675135,0.021215418035995096,0.003450346020462257,0.04351413643546871,0,82.0,0.024475224724314612
30,0.1,1.0,0.2,0.04,0.022633603800707384,0.20370243420636647,0.01989523278237107,0.0036691318161040237,0.04250357698518528,0,82.0,0.024468169708759396
30,0.2,1.0,0.3,0.04,0.022680136892949593,0.20412123203654634,0.02069159965488518,0.0035741008940103902,0.042536404693297364,0,82.0,0.024467187339954788
30,0.5,1.0,0.05,0.04,0.022806228986482664,0.20525606087834397,0.019527111500609082,0.0033172764445013186,0.04482370710864508,0,82.0,0.024464867208733324
30,0.2,1.6,0.1,0.04,0.022629436684698506,0.20366493016228654,0.019404310431723804,0.003670025536336101,0.0434358159791494,0,82.0,0.024464449452866556
30,0.2,0.8,0.1,0.04,0.022653094608312132,0.2038778514748092,0.019601911846165623,0.0036191867054832932,0.04292869292764244,0,82.0,0.02446268796105378
30,0.2,0.8,0.2,0.04,0.02266593184047698,0.20399338656429283,0.020260059320767493,0.0035931331060686453,0.04258127188138787,0,82.0,0.024462498393511303
30,0.35,1.2,0.1,0.04,0.022710789508969015,0.20439710558072113,0.01952502743820951,0.0034955469435988124,0.04410678667250498,0,82.0,0.02445856298076842
30,0.35,0.8,0.1,0.04,0.022694751563551892,0.20425276407196702,0.019737684364532604,0.0035153595491044104,0.04379164661306027,0,82.0,0.024452431338104097
30,0.1,1.2,0.2,0.04,0.02261113415140318,0.2035002073626286,0.019789574657978024,0.003682354564582248,0.042708932277124495,0,82.0,0.024452311433694304
30,0.35,1.0,0.3,0.04,0.022693262210516454,0.2042393598946481,0.02079775644168054,0.0035107924445886007,0.043197649486517456,0,82.0,0.024448658432810754
30,0.5,1.2,0.0,0.04,0.022796090957874104,0.20516481862086694,0.019756455251473418,0.003300517378724825,0.04497221285798203,0,82.0,0.024446349647236517
30,0.05,0.8,0.3,0.05,0.022698222785389372,0.20428400506850436,0.019293986122180945,0.0034958463768717182,0.04099485851272056,0,82.0,0.02444614597382523
30,0.35,0.8,0.2,0.04,0.022690361782044907,0.20421325603840418,0.020384672033706294,0.0035107045442783896,0.04336803404057894,0,82.0,0.024445714054184102
30,0.35,1.6,0.0,0.04,0.02271408428171337,0.20442675853542033,0.019739160247336296,0.0034618403892967275,0.04402139094239965,0,82.0,0.024445004476361734
30,0.05,1.0,0.3,0.045,0.022752210143527966,0.2047698912917517,0.019660931640662183,0.0033820353069225553,0.04097083086835894,0,82.0,0.024443227796989243
30,0.5,0.8,0.2,0.04,0.022724311946359252,0.20451880751723328,0.020533151143231385,0.003436465448273404,0.044038546074469595,0,82.0,0.024442544670495954
30,0.5,1.0,0.1,0.04,0.022764726210564207,0.20488253589507788,0.019716205194838382,0.003350734886365586,0.04467307199510011,0,82.0,0.024440093653747
30,0.5,0.8,0.05,0.04,0.02277256793884947,0.20495311144964523,0.019641011182037246,0.0033331891140887387,0.04469536873122258,0,82.0,0.02443916249589384
30,0.5,1.2,0.05,0.04,0.02278022292986998,0.2050220063688298,0.019559824477496622,0.0033137531445412496,0.04481008932671013,0,82.0,0.024437099502140604
30,0.1,1.2,0.3,0.04,0.022615571794063913,0.20354014614657523,0.02048084954539378,0.003627964795630559,0.042200497553208746,0,82.0,0.024429554191879192
30,0.1,0.8,0.3,0.045,0.02275947221267366,0.20483524991406293,0.019549158626396473,0.0033396575706363466,0.04091579797326037,0,82.0,0.024429300997991833
30,0.2,2.0,0.05,0.04,0.02260717467099418,0.20346457203894763,0.019334205792446615,0.0036396523342315384,0.043105016499736026,0,82.0,0.02442700083810995
30,0.1,2.0,0.1,0.04,0.02256384237084357,0.20307458133759212,0.019397704435132515,0.003722709872251047,0.04290246222458541,0,82.0,0.02442519730696909
30,0.5,1.2,0.1,0.04,0.022759173051424747,0.20483255746282272,0.019687531328720115,0.003330116915567477,0.04465593892650466,0,82.0,0.024424231509208486
30,0.1,0.8,0.3,0.08,0.022756687144613447,0.20481018430152104,0.01931442421748518,0.0033257977847695186,0.04093069416727523,0,82.0,0.024419586036998207
30,0.1,0.8,0.3,0.1,0.022756687144613447,0.20481018430152104,0.01931442421748518,0.0033257977847695186,0.04093069416727523,0,82.0,0.024419586036998207
30,0.2,1.0,0.2,0.04,0.022613949023040154,0.20352554120736138,0.0199674563832819,0.0036080558009257135,0.04285581350226693,0,82.0,0.02441797692350301
30,0.5,1.0,0.3,0.04,0.022694530924916672,0.20425077832425004,0.0209244690500551,0.003446305485103579,0.043744055354395,0,82.0,0.02441768366746846
30,0.5,0.8,0.1,0.04,0.02273394586481472,0.20460551278333247,0.019896203006740623,0.0033636212314987965,0.04450543784840941,0,82.0,0.024415756480564117
30,0.35,1.2,0.2,0.04,0.022653981166420093,0.20388583049778083,0.019983890654636724,0.003523497669005768,0.04382297782670036,0,82.0,0.024415730000922977
30,0.2,1.2,0.2,0.04,0.022610441543224793,0.20349397388902316,0.019863057771065812,0.003606434299136145,0.043023409969876775,0,82.0,0.024413658692792866
30,0.05,1.6,0.2,0.04,0.02255822407275076,0.20302401665475683,0.01975310135741469,0.0037066750330980863,0.0427360346816205,0,82.0,0.0244115615892998
30,0.2,1.2,0.3,0.04,0.022618351620363027,0.20356516458326723,0.02054476433335649,0.00358181683295912,0.0426445730782815,0,82.0,0.024409260036842587
30,0.35,1.0,0.2,0.04,0.02264936501944876,0.20384428517503883,0.020098462507198628,0.003515613392309526,0.04365417279399811,0,82.0,0.024407171715603523
30,0.05,0.8,0.2,0.045,0.0227058090802534,0.20435228172228062,0.01977252848873815,0.0034007608671158263,0.04089936170160551,0,82.0,0.024406189513811315
30,0.5,1.0,0.2,0.04,0.022691049143289004,0.20421944228960104,0.02025448220184746,0.0034117320909992643,0.044280940196470414,0,82.0,0.024396915188788636
30,0.35,1.6,0.05,0.04,0.022664348358934435,0.20397913523040992,0.01952627044033154,0.0034599367064079914,0.0439258952419517,0,82.0,0.02439431671213843
30,0.1,1.0,0.3,0.045,0.022731882631878295,0.20458694368690467,0.019650767308547056,0.0033226149011551034,0.04089866201108263,0,82.0,0.024393190082455846
30,0.1,0.8,0.3,0.06,0.02272926141728417,0.20456335275555754,0.01931442421748518,0.0033257977847695186,0.04093069416727523,0,82.0,0.02439216030966893
30,0.05,1.2,0.3,0.045,0.022670453461658302,0.20403408115492472,0.01978014858756321,0.003435610604348001,0.04103503460984228,0,82.0,0.024388258763832302
30,0.35,1.2,0.3,0.04,0.022634175325416832,0.2037075779287515,0.020654714715413774,0.003505311066017855,0.04332455561774122,0,82.0,0.02438683085842576
30,0.2,2.4,0.0,0.04,0.022590284845855416,0.20331256361269873,0.01930586868961051,0.0035929161315003746,0.04277789659778643,0,82.0,0.024386742911605603
30,0.05,2.4,0.1,0.04,0.022534814920821336,0.202813334287392,0.019451528675173954,0.003702518595254632,0.04304397005446557,0,82.0,0.024386074218448652
30,0.5,1.2,0.3,0.04,0.02266585341355118,0.2039926807219606,0.020785911635799834,0.0034397211500187957,0.04388597782155884,0,82.0,0.024385713988560577
30,0.05,1.0,0.3,0.08,0.022737025175646106,0.20463322658081495,0.019581266532576795,0.003296095663904805,0.041204553160541106,0,82.0,0.02438507300759851
30,0.05,1.0,0.3,0.1,0.022737025175646106,0.20463322658081495,0.019581266532576795,0.003296095663904805,0.041204553160541106,0,82.0,0.02438507300759851
30,0.1,1.6,0.2,0.04,0.02255249766018243,0.2029724789416419,0.019785158405911274,0.0036614502636508686,0.0428092545204157,0,82.0,0.024383222792007865
30,0.05,0.8,0.2,0.08,0.022705395195606593,0.20434855676045935,0.01970962214363496,0.0033541311015330144,0.041071104913760564,0,82.0,0.0243824607463731
30,0.05,0.8,0.2,0.1,0.022705395195606593,0.20434855676045935,0.01970962214363496,0.0033541311015330144,0.041071104913760564,0,82.0,0.0243824607463731
30,0.5,1.2,0.2,0.04,0.02268180905774345,0.20413628151969104,0.02012761343074526,0.00339655661382611,0.044319049415144765,0,82.0,0.024380087364656505
30,0.05,1.6,0.3,0.04,0.022554568279105323,0.2029911145119479,0.0203234136128993,0.0036502469931255846,0.04202747873799495,0,82.0,0.024379691775668115
30,0.05,0.8,0.2,0.06,0.02270114215243221,0.2043102793718899,0.01970962214363496,0.0033541311015330144,0.041071104913760564,0,82.0,0.024378207703198717
30,0.35,1.6,0.2,0.04,0.022624979808634465,0.20362481827771017,0.01997249134730035,0.003503083998328445,0.0437437633112656,0,82.0,0.024376521807798687
30,0.05,1.0,0.3,0.06,0.0227222056748652,0.20449985107378682,0.019581266532576795,0.003296095663904805,0.041204553160541106,0,82.0,0.024370253506817603
30,0.35,1.6,0.1,0.04,0.02263891277886286,0.20375021500976576,0.019553288208789765,0.003458211665522036,0.04388833924437495,0,82.0,0.024368018611623878
30,0.2,1.6,0.2,0.04,0.022569932416930012,0.2031293917523701,0.019854261133740086,0.0035943536378378466,0.04308424686571127,0,82.0,0.024367109235848936
30,0.1,1.6,0.3,0.04,0.0225466157209162,0.2029195414882458,0.020354669296139827,0.0036238626294192444,0.04220330188864779,0,82.0,0.024358547035625823
30,0.2,2.0,0.1,0.04,0.02254272806548732,0.20288455258938587,0.019490418880806118,0.003629106328916727,0.04304774375415163,0,82.0,0.024357281229945682
30,0.1,1.2,0.3,0.045,0.02265688783739336,0.20391199053654024,0.01977525225883038,0.0033970991944575826,0.04097411213750996,0,82.0,0.02435543743462215
30,0.1,0.8,0.2,0.045,0.022687127630674292,0.20418414867606863,0.019760903591020514,0.0033122806128719415,0.04081697695444387,0,82.0,0.024343267937110263
30,0.5,1.6,0.0,0.04,0.022706944136363896,0.20436249722727506,0.019774088192502773,0.0032603906515224768,0.04469507809131931,0,82.0,0.024337139462125134
30,0.1,0.8,0.3,0.05,0.022673927948595272,0.20406535153735744,0.01931442421748518,0.0033257977847695186,0.04093069416727523,0,82.0,0.02433682684098003
30,0.5,1.6,0.1,0.04,0.022687305005724308,0.20418574505151876,0.019728962214801707,0.0032958855210888233,0.0444553488723637,0,82.0,0.02433524776626872
30,0.5,1.6,0.05,0.04,0.02269474007006033,0.20425266063054298,0.01956022286531732,0.003279129867753451,0.04459788346828787,0,82.0,0.024334305003937056
30,0.2,1.6,0.3,0.04,0.022543645513998716,0.20289280962598844,0.02042222627590254,0.0035630246349893507,0.042653233874243704,0,82.0,0.02432515783149339
30,0.2,1.0,0.3,0.045,0.02269707113587332,0.20427364022285988,0.01962966731330392,0.003253055824449645,0.04075962840697818,0,82.0,0.02432359904809814
30,0.05,1.0,0.2,0.045,0.02260183853358313,0.2034165468022482,0.020009870569975198,0.003440609140800799,0.04091323229621274,0,82.0,0.02432214310398353
30,0.35,2.0,0.0,0.04,0.022619879370546162,0.20357891433491546,0.019583165115954426,0.003402286721541546,0.04357721538053491,0,82.0,0.024321022731316935
30,0.05,2.0,0.3,0.04,0.022507650181193273,0.20256885163073945,0.02038579565410975,0.0036256745216704106,0.04185397153819602,0,82.0,0.024320487442028478
30,0.5,1.6,0.2,0.04,0.022643053510437564,0.20378748159393806,0.020111899771465602,0.003353500128453417,0.044196642311555845,0,82.0,0.024319803574664272
30,0.1,2.4,0.1,0.04,0.022483554983503764,0.20235199485153388,0.019496617934934013,0.0036698631740934642,0.04268932889695014,0,82.0,0.024318486570550496
30,0.35,1.6,0.3,0.04,0.022576117929641423,0.2031850613667728,0.02053839085572877,0.003477912581989824,0.043368694138988556,0,82.0,0.024315074220636335
30,0.05,2.0,0.2,0.04,0.022474571865353066,0.2022711467881776,0.019842608230853126,0.0036697014998718636,0.042519246011207004,0,82.0,0.024309422615288998
30,0.5,1.6,0.3,0.04,0.022597046448846834,0.2033734180396215,0.02067691789195998,0.003413454055631461,0.04385480385717373,0,82.0,0.024303773476662564
30,0.2,0.8,0.3,0.045,0.022699993224032877,0.2042999390162959,0.019677139431151597,0.0031926326500909333,0.0407844001156994,0,82.0,0.024296309549078344
30,0.1,2.0,0.3,0.04,0.022497798903572216,0.20248019013214996,0.020414456504951828,0.003596909034573853,0.04201756652040678,0,82.0,0.024296253420859143
30,0.2,2.4,0.05,0.04,0.02250261431804167,0.20252352886237504,0.019325214224005655,0.0035836960761918626,0.042607977447297746,0,82.0,0.0242944623561376
30,0.35,2.0,0.2,0.04,0.0225601698822987,0.2030415289406883,0.0200723491580041,0.0034587421420702452,0.04349278293352396,0,82.0,0.024289540953333823
30,0.1,1.0,0.2,0.045,0.022589053060107587,0.20330147754096828,0.02000417577065238,0.0033943309368957356,0.04084241866742362,0,82.0,0.024286218528555455
30,0.1,2.0,0.2,0.04,0.022474704527170875,0.20227234074453787,0.019876203887061544,0.0036216311096327405,0.04260297291311524,0,82.0,0.024285520081987245
30,0.2,2.0,0.2,0.04,0.02249721350797434,0.20247492157176908,0.019948592822669586,0.003567825679866417,0.04283145338815672,0,82.0,0.02428112634790755
30,0.05,0.8,0.1,0.045,0.022575208061149963,0.20317687255034966,0.020118823959187987,0.003411190570240044,0.04078906277397664,0,82.0,0.024280803346269985
30,0.05,1.0,0.3,0.05,0.022632520973923306,0.20369268876530974,0.019581266532576795,0.003296095663904805,0.041204553160541106,0,82.0,0.02428056880587571
30,0.05,0.8,0.2,0.05,0.02259792947474,0.20338136527266001,0.01970962214363496,0.0033541311015330144,0.041071104913760564,0,82.0,0.024274995025506507
30,0.35,2.0,0.05,0.04,0.022570148879152145,0.2031313399123693,0.019404270439347268,0.0034064391582263737,0.043516412436383364,0,82.0,0.024273368458265332
30,0.2,0.8,0.2,0.045,0.02265534433576812,0.20389809902191308,0.019736773671859803,0.003226097264565367,0.040658250713250604,0,82.0,0.024268392968050802
30,0.2,1.2,0.3,0.045,0.022627392514013137,0.20364653262611823,0.019765093713847035,0.00327841820493794,0.040856684382416485,0,82.0,0.024266601616482107
30,0.35,2.0,0.1,0.04,0.022556209057212825,0.20300588151491541,0.019648364957895376,0.0034101439764370467,0.04352360595337504,0,82.0,0.02426128104543135
30,0.05,2.4,0.3,0.04,0.022466599699274656,0.20219939729347192,0.020492497521166567,0.003588987486914816,0.041569476330260466,0,82.0,0.024261093442732064
30,0.2,2.0,0.3,0.04,0.02249581164497249,0.2024623048047524,0.02047637527669062,0.003525157140705129,0.04248918761072494,0,82.0,0.024258390215325054
30,0.35,2.0,0.3,0.04,0.022533512858939363,0.20280161573045427,0.0205827502062335,0.00343523828493926,0.04323937714843476,0,82.0,0.024251132001408993
30,0.1,1.0,0.3,0.08,0.02268438875530477,0.20415949879774292,0.019572702915579644,0.0031260470718026123,0.04114038881509577,0,82.0,0.024247412291206076
30,0.1,1.0,0.3,0.1,0.02268438875530477,0.20415949879774292,0.019572702915579644,0.0031260470718026123,0.04114038881509577,0,82.0,0.024247412291206076
30,0.1,0.8,0.1,0.045,0.022561715268100465,0.2030554374129042,0.020112388309551067,0.003369845332856919,0.04071088896194208,0,82.0,0.024246637934528924
30,0.5,2.0,0.3,0.04,0.022548717349412384,0.20293845614471145,0.020713081842601386,0.0033823150676512564,0.043662100999715445,0,82.0,0.024239874883238012
30,0.2,2.4,0.1,0.04,0.02244682177538289,0.20202139597844598,0.019593535301720158,0.0035812613702360316,0.04262072029594828,0,82.0,0.024237452460500904
30,0.05,0.8,0.05,0.045,0.02250832240081478,0.20257490160733305,0.020293555406761928,0.0034543138104796006,0.040739413073503074,0,82.0,0.02423547930605458
30,0.1,2.4,0.3,0.04,0.022456352832751568,0.20210717549476412,0.020521971106648176,0.003556874243623505,0.041732109469158535,0,82.0,0.02423478995456332
30,0.5,2.0,0.2,0.04,0.022582551133653633,0.20324296020288268,0.020218756315605074,0.0032990526220373073,0.043937324057672075,0,82.0,0.024232077444672286
30,0.5,2.0,0.1,0.04,0.022609798613137763,0.20348818751823988,0.019834314556763377,0.003233048636439681,0.044151754563021894,0,82.0,0.024226322931357604
30,0.1,0.8,0.2,0.06,0.02264639530024722,0.20381755770222498,0.01969983515278107,0.003159789853416209,0.04099777423325162,0,82.0,0.024226290226955324
30,0.1,0.8,0.2,0.08,0.02264523928664506,0.20380715357980553,0.01969983515278107,0.003159789853416209,0.04099777423325162,0,82.0,0.024225134213353164
30,0.1,0.8,0.2,0.1,0.02264523928664506,0.20380715357980553,0.01969983515278107,0.003159789853416209,0.04099777423325162,0,82.0,0.024225134213353164
30,0.05,1.2,0.3,0.08,0.022675937015180603,0.20408343313662544,0.019803170828063245,0.003098338637128467,0.04144949743141632,0,82.0,0.024225106333744837
30,0.05,1.2,0.3,0.1,0.022675937015180603,0.20408343313662544,0.019803170828063245,0.003098338637128467,0.04144949743141632,0,82.0,0.024225106333744837
30,0.1,1.0,0.3,0.06,0.022661580741479576,0.2039542266733162,0.019572702915579644,0.0031260470718026123,0.04114038881509577,0,82.0,0.024224604277380882
30,0.05,2.4,0.2,0.04,0.02240550986656515,0.20164958879908634,0.0199409758653796,0.0036247841965206806,0.042147465312920906,0,82.0,0.02421790196482549
