strategy,top_k,mean,sum,median,min,max,negative_windows
amplitude_ma_20d_low,30,-0.004888836371885411,-0.0439995273469687,-0.0026033969229666398,-0.058234013842773845,0.02711954532260351,5
high_low_range_high,100,-0.00489912429831601,-0.04409211868484409,-0.004859031935158825,-0.022655193497631287,0.01650584493902012,6
ret_3d_low,30,-0.004971283460214903,-0.04474155114193412,4.2322052863766335e-05,-0.0566006081615153,0.02124497908625976,4
reversal_3d_high,30,-0.004971283460214903,-0.04474155114193412,4.2322052863766335e-05,-0.0566006081615153,0.02124497908625976,4
amount_z_20d_low,40,-0.005001266956570168,-0.045011402609131515,-0.0033401795444689686,-0.031318397203963094,0.020626038729654697,5
ret_10d_high,50,-0.005021379813470626,-0.04519241832123563,-0.0015868312014781713,-0.0506281933168395,0.04369537371050802,5
volume_z_20d_low,70,-0.005027550710486642,-0.04524795639437978,-0.0035359497171851273,-0.026715140798924633,0.016792301189238846,5
ret_1d_high,100,-0.005045495595811266,-0.045409460362301396,0.0007387338170805908,-0.041513437954819404,0.016118836000429904,4
close_pos_20d_high,30,-0.005088401878011214,-0.045795616902100926,0.00226222739785024,-0.06709964797992583,0.04310704921459308,4
overnight_ret_low,40,-0.005096326320169887,-0.045866936881528986,-0.003094853319319444,-0.04077953814078868,0.014637587922685755,5
ret_10d_high,40,-0.005123905774739581,-0.04611515197265623,-0.0015691972105883814,-0.053439041325907016,0.046137960500949336,5
volume_z_20d_high,50,-0.00515620598163934,-0.046405853834754054,-0.002184083325745498,-0.04652305584585187,0.02682884641235054,5
drawdown_20d_high,100,-0.0051658109464348435,-0.04649229851791359,0.0013386622855779337,-0.06123862498679982,0.026058016281083368,3
turnover_z_20d_high,50,-0.005211153410299181,-0.04690038069269263,-0.001860262065178567,-0.04706665228324218,0.02682884641235054,5
turnover_z_20d_low,50,-0.005218210855678122,-0.0469638977011031,-0.003969485369992226,-0.026331162386794643,0.018008176676938627,5
ret_5d_high,30,-0.005250040794626434,-0.047250367151637905,-0.016324574168742223,-0.05155258581773204,0.040532470964735466,5
turnover_z_20d_high,70,-0.005261430956961511,-0.0473528786126536,0.0006548764180026433,-0.04493712949142292,0.02400073984388634,4
volume_z_20d_high,70,-0.005271413233618229,-0.04744271910256406,0.00045928598859623984,-0.044637896406274385,0.023378751593583783,4
close_over_ma20_high,30,-0.0052816834419119486,-0.047535150977207535,-0.010175385147357309,-0.06016124762446008,0.04569786488149112,5
