apply,power,max_weight,equal_mix,mean,min,max,neg,vals
tree_only,1.6,0.04,0.2,0.03105656711101799,0.019478919040097714,0.04694352670597812,0,"0.02831,0.02329,0.02571,0.04515,0.03128,0.01948,0.02134,0.03801,0.04694"
tree_regularized,0.8,0.04,0.1,0.03105137010998614,0.01954847596282716,0.0470437500952709,0,"0.02611,0.02472,0.02565,0.04515,0.03165,0.01955,0.02109,0.03849,0.04704"
tree_regularized,2.5,0.04,0.3,0.03104926960737127,0.019916776985358958,0.04514788015494137,0,"0.02794,0.02448,0.02520,0.04515,0.03160,0.02102,0.01992,0.03904,0.04510"
tree_regularized,1.0,0.04,0.2,0.03104885342105168,0.019810501729285876,0.0466695468146829,0,"0.02654,0.02467,0.02555,0.04515,0.03156,0.01981,0.02089,0.03860,0.04667"
tree_only,2.0,0.04,0.1,0.031037482184897238,0.01794917137087007,0.04827839617831721,0,"0.02831,0.02329,0.02636,0.04515,0.03052,0.01795,0.02221,0.03727,0.04828"
tree_regularized,3.0,0.04,0.2,0.031037007846580922,0.020427087260996492,0.04556823199168511,0,"0.02740,0.02447,0.02524,0.04515,0.03169,0.02090,0.02043,0.03849,0.04557"
tree_only,0.6,0.04,0.2,0.03103679421368792,0.019874309419909884,0.04587123001703618,0,"0.02831,0.02329,0.02544,0.04515,0.03196,0.02044,0.01987,0.03899,0.04587"
tree_regularized,2.5,0.04,0.2,0.03103345399931327,0.020194893439725553,0.04612969630315775,0,"0.02728,0.02462,0.02552,0.04515,0.03142,0.02019,0.02086,0.03813,0.04613"
tree_regularized,2.0,0.04,0.1,0.031027326514615008,0.01794917137087007,0.04827839617831721,0,"0.02661,0.02490,0.02636,0.04515,0.03052,0.01795,0.02221,0.03727,0.04828"
tree_only,0.8,0.04,0.2,0.031021059633255396,0.019965955731758037,0.04632997543592006,0,"0.02831,0.02329,0.02521,0.04515,0.03167,0.01997,0.02039,0.03887,0.04633"
tree_regularized,0.4,0.045,0.1,0.031020841524262672,0.019961194003724585,0.04514788015494137,0,"0.02629,0.02422,0.02613,0.04515,0.03271,0.02053,0.01996,0.04016,0.04403"
tree_regularized,0.4,0.05,0.1,0.031020841524262672,0.019961194003724585,0.04514788015494137,0,"0.02629,0.02422,0.02613,0.04515,0.03271,0.02053,0.01996,0.04016,0.04403"
