mode,top_k,alpha_xgb,rank_power,equal_mix,max_weight,score_rank_blend,portfolio_return,benchmark_return,excess_return,n,max_w,top10_sum
rank,30,0.35,1.6,0.05,0.04,0.2,0.07023253830888875,0.041279438261512036,0.02895310004737671,30,0.040000000000000015,0.4000000000000002
rank,30,0.5,0.8,0.0,0.04,0.2,0.07021964776985477,0.041279438261512036,0.028940209508342737,30,0.04000000000000001,0.40000000000000013
rank,30,0.0,2.4,0.2,0.04,0.2,0.07021767109973524,0.041279438261512036,0.028938232838223207,30,0.04,0.39999999999999997
rank,30,0.1,1.6,0.2,0.04,0.2,0.0702158803410455,0.041279438261512036,0.02893644207953347,30,0.04,0.39999999999999997
rank,30,0.05,2.0,0.2,0.04,0.2,0.07021292246038599,0.041279438261512036,0.028933484198873954,30,0.040000000000000015,0.4000000000000002
rank,30,0.5,0.8,0.05,0.04,0.2,0.07021189605247952,0.041279438261512036,0.02893245779096748,30,0.04,0.39999999999999997
rank,30,0.35,0.8,0.05,0.04,0.2,0.07020489867511508,0.041279438261512036,0.02892546041360304,30,0.039999999999999994,0.3999999999999999
rank,30,0.1,0.8,0.2,0.04,0.2,0.07020485859122301,0.041279438261512036,0.028925420329710974,30,0.04,0.39999999999999997
rank,30,0.2,2.4,0.1,0.04,0.2,0.07019742281966697,0.041279438261512036,0.028917984558154933,30,0.039999999999999994,0.3999999999999999
rank,30,0.2,0.8,0.2,0.04,0.2,0.07019249951244583,0.041279438261512036,0.02891306125093379,30,0.039999999999999994,0.3999999999999999
rank,30,0.35,0.8,0.1,0.04,0.2,0.07018310211525697,0.041279438261512036,0.028903663853744932,30,0.04,0.39999999999999997
rank,30,0.35,2.4,0.0,0.04,0.2,0.07017990132272779,0.041279438261512036,0.028900463061215756,30,0.039999999999999994,0.3999999999999999
rank,30,0.8,1.0,0.1,0.04,0.2,0.07017017958590087,0.041279438261512036,0.028890741324388833,30,0.04000000000000002,0.40000000000000024
rank,30,0.35,1.2,0.1,0.04,0.2,0.07016418056886611,0.041279438261512036,0.028884742307354078,30,0.039999999999999994,0.3999999999999999
rank,30,0.35,1.0,0.1,0.04,0.2,0.07015445401915477,0.041279438261512036,0.02887501575764273,30,0.039999999999999994,0.3999999999999999
rank,30,0.0,3.0,0.2,0.04,0.2,0.07014700705380321,0.041279438261512036,0.028867568792291173,30,0.040000000000000015,0.4000000000000002
rank,30,0.05,2.4,0.2,0.04,0.2,0.07014426487265432,0.041279438261512036,0.028864826611142286,30,0.040000000000000015,0.4000000000000002
rank,30,0.8,0.8,0.2,0.04,0.2,0.07014366823156355,0.041279438261512036,0.028864229970051516,30,0.04000000000000001,0.39850094515831236
rank,30,0.1,2.0,0.2,0.04,0.2,0.07014183994240662,0.041279438261512036,0.028862401680894587,30,0.039999999999999994,0.3999999999999999
rank,30,0.35,2.0,0.05,0.04,0.2,0.0701376924362701,0.041279438261512036,0.02885825417475807,30,0.04,0.39999999999999997
rank,30,0.5,1.2,0.0,0.04,0.2,0.07013460147569281,0.041279438261512036,0.028855163214180773,30,0.039999999999999994,0.3999999999999999
rank,30,0.8,1.0,0.05,0.04,0.2,0.07013348166330845,0.041279438261512036,0.02885404340179641,30,0.04,0.39999999999999997
rank,30,0.5,1.0,0.2,0.04,0.2,0.0701328084579324,0.041279438261512036,0.02885337019642037,30,0.039999999999999994,0.3999999999999999
