top_k,alpha_xgb,rank_power,equal_mix,max_weight,mean,median,min,max,sum,negative_windows,avg_n,utility
35,0.1,1.1,0.2,0.04,0.014378194584919497,0.009287163693739105,0.004103516080534095,0.035640627221649596,0.12940375126427547,0,86.44444444444444,0.016429952625186546
30,0.1,0.9,0.1,0.04,0.015321593611328899,0.009808966905247393,0.002202535009761253,0.043007227860265174,0.1378943425019601,0,82.0,0.016422861116209525
30,0.1,0.9,0.0,0.04,0.015438767005661448,0.009694664067789821,0.0019245804252303877,0.04369014806814753,0.13894890305095303,0,82.0,0.016401057218276643
30,0.1,0.9,0.05,0.04,0.015365333712200398,0.00968750604235935,0.0020437987344183867,0.043387655665725056,0.13828800340980357,0,82.0,0.01638723307940959
35,0.1,0.9,0.1,0.045,0.014352618934311001,0.009287163693739105,0.004060433254407567,0.03408547438501591,0.129173570408799,0,86.44444444444444,0.016382835561514784
35,0.1,1.6,0.0,0.04,0.014794215563666212,0.009287163693739105,0.003159312414940857,0.03873581236352422,0.1331479400729959,0,86.44444444444444,0.01637387177113664
35,0.1,0.9,0.2,0.04,0.01436004866727795,0.009287163693739105,0.0040069001296502635,0.03515170468288799,0.12924043800550156,0,86.44444444444444,0.016363498732103084
35,0.1,0.9,0.05,0.045,0.014423018252249144,0.009287163693739105,0.003876445019016142,0.034471859343570235,0.1298071642702423,0,86.44444444444444,0.016361240761757215
35,0.1,1.6,0.05,0.04,0.014672532073895664,0.009287163693739105,0.0033768585292859032,0.03801264070578182,0.13205278866506098,0,86.44444444444444,0.016360961338538614
35,0.1,0.9,0.0,0.045,0.014506077417893651,0.009287163693739105,0.0036924567836247313,0.03494913323284224,0.13055469676104287,0,86.44444444444444,0.016352305809706015
35,0.1,1.6,0.1,0.04,0.014577326473450843,0.009287163693739105,0.003544394413819138,0.0373881344411421,0.13119593826105758,0,86.44444444444444,0.01634952368036041
35,0.1,1.2,0.2,0.04,0.014359469426020947,0.009287163693739105,0.003970685041694483,0.03582688583602141,0.12923522483418853,0,86.44444444444444,0.01634481194686819
35,0.1,0.9,0.1,0.05,0.01431414881112203,0.009287163693739105,0.004060433254407567,0.03239239645965558,0.12882733930009826,0,86.44444444444444,0.016344365438325813
30,0.1,1.1,0.2,0.04,0.015253124954179735,0.009996904693486963,0.0021817206237231546,0.042621889354734876,0.13727812458761762,0,82.0,0.016343985266041312
35,0.1,1.4,0.2,0.04,0.01435544411879849,0.009287163693739105,0.003972597441472284,0.036100832410717154,0.12919899706918642,0,86.44444444444444,0.016341742839534632
30,0.1,1.6,0.05,0.04,0.015439576804969784,0.010540210371719635,0.0017950423434910379,0.04354112944016875,0.13895619124472805,0,82.0,0.0163370979767153
35,0.1,0.9,0.2,0.05,0.014325100597824983,0.009287163693739105,0.003992554839043531,0.032285082265591264,0.12892590538042484,0,86.44444444444444,0.016321378017346747
30,0.1,1.1,0.05,0.04,0.015379033418209601,0.009801517972898424,0.0018839636591876652,0.04362764042956106,0.1384113007638864,0,82.0,0.016321015247803432
30,0.1,1.2,0.05,0.04,0.015392744648691926,0.009919561509820998,0.0018523052045421873,0.04365837109680293,0.13853470183822733,0,82.0,0.01631889725096302
35,0.0,0.9,0.1,0.04,0.014234111040824608,0.009287163693739105,0.004165525361260927,0.03744669681305532,0.12810699936742148,0,86.44444444444444,0.016316873721455072
30,0.1,1.4,0.05,0.04,0.015407305118609814,0.010207003615824578,0.0018175213409756114,0.043555226814530626,0.13866574606748833,0,82.0,0.016316065789097618
35,0.1,1.6,0.2,0.04,0.01434466777640641,0.009287163693739105,0.0039058494484697365,0.03626401504773763,0.1291020099876577,0,86.44444444444444,0.016297592500641278
35,0.0,0.9,0.05,0.04,0.014281114351254513,0.009287163693739105,0.003989042934430309,0.03734717339482793,0.1285300291612906,0,86.44444444444444,0.016275635818469667
