set,mode,top_k,power,max_weight,equal_mix,mean,min,max,neg,vals
core_diverse,weight,60,0.8,0.04,0.0,0.018779768743199338,0.009413874586344823,0.03032579560125348,0,"0.01866,0.02255,0.01837,0.01862,0.01755,0.00941,0.01345,0.02007,0.03033"
all,presence,80,2.0,0.05,0.0,0.01877960233446604,0.00188966216270396,0.04266564560564137,0,"0.01025,0.00189,0.01922,0.00497,0.02807,0.02094,0.01079,0.03023,0.04267"
core_diverse,rank,50,1.0,0.04,0.2,0.018776376854467338,0.011311180724420514,0.03365523450651091,0,"0.01626,0.01840,0.01978,0.01247,0.02266,0.01131,0.01337,0.02109,0.03366"
all,presence,100,2.0,0.04,0.0,0.01877547580812501,0.004126320910233555,0.04294716886367429,0,"0.00982,0.00413,0.01910,0.00518,0.02612,0.02122,0.01093,0.02953,0.04295"
all,presence,35,1.3,0.04,0.1,0.01877487614962948,-0.010623000770006177,0.04695209258729198,1,"0.01031,-0.01062,0.02065,0.00514,0.02746,0.02545,0.00997,0.03368,0.04695"
core_diverse,rank,50,0.8,0.05,0.1,0.018774787850453563,0.011638345987095206,0.03365317588768142,0,"0.01647,0.01818,0.01992,0.01305,0.02229,0.01164,0.01284,0.02093,0.03365"
core_diverse,rank,50,0.8,0.06,0.1,0.018774787850453563,0.011638345987095206,0.03365317588768142,0,"0.01647,0.01818,0.01992,0.01305,0.02229,0.01164,0.01284,0.02093,0.03365"
core_diverse,rank,50,0.8,0.08,0.1,0.018774787850453563,0.011638345987095206,0.03365317588768142,0,"0.01647,0.01818,0.01992,0.01305,0.02229,0.01164,0.01284,0.02093,0.03365"
core_diverse,rank,50,0.8,0.1,0.1,0.018774787850453563,0.011638345987095206,0.03365317588768142,0,"0.01647,0.01818,0.01992,0.01305,0.02229,0.01164,0.01284,0.02093,0.03365"
no_bad,weight,50,0.8,0.04,0.2,0.018773573771883423,0.008818611450835796,0.03521707696807222,0,"0.00882,0.01386,0.01856,0.01293,0.02547,0.01286,0.01445,0.02681,0.03522"
all,weight,100,1.6,0.06,0.0,0.018773276950010638,0.007937007428842582,0.03258782581765356,0,"0.01412,0.00841,0.02197,0.00794,0.02843,0.00894,0.01459,0.03197,0.03259"
hybrid_plus_signal,presence,60,1.3,0.04,0.0,0.01877324404020067,0.005741250986938035,0.042791326427653764,0,"0.00574,0.02266,0.01946,0.00726,0.01953,0.01548,0.01002,0.02601,0.04279"
no_bad,weight,50,0.8,0.05,0.2,0.01877292492050446,0.008812771788425114,0.03521707696807222,0,"0.00881,0.01386,0.01856,0.01293,0.02547,0.01286,0.01445,0.02681,0.03522"
no_bad,weight,50,0.8,0.06,0.2,0.01877292492050446,0.008812771788425114,0.03521707696807222,0,"0.00881,0.01386,0.01856,0.01293,0.02547,0.01286,0.01445,0.02681,0.03522"
no_bad,weight,50,0.8,0.08,0.2,0.01877292492050446,0.008812771788425114,0.03521707696807222,0,"0.00881,0.01386,0.01856,0.01293,0.02547,0.01286,0.01445,0.02681,0.03522"
no_bad,weight,50,0.8,0.1,0.2,0.01877292492050446,0.008812771788425114,0.03521707696807222,0,"0.00881,0.01386,0.01856,0.01293,0.02547,0.01286,0.01445,0.02681,0.03522"
all,weight,50,2.0,0.1,0.2,0.018771945409145244,0.006512998685014741,0.03348568300165676,0,"0.01691,0.00651,0.01999,0.00847,0.03003,0.00846,0.01533,0.03349,0.02976"
all,weight,35,1.0,0.04,0.1,0.0187717654416201,-0.0011319628384033522,0.042229221537689876,1,"0.01251,-0.00113,0.02066,0.00682,0.02276,0.01771,0.01711,0.03028,0.04223"
hybrid_plus_signal,rank,100,0.8,0.04,0.0,0.018769969548146814,0.009156588928731738,0.033046492919679954,0,"0.00916,0.02543,0.02311,0.00977,0.01930,0.01017,0.01346,0.02549,0.03305"
tree_family,weight,35,2.0,0.04,0.0,0.018769340742110428,-0.002937309897333304,0.043329495738341786,1,"0.00960,-0.00294,0.02480,0.00418,0.02674,0.01681,0.01617,0.03024,0.04333"
hybrid_plus_signal,presence,50,1.3,0.04,0.1,0.01876886851771539,0.006941935926017308,0.04176878903362295,0,"0.00699,0.02323,0.01994,0.00694,0.01899,0.01489,0.01008,0.02609,0.04177"
tree_family,presence,35,2.0,0.06,0.2,0.018765221185786735,-0.01263670440824028,0.04613614984439013,1,"0.00995,-0.01264,0.02123,0.00383,0.03163,0.02347,0.01092,0.03437,0.04614"
tree_family,presence,35,2.0,0.08,0.2,0.018765221185786735,-0.01263670440824028,0.04613614984439013,1,"0.00995,-0.01264,0.02123,0.00383,0.03163,0.02347,0.01092,0.03437,0.04614"
tree_family,presence,35,2.0,0.1,0.2,0.018765221185786735,-0.01263670440824028,0.04613614984439013,1,"0.00995,-0.01264,0.02123,0.00383,0.03163,0.02347,0.01092,0.03437,0.04614"
hybrid_plus_signal,weight,80,1.0,0.05,0.1,0.01876422795859131,0.010323826648785131,0.0308876550650838,0,"0.01062,0.02156,0.02216,0.01514,0.01896,0.01032,0.01320,0.02602,0.03089"
hybrid_plus_signal,weight,80,1.0,0.06,0.1,0.01876422795859131,0.010323826648785131,0.0308876550650838,0,"0.01062,0.02156,0.02216,0.01514,0.01896,0.01032,0.01320,0.02602,0.03089"
hybrid_plus_signal,weight,80,1.0,0.08,0.1,0.01876422795859131,0.010323826648785131,0.0308876550650838,0,"0.01062,0.02156,0.02216,0.01514,0.01896,0.01032,0.01320,0.02602,0.03089"
hybrid_plus_signal,weight,80,1.0,0.1,0.1,0.01876422795859131,0.010323826648785131,0.0308876550650838,0,"0.01062,0.02156,0.02216,0.01514,0.01896,0.01032,0.01320,0.02602,0.03089"
tree_family,weight,40,2.0,0.05,0.0,0.01876284956621293,-0.002141696374791115,0.03628145291069958,1,"0.01346,-0.00214,0.02261,0.00373,0.03047,0.01166,0.01683,0.03628,0.03597"
tree_family,weight,30,1.0,0.04,0.1,0.0187620727771462,-0.004230815351690755,0.04568176316033948,1,"0.00619,-0.00423,0.02347,0.00058,0.02920,0.01994,0.01437,0.03365,0.04568"
hybrid_plus_signal,weight,100,1.0,0.05,0.1,0.01876056632797814,0.009868246333350275,0.029996173854580796,0,"0.01151,0.02235,0.02261,0.01425,0.01931,0.00987,0.01306,0.02589,0.03000"
hybrid_plus_signal,weight,100,1.0,0.06,0.1,0.01876056632797814,0.009868246333350275,0.029996173854580796,0,"0.01151,0.02235,0.02261,0.01425,0.01931,0.00987,0.01306,0.02589,0.03000"
hybrid_plus_signal,weight,100,1.0,0.08,0.1,0.01876056632797814,0.009868246333350275,0.029996173854580796,0,"0.01151,0.02235,0.02261,0.01425,0.01931,0.00987,0.01306,0.02589,0.03000"
hybrid_plus_signal,weight,100,1.0,0.1,0.1,0.01876056632797814,0.009868246333350275,0.029996173854580796,0,"0.01151,0.02235,0.02261,0.01425,0.01931,0.00987,0.01306,0.02589,0.03000"
core_diverse,weight,60,1.0,0.06,0.2,0.018756447155186567,0.008792428912832967,0.029438930415882553,0,"0.01939,0.02256,0.01833,0.01852,0.01784,0.00879,0.01356,0.02037,0.02944"
core_diverse,weight,60,1.0,0.08,0.2,0.018756447155186567,0.008792428912832967,0.029438930415882553,0,"0.01939,0.02256,0.01833,0.01852,0.01784,0.00879,0.01356,0.02037,0.02944"
core_diverse,weight,60,1.0,0.1,0.2,0.018756447155186567,0.008792428912832967,0.029438930415882553,0,"0.01939,0.02256,0.01833,0.01852,0.01784,0.00879,0.01356,0.02037,0.02944"
all,weight,35,0.8,0.05,0.0,0.01875562270376906,-0.000604141075883179,0.04082664191996657,1,"0.01263,-0.00060,0.02107,0.00653,0.02391,0.01697,0.01679,0.03067,0.04083"
tree_family,weight,30,1.0,0.04,0.0,0.018755363147662796,-0.003989994001096517,0.045621786312125906,1,"0.00629,-0.00399,0.02378,0.00064,0.02915,0.01947,0.01464,0.03320,0.04562"
tree_family,rank,40,1.6,0.04,0.0,0.018755036146544432,0.0030080021260759666,0.04044438123648192,0,"0.01223,0.00301,0.02383,0.00397,0.02753,0.01326,0.01720,0.02732,0.04044"
no_bad,presence,50,1.3,0.05,0.0,0.01875305658237378,-0.0016640992680047578,0.0439497176700661,1,"0.01007,-0.00166,0.02163,0.00707,0.02624,0.01841,0.01166,0.03142,0.04395"
no_bad,presence,50,1.3,0.06,0.0,0.01875305658237378,-0.0016640992680047578,0.0439497176700661,1,"0.01007,-0.00166,0.02163,0.00707,0.02624,0.01841,0.01166,0.03142,0.04395"
no_bad,presence,50,1.3,0.08,0.0,0.01875305658237378,-0.0016640992680047578,0.0439497176700661,1,"0.01007,-0.00166,0.02163,0.00707,0.02624,0.01841,0.01166,0.03142,0.04395"
no_bad,presence,50,1.3,0.1,0.0,0.01875305658237378,-0.0016640992680047578,0.0439497176700661,1,"0.01007,-0.00166,0.02163,0.00707,0.02624,0.01841,0.01166,0.03142,0.04395"
no_bad,rank,100,1.3,0.05,0.2,0.01875180005962134,0.006961572639203946,0.031598337730733214,0,"0.01379,0.01690,0.02091,0.00696,0.02352,0.00990,0.01505,0.03014,0.03160"
no_bad,weight,60,0.8,0.05,0.0,0.01875163476440795,0.009678236328210778,0.035820283655369795,0,"0.00968,0.01567,0.01985,0.01218,0.02377,0.01212,0.01310,0.02658,0.03582"
no_bad,weight,60,0.8,0.06,0.0,0.01875163476440795,0.009678236328210778,0.035820283655369795,0,"0.00968,0.01567,0.01985,0.01218,0.02377,0.01212,0.01310,0.02658,0.03582"
no_bad,weight,60,0.8,0.08,0.0,0.01875163476440795,0.009678236328210778,0.035820283655369795,0,"0.00968,0.01567,0.01985,0.01218,0.02377,0.01212,0.01310,0.02658,0.03582"
no_bad,weight,60,0.8,0.1,0.0,0.01875163476440795,0.009678236328210778,0.035820283655369795,0,"0.00968,0.01567,0.01985,0.01218,0.02377,0.01212,0.01310,0.02658,0.03582"
core_diverse,weight,60,1.0,0.05,0.2,0.01875027699412933,0.008792428912832967,0.029438930415882553,0,"0.01934,0.02256,0.01833,0.01852,0.01784,0.00879,0.01356,0.02037,0.02944"
tree_family,weight,30,1.3,0.04,0.2,0.01874882261570987,-0.00398829859376453,0.045485235949766986,1,"0.00624,-0.00399,0.02349,0.00060,0.02911,0.01971,0.01459,0.03350,0.04549"
tree_family,weight,30,2.0,0.04,0.0,0.018748155576418422,-0.003799683535960165,0.04510169651604255,1,"0.00683,-0.00380,0.02529,0.00111,0.02986,0.01822,0.01560,0.03051,0.04510"
tree_family,rank,60,1.3,0.08,0.0,0.018744502109218082,0.004954917475514832,0.03558589417892001,0,"0.01226,0.00525,0.02486,0.00495,0.02948,0.01006,0.01591,0.03034,0.03559"
tree_family,rank,60,1.3,0.1,0.0,0.018744502109218082,0.004954917475514832,0.03558589417892001,0,"0.01226,0.00525,0.02486,0.00495,0.02948,0.01006,0.01591,0.03034,0.03559"
all,weight,40,1.6,0.08,0.2,0.018744374825251917,0.003651309634819135,0.0325861932051858,0,"0.01605,0.00365,0.02043,0.00616,0.02917,0.01183,0.01675,0.03207,0.03259"
all,weight,40,1.6,0.1,0.2,0.018744374825251917,0.003651309634819135,0.0325861932051858,0,"0.01605,0.00365,0.02043,0.00616,0.02917,0.01183,0.01675,0.03207,0.03259"
tree_family,weight,30,0.8,0.04,0.0,0.0187438819102024,-0.004418814813894504,0.045798714134732715,1,"0.00614,-0.00442,0.02337,0.00053,0.02923,0.02004,0.01420,0.03380,0.04580"
tree_family,rank,100,1.6,0.04,0.0,0.018743441443102072,0.004761523545154918,0.03856684187676748,0,"0.01117,0.00889,0.02346,0.00476,0.02625,0.01258,0.01585,0.02716,0.03857"
all,weight,40,2.0,0.06,0.2,0.018742621380772397,0.003603497993465236,0.033477459457735115,0,"0.01432,0.00360,0.02113,0.00559,0.03161,0.01035,0.01726,0.03348,0.03133"
core_diverse,presence,100,2.0,0.06,0.1,0.01874150371895524,0.00486458126736377,0.03731988818580591,0,"0.01960,0.01703,0.01688,0.00486,0.02237,0.01613,0.00912,0.02535,0.03732"
core_diverse,presence,100,2.0,0.08,0.1,0.01874150371895524,0.00486458126736377,0.03731988818580591,0,"0.01960,0.01703,0.01688,0.00486,0.02237,0.01613,0.00912,0.02535,0.03732"
core_diverse,presence,100,2.0,0.1,0.1,0.01874150371895524,0.00486458126736377,0.03731988818580591,0,"0.01960,0.01703,0.01688,0.00486,0.02237,0.01613,0.00912,0.02535,0.03732"
all,weight,40,1.3,0.08,0.1,0.018739421299141048,0.003094408746207927,0.03431054207637868,0,"0.01536,0.00309,0.02078,0.00641,0.02819,0.01273,0.01668,0.03110,0.03431"
all,weight,40,1.3,0.1,0.1,0.018739421299141048,0.003094408746207927,0.03431054207637868,0,"0.01536,0.00309,0.02078,0.00641,0.02819,0.01273,0.01668,0.03110,0.03431"
core_diverse,rank,40,0.5,0.04,0.2,0.018737485584997975,0.005578011841527217,0.03864061397339005,0,"0.02132,0.01620,0.01761,0.00558,0.02239,0.01647,0.01463,0.01580,0.03864"
core_diverse,rank,40,0.5,0.05,0.2,0.018737485584997975,0.005578011841527217,0.03864061397339005,0,"0.02132,0.01620,0.01761,0.00558,0.02239,0.01647,0.01463,0.01580,0.03864"
core_diverse,rank,40,0.5,0.06,0.2,0.018737485584997975,0.005578011841527217,0.03864061397339005,0,"0.02132,0.01620,0.01761,0.00558,0.02239,0.01647,0.01463,0.01580,0.03864"
core_diverse,rank,40,0.5,0.08,0.2,0.018737485584997975,0.005578011841527217,0.03864061397339005,0,"0.02132,0.01620,0.01761,0.00558,0.02239,0.01647,0.01463,0.01580,0.03864"
core_diverse,rank,40,0.5,0.1,0.2,0.018737485584997975,0.005578011841527217,0.03864061397339005,0,"0.02132,0.01620,0.01761,0.00558,0.02239,0.01647,0.01463,0.01580,0.03864"
no_bad,presence,50,1.3,0.04,0.0,0.01873655694320284,-0.0016640992680047578,0.0439497176700661,1,"0.00992,-0.00166,0.02163,0.00707,0.02624,0.01841,0.01166,0.03142,0.04395"
hybrid_plus_signal,rank,40,0.5,0.04,0.2,0.018733748359755855,0.005652038671540169,0.034463496349272094,0,"0.00565,0.02545,0.01842,0.00871,0.02597,0.01153,0.01562,0.02280,0.03446"
hybrid_plus_signal,rank,40,0.5,0.05,0.2,0.018733748359755855,0.005652038671540169,0.034463496349272094,0,"0.00565,0.02545,0.01842,0.00871,0.02597,0.01153,0.01562,0.02280,0.03446"
hybrid_plus_signal,rank,40,0.5,0.06,0.2,0.018733748359755855,0.005652038671540169,0.034463496349272094,0,"0.00565,0.02545,0.01842,0.00871,0.02597,0.01153,0.01562,0.02280,0.03446"
hybrid_plus_signal,rank,40,0.5,0.08,0.2,0.018733748359755855,0.005652038671540169,0.034463496349272094,0,"0.00565,0.02545,0.01842,0.00871,0.02597,0.01153,0.01562,0.02280,0.03446"
hybrid_plus_signal,rank,40,0.5,0.1,0.2,0.018733748359755855,0.005652038671540169,0.034463496349272094,0,"0.00565,0.02545,0.01842,0.00871,0.02597,0.01153,0.01562,0.02280,0.03446"
all,weight,60,1.6,0.1,0.1,0.01873131935952337,0.008766586448945884,0.03253931137512486,0,"0.01513,0.00877,0.02005,0.00910,0.02802,0.00962,0.01394,0.03142,0.03254"
all,weight,60,1.6,0.08,0.1,0.018728066053473387,0.008766586448945884,0.03253931137512486,0,"0.01510,0.00877,0.02005,0.00910,0.02802,0.00962,0.01394,0.03142,0.03254"
all,weight,35,1.0,0.06,0.2,0.018727319172898046,-0.00048249636298614007,0.04044296072182901,1,"0.01332,-0.00048,0.02063,0.00659,0.02369,0.01696,0.01669,0.03070,0.04044"
all,weight,35,1.0,0.08,0.2,0.018727319172898046,-0.00048249636298614007,0.04044296072182901,1,"0.01332,-0.00048,0.02063,0.00659,0.02369,0.01696,0.01669,0.03070,0.04044"
all,weight,35,1.0,0.1,0.2,0.018727319172898046,-0.00048249636298614007,0.04044296072182901,1,"0.01332,-0.00048,0.02063,0.00659,0.02369,0.01696,0.01669,0.03070,0.04044"
hybrid_plus_signal,weight,100,1.3,0.05,0.2,0.018726585581091106,0.00877261541211162,0.02696244812375695,0,"0.01234,0.02242,0.02408,0.01246,0.02126,0.00877,0.01394,0.02629,0.02696"
no_bad,weight,60,0.8,0.04,0.0,0.018726209271853603,0.00946220205811462,0.03594239981814873,0,"0.00946,0.01567,0.01972,0.01218,0.02377,0.01212,0.01310,0.02658,0.03594"
core_diverse,rank,100,1.6,0.04,0.0,0.018726035975241875,0.007246705989055663,0.032781320461357344,0,"0.01629,0.01541,0.02604,0.00725,0.02205,0.00731,0.01597,0.02544,0.03278"
tree_family,weight,60,2.0,0.1,0.1,0.018725922723247093,0.0024869884052421843,0.03472888144021735,0,"0.01378,0.00249,0.02272,0.00563,0.03406,0.00932,0.01613,0.03473,0.02968"
hybrid_plus_signal,rank,50,0.8,0.04,0.1,0.01872579499241886,0.008425592658610773,0.033431620660468314,0,"0.00947,0.02433,0.02248,0.00927,0.02156,0.00843,0.01471,0.02485,0.03343"
no_bad,rank,40,0.8,0.04,0.2,0.018725318975585877,0.006100570626386165,0.03640244324040484,0,"0.01159,0.01308,0.02123,0.00610,0.02498,0.01124,0.01835,0.02554,0.03640"
hybrid_plus_signal,weight,100,1.0,0.04,0.1,0.018723843826377404,0.009868246333350275,0.03057584915333901,0,"0.01148,0.02235,0.02227,0.01425,0.01929,0.00987,0.01306,0.02537,0.03058"
tree_family,rank,35,2.0,0.04,0.2,0.018723061753650787,0.0030518304964825063,0.04153276203328109,0,"0.01122,0.00305,0.02279,0.00330,0.02719,0.01322,0.01743,0.02877,0.04153"
tree_family,weight,30,1.6,0.04,0.0,0.01872282194380999,-0.0036356952036173413,0.044912139940926965,1,"0.00656,-0.00364,0.02512,0.00099,0.02921,0.01834,0.01544,0.03157,0.04491"
hybrid_plus_signal,weight,100,1.3,0.06,0.2,0.018722677768449263,0.00877261541211162,0.026950774081606177,0,"0.01231,0.02242,0.02408,0.01246,0.02126,0.00877,0.01394,0.02629,0.02695"
hybrid_plus_signal,weight,100,1.3,0.08,0.2,0.018722677768449263,0.00877261541211162,0.026950774081606177,0,"0.01231,0.02242,0.02408,0.01246,0.02126,0.00877,0.01394,0.02629,0.02695"
hybrid_plus_signal,weight,100,1.3,0.1,0.2,0.018722677768449263,0.00877261541211162,0.026950774081606177,0,"0.01231,0.02242,0.02408,0.01246,0.02126,0.00877,0.01394,0.02629,0.02695"
core_diverse,presence,100,2.0,0.05,0.1,0.018717874679773545,0.00486458126736377,0.03731988818580591,0,"0.01939,0.01703,0.01688,0.00486,0.02237,0.01613,0.00912,0.02535,0.03732"
all,rank,40,1.0,0.06,0.2,0.018717426167947273,0.005377797325500283,0.038295471877793585,0,"0.01376,0.00951,0.02024,0.00538,0.02489,0.01275,0.01805,0.02557,0.03830"
all,rank,40,1.0,0.08,0.2,0.018717426167947273,0.005377797325500283,0.038295471877793585,0,"0.01376,0.00951,0.02024,0.00538,0.02489,0.01275,0.01805,0.02557,0.03830"
all,rank,40,1.0,0.1,0.2,0.018717426167947273,0.005377797325500283,0.038295471877793585,0,"0.01376,0.00951,0.02024,0.00538,0.02489,0.01275,0.01805,0.02557,0.03830"
core_diverse,weight,80,1.3,0.04,0.0,0.01871705875141301,0.00676752668366519,0.032882407899366944,0,"0.01862,0.01437,0.02083,0.01737,0.01831,0.00677,0.01539,0.02392,0.03288"
core_diverse,presence,100,2.0,0.04,0.1,0.01871533800846895,0.005207686834109354,0.03767112468008761,0,"0.01789,0.01703,0.01731,0.00521,0.02237,0.01658,0.00976,0.02461,0.03767"
all,weight,100,1.6,0.05,0.0,0.01871491173044513,0.00840990675135529,0.034772013191851164,0,"0.01409,0.00841,0.02101,0.00849,0.02709,0.00987,0.01459,0.03012,0.03477"
no_bad,rank,60,1.0,0.04,0.2,0.018714894761114455,0.01016809315504806,0.03509774176324865,0,"0.01219,0.01495,0.01998,0.01017,0.02368,0.01056,0.01405,0.02777,0.03510"
all,rank,60,1.6,0.04,0.1,0.018714485764842956,0.006159817321682692,0.036756801878605194,0,"0.01482,0.00945,0.02072,0.00616,0.02534,0.01244,0.01500,0.02774,0.03676"
no_bad,rank,50,0.8,0.05,0.2,0.01871399784035763,0.007953698372788781,0.03539666025825787,0,"0.01134,0.01575,0.01953,0.00795,0.02498,0.01052,0.01498,0.02797,0.03540"
no_bad,rank,50,0.8,0.06,0.2,0.01871399784035763,0.007953698372788781,0.03539666025825787,0,"0.01134,0.01575,0.01953,0.00795,0.02498,0.01052,0.01498,0.02797,0.03540"
no_bad,rank,50,0.8,0.08,0.2,0.01871399784035763,0.007953698372788781,0.03539666025825787,0,"0.01134,0.01575,0.01953,0.00795,0.02498,0.01052,0.01498,0.02797,0.03540"
no_bad,rank,50,0.8,0.1,0.2,0.01871399784035763,0.007953698372788781,0.03539666025825787,0,"0.01134,0.01575,0.01953,0.00795,0.02498,0.01052,0.01498,0.02797,0.03540"
tree_family,weight,30,1.3,0.04,0.0,0.01871323471688344,-0.0037100284021974062,0.045224829625128846,1,"0.00637,-0.00371,0.02441,0.00080,0.02904,0.01876,0.01527,0.03225,0.04522"
tree_family,weight,60,1.6,0.08,0.0,0.01871149753517542,0.001732551627999122,0.03314105030543617,0,"0.01328,0.00173,0.02323,0.00560,0.03232,0.01070,0.01570,0.03314,0.03269"
tree_family,weight,60,1.6,0.1,0.0,0.01871149753517542,0.001732551627999122,0.03314105030543617,0,"0.01328,0.00173,0.02323,0.00560,0.03232,0.01070,0.01570,0.03314,0.03269"
tree_family,weight,30,1.3,0.04,0.1,0.018710946658437734,-0.0037395230640643075,0.045353576634537984,1,"0.00636,-0.00374,0.02373,0.00064,0.02905,0.01917,0.01493,0.03290,0.04535"
tree_family,presence,35,2.0,0.05,0.2,0.018710558116095455,-0.01263670440824028,0.04613614984439013,1,"0.00945,-0.01264,0.02123,0.00383,0.03163,0.02347,0.01092,0.03437,0.04614"
hybrid_plus_signal,weight,100,0.8,0.05,0.0,0.01870914367115957,0.010656390946751984,0.032386557377474506,0,"0.01105,0.02228,0.02101,0.01548,0.01751,0.01066,0.01233,0.02568,0.03239"
hybrid_plus_signal,weight,100,0.8,0.06,0.0,0.01870914367115957,0.010656390946751984,0.032386557377474506,0,"0.01105,0.02228,0.02101,0.01548,0.01751,0.01066,0.01233,0.02568,0.03239"
hybrid_plus_signal,weight,100,0.8,0.08,0.0,0.01870914367115957,0.010656390946751984,0.032386557377474506,0,"0.01105,0.02228,0.02101,0.01548,0.01751,0.01066,0.01233,0.02568,0.03239"
hybrid_plus_signal,weight,100,0.8,0.1,0.0,0.01870914367115957,0.010656390946751984,0.032386557377474506,0,"0.01105,0.02228,0.02101,0.01548,0.01751,0.01066,0.01233,0.02568,0.03239"
tree_family,weight,30,1.0,0.04,0.2,0.01870865703283557,-0.004458813625356054,0.04568805869707762,1,"0.00610,-0.00446,0.02306,0.00046,0.02921,0.02024,0.01414,0.03394,0.04569"
hybrid_plus_signal,weight,100,0.8,0.04,0.0,0.018703983937974917,0.010656390946751984,0.03255118081142408,0,"0.01105,0.02228,0.02098,0.01548,0.01751,0.01066,0.01233,0.02549,0.03255"
no_bad,weight,80,1.6,0.08,0.2,0.018701048119176167,0.008583330447716142,0.03174779359717076,0,"0.01320,0.01252,0.02056,0.00858,0.02575,0.01017,0.01517,0.03175,0.03061"
no_bad,weight,80,1.6,0.1,0.2,0.018701048119176167,0.008583330447716142,0.03174779359717076,0,"0.01320,0.01252,0.02056,0.00858,0.02575,0.01017,0.01517,0.03175,0.03061"
no_bad,weight,80,1.6,0.06,0.2,0.018700252593919442,0.008583330447716142,0.03174779359717076,0,"0.01319,0.01252,0.02056,0.00858,0.02575,0.01017,0.01517,0.03175,0.03061"
tree_family,weight,35,1.3,0.08,0.1,0.018700073869709673,-0.002775295304428417,0.03735176346801422,1,"0.01230,-0.00278,0.02278,0.00437,0.03006,0.01461,0.01607,0.03353,0.03735"
tree_family,weight,35,1.3,0.1,0.1,0.018700073869709673,-0.002775295304428417,0.03735176346801422,1,"0.01230,-0.00278,0.02278,0.00437,0.03006,0.01461,0.01607,0.03353,0.03735"
all,rank,40,0.8,0.04,0.0,0.01869257860706154,0.005379836387427256,0.03926430427057337,0,"0.01310,0.00948,0.02001,0.00538,0.02428,0.01375,0.01827,0.02469,0.03926"
tree_family,rank,35,1.3,0.04,0.1,0.01869208813065718,0.0022699824095826025,0.04214373262853048,0,"0.01121,0.00227,0.02299,0.00337,0.02713,0.01326,0.01706,0.02879,0.04214"
tree_family,rank,35,0.8,0.06,0.0,0.018691657961483185,0.0024116835000250764,0.04160713440379034,0,"0.01184,0.00241,0.02315,0.00364,0.02776,0.01177,0.01669,0.02937,0.04161"
tree_family,rank,35,0.8,0.08,0.0,0.018691657961483185,0.0024116835000250764,0.04160713440379034,0,"0.01184,0.00241,0.02315,0.00364,0.02776,0.01177,0.01669,0.02937,0.04161"
tree_family,rank,35,0.8,0.1,0.0,0.018691657961483185,0.0024116835000250764,0.04160713440379034,0,"0.01184,0.00241,0.02315,0.00364,0.02776,0.01177,0.01669,0.02937,0.04161"
all,presence,80,2.0,0.04,0.0,0.018691222867627866,0.00188966216270396,0.04314561648472799,0,"0.00987,0.00189,0.01911,0.00523,0.02662,0.02148,0.01108,0.02980,0.04315"
all,rank,40,1.0,0.05,0.2,0.01868954376505613,0.005377797325500283,0.038295471877793585,0,"0.01351,0.00951,0.02024,0.00538,0.02489,0.01275,0.01805,0.02557,0.03830"
core_diverse,rank,80,1.6,0.05,0.1,0.01868855927275079,0.00470284545952615,0.03224855476549225,0,"0.01639,0.01551,0.02585,0.00732,0.02416,0.00470,0.01582,0.02621,0.03225"
tree_family,rank,60,1.3,0.06,0.0,0.018688215640472003,0.004954917475514832,0.03558589417892001,0,"0.01202,0.00525,0.02472,0.00495,0.02936,0.01006,0.01591,0.03034,0.03559"
tree_family,weight,30,1.6,0.04,0.2,0.018686885426917377,-0.003691862258866658,0.04516501039373577,1,"0.00634,-0.00369,0.02353,0.00060,0.02899,0.01924,0.01504,0.03298,0.04517"
all,weight,50,2.0,0.08,0.2,0.01868632209948441,0.006512998685014741,0.03348568300165676,0,"0.01614,0.00651,0.01999,0.00847,0.03003,0.00846,0.01533,0.03349,0.02976"
hybrid_plus_signal,weight,80,1.0,0.04,0.1,0.018686306986245654,0.010244989896879692,0.031554321236480304,0,"0.01024,0.02156,0.02178,0.01514,0.01893,0.01032,0.01319,0.02545,0.03155"
tree_family,rank,50,1.3,0.05,0.0,0.018683748100917538,0.004960945375625955,0.03658364870719635,0,"0.01203,0.00500,0.02306,0.00496,0.02928,0.01080,0.01626,0.03018,0.03658"
all,presence,35,1.3,0.05,0.2,0.018682837271163655,-0.010705668678312932,0.04707385429765702,1,"0.01060,-0.01071,0.02051,0.00540,0.02671,0.02573,0.00969,0.03312,0.04707"
all,presence,35,1.3,0.06,0.2,0.018682837271163655,-0.010705668678312932,0.04707385429765702,1,"0.01060,-0.01071,0.02051,0.00540,0.02671,0.02573,0.00969,0.03312,0.04707"
all,presence,35,1.3,0.08,0.2,0.018682837271163655,-0.010705668678312932,0.04707385429765702,1,"0.01060,-0.01071,0.02051,0.00540,0.02671,0.02573,0.00969,0.03312,0.04707"
all,presence,35,1.3,0.1,0.2,0.018682837271163655,-0.010705668678312932,0.04707385429765702,1,"0.01060,-0.01071,0.02051,0.00540,0.02671,0.02573,0.00969,0.03312,0.04707"
tree_family,rank,60,1.6,0.06,0.1,0.018681361826841245,0.004782362250231924,0.03388741325672849,0,"0.01194,0.00573,0.02415,0.00478,0.03035,0.00944,0.01622,0.03162,0.03389"
tree_family,weight,100,2.0,0.04,0.0,0.018680531186792523,0.003471647106280335,0.04092595382141073,0,"0.01009,0.00347,0.02370,0.00556,0.02551,0.01431,0.01522,0.02933,0.04093"
