ogamma,opower,omax,rgamma,rpower,rmax,mean,min,max,neg,vals,reasons
2.0,3.0,0.05,3.0,3.0,0.1,0.03688333893282934,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.03438,0.04515,0.03148,0.04358,0.03827,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.08,3.0,2.0,0.05,0.036877006462978645,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02647,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.1,3.0,2.0,0.05,0.036877006462978645,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02647,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.06,2.0,2.0,0.08,0.036870622876401096,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04256,0.04515,0.03148,0.03992,0.03363,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.06,2.0,2.0,0.1,0.036870622876401096,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04256,0.04515,0.03148,0.03992,0.03363,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,1.5,0.06,1.0,3.0,0.06,0.0368703769949118,0.02519179761525367,0.046053811131360436,0,"0.02519,0.02528,0.04183,0.04515,0.03148,0.04605,0.02823,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.06,1.5,2.0,0.08,0.03687032898340446,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04234,0.04515,0.03148,0.04250,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.06,1.5,2.0,0.1,0.03687032898340446,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04234,0.04515,0.03148,0.04250,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.06,3.0,1.5,0.06,0.03686986118763244,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04234,0.04515,0.03148,0.04250,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.06,3.0,3.0,0.05,0.036867797919005935,0.02519179761525367,0.047862416677216246,0,"0.02519,0.02528,0.04231,0.04515,0.03148,0.04786,0.02591,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.06,2.0,3.0,0.06,0.036866031740573714,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04277,0.04515,0.03148,0.04387,0.02944,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,3.0,0.08,0.03686090201291397,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02845,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,3.0,0.1,0.03686090201291397,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02845,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,3.0,0.08,0.03686090201291397,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02845,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,3.0,0.1,0.03686090201291397,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02845,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,1.5,0.06,1.0,1.5,0.06,0.03685653056906019,0.02519179761525367,0.046053811131360436,0,"0.02519,0.02528,0.04183,0.04515,0.03148,0.04605,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,1.5,0.06,1.0,1.5,0.08,0.03685653056906019,0.02519179761525367,0.046053811131360436,0,"0.02519,0.02528,0.04183,0.04515,0.03148,0.04605,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,1.5,0.06,1.0,1.5,0.1,0.03685653056906019,0.02519179761525367,0.046053811131360436,0,"0.02519,0.02528,0.04183,0.04515,0.03148,0.04605,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.06,1.5,2.0,0.05,0.03685367642848833,0.02519179761525367,0.047862416677216246,0,"0.02519,0.02528,0.04231,0.04515,0.03148,0.04786,0.02579,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,2.0,0.06,0.036853478986307836,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02838,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,2.0,0.08,0.036853478986307836,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02838,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,2.0,0.1,0.036853478986307836,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02838,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,2.0,0.06,0.036853478986307836,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02838,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,2.0,0.08,0.036853478986307836,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02838,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,2.0,0.1,0.036853478986307836,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02838,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,3.0,0.06,2.0,1.5,0.06,0.03684872692305677,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04359,0.04515,0.03148,0.04187,0.03046,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.08,2.0,2.0,0.05,0.03684316655409979,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02617,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.1,2.0,2.0,0.05,0.03684316655409979,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02617,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.06,3.0,2.0,0.08,0.036842417364287935,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.06,3.0,2.0,0.1,0.036842417364287935,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.08,3.0,2.0,0.08,0.036842417364287935,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.08,3.0,2.0,0.1,0.036842417364287935,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.1,3.0,2.0,0.08,0.036842417364287935,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.1,3.0,2.0,0.1,0.036842417364287935,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,3.0,0.06,0.036837135401961735,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02823,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,3.0,0.06,0.036837135401961735,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02823,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.08,1.5,1.5,0.05,0.03683646727573099,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02611,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.1,1.5,1.5,0.05,0.03683646727573099,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02611,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.06,1.0,1.5,0.05,0.036828900986158764,0.02519179761525367,0.047862416677216246,0,"0.02519,0.02528,0.04231,0.04515,0.03148,0.04786,0.02556,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.06,3.0,2.0,0.06,0.03682684114293792,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04234,0.04515,0.03148,0.04250,0.03089,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,1.5,0.06,0.036823288976110126,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,1.5,0.08,0.036823288976110126,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.08,1.0,1.5,0.1,0.036823288976110126,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,1.5,0.06,0.036823288976110126,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,1.5,0.08,0.036823288976110126,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.1,1.0,1.5,0.1,0.036823288976110126,0.02519179761525367,0.04659827573358709,0,"0.02519,0.02528,0.04660,0.04515,0.03148,0.04098,0.02811,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.06,1.5,3.0,0.06,0.036821757057807165,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04277,0.04515,0.03148,0.04387,0.02904,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.06,2.0,3.0,0.05,0.036817094823757994,0.02519179761525367,0.047862416677216246,0,"0.02519,0.02528,0.04231,0.04515,0.03148,0.04786,0.02546,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.06,1.5,1.5,0.08,0.03681503536789529,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04234,0.04515,0.03148,0.04250,0.03078,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.06,1.5,1.5,0.1,0.03681503536789529,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04234,0.04515,0.03148,0.04250,0.03078,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.08,3.0,3.0,0.05,0.03681467778686422,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02591,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.1,3.0,3.0,0.05,0.03681467778686422,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02591,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.08,2.0,3.0,0.08,0.03681292406618792,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04378,0.04515,0.03148,0.03765,0.03417,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.08,2.0,3.0,0.1,0.03681292406618792,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04378,0.04515,0.03148,0.03765,0.03417,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.1,2.0,3.0,0.08,0.03681292406618792,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04378,0.04515,0.03148,0.03765,0.03417,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.1,2.0,3.0,0.1,0.03681292406618792,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04378,0.04515,0.03148,0.03765,0.03417,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.06,3.0,3.0,0.08,0.03681288344442018,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03694,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.08,3.0,3.0,0.08,0.03681288344442018,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03694,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,2.0,0.1,3.0,3.0,0.08,0.03681288344442018,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04150,0.04515,0.03148,0.03716,0.03694,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,3.0,0.06,2.0,2.0,0.06,0.0368125439782617,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04359,0.04515,0.03148,0.04187,0.03013,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.05,3.0,2.0,0.08,0.03681242715227467,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.03299,0.04515,0.03148,0.04539,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.05,3.0,2.0,0.1,0.03681242715227467,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.03299,0.04515,0.03148,0.04539,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,3.0,0.06,3.0,3.0,0.06,0.036805191199045545,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04359,0.04515,0.03148,0.04187,0.03007,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.06,1.5,3.0,0.08,0.03680316607572528,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04296,0.04515,0.03148,0.04098,0.03156,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.06,1.5,3.0,0.1,0.03680316607572528,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04296,0.04515,0.03148,0.04098,0.03156,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.06,1.0,2.0,0.05,0.0368006541444883,0.02519179761525367,0.047862416677216246,0,"0.02519,0.02528,0.04231,0.04515,0.03148,0.04786,0.02531,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.08,1.5,2.0,0.05,0.03680055629634661,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02579,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.1,1.5,2.0,0.05,0.03680055629634661,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02579,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.06,2.0,1.5,0.08,0.03678977670721124,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04256,0.04515,0.03148,0.03992,0.03290,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.06,2.0,1.5,0.1,0.03678977670721124,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04256,0.04515,0.03148,0.03992,0.03290,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.06,1.5,3.0,0.05,0.0367893652776394,0.02519179761525367,0.047862416677216246,0,"0.02519,0.02528,0.04231,0.04515,0.03148,0.04786,0.02521,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,3.0,0.06,3.0,1.5,0.05,0.03678845921195357,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04354,0.04515,0.03148,0.04507,0.02676,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.08,1.5,3.0,0.08,0.03678703415756975,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03156,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.08,1.5,3.0,0.1,0.03678703415756975,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03156,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.1,1.5,3.0,0.08,0.03678703415756975,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03156,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.1,1.5,3.0,0.1,0.03678703415756975,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03156,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,2.0,0.05,3.0,3.0,0.08,0.03678289323240691,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.03299,0.04515,0.03148,0.04539,0.03694,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,3.0,0.06,1.5,1.5,0.06,0.036781259311367095,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04359,0.04515,0.03148,0.04187,0.02985,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.06,2.0,1.5,0.06,0.036779090809458376,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04234,0.04515,0.03148,0.04250,0.03046,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.08,1.0,1.5,0.05,0.03677578085401704,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02556,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.1,1.0,1.5,0.05,0.03677578085401704,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02556,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
3.0,1.5,0.05,3.0,3.0,0.1,0.036775372449510596,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.03275,0.04515,0.03148,0.04424,0.03827,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.06,2.0,3.0,0.08,0.0367718618552482,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04341,0.04515,0.03148,0.03765,0.03417,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.06,2.0,3.0,0.1,0.0367718618552482,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04341,0.04515,0.03148,0.03765,0.03417,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.06,1.5,2.0,0.08,0.03677174740147864,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04296,0.04515,0.03148,0.04098,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.06,1.5,2.0,0.1,0.03677174740147864,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04296,0.04515,0.03148,0.04098,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,2.0,0.06,3.0,1.5,0.06,0.03677127960570662,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04296,0.04515,0.03148,0.04098,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,3.0,0.05,3.0,2.0,0.08,0.03676531021685826,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.03438,0.04515,0.03148,0.04358,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,3.0,0.05,3.0,2.0,0.1,0.03676531021685826,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.03438,0.04515,0.03148,0.04358,0.03721,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,3.0,0.06,2.0,1.5,0.05,0.03676408040688433,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04354,0.04515,0.03148,0.04507,0.02655,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.08,2.0,3.0,0.05,0.03676397469161626,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02546,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,1.5,0.1,2.0,3.0,0.05,0.03676397469161626,0.02519179761525367,0.04720302552516156,0,"0.02519,0.02528,0.04720,0.04515,0.03148,0.04250,0.02546,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.08,1.0,1.5,0.04,0.03676372520094889,0.02063065471838217,0.050657215727495625,0,"0.02519,0.02528,0.05066,0.04515,0.03148,0.04387,0.02063,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.1,1.0,1.5,0.04,0.03676372520094889,0.02063065471838217,0.050657215727495625,0,"0.02519,0.02528,0.05066,0.04515,0.03148,0.04387,0.02063,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.08,1.0,2.0,0.04,0.03675934425517973,0.02059122620645984,0.050657215727495625,0,"0.02519,0.02528,0.05066,0.04515,0.03148,0.04387,0.02059,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.1,1.0,2.0,0.04,0.03675934425517973,0.02059122620645984,0.050657215727495625,0,"0.02519,0.02528,0.05066,0.04515,0.03148,0.04387,0.02059,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,3.0,0.06,3.0,2.0,0.05,0.036756235452307155,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04354,0.04515,0.03148,0.04507,0.02647,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,3.0,0.06,1.5,2.0,0.06,0.03675587942503774,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04359,0.04515,0.03148,0.04187,0.02962,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.06,1.0,3.0,0.08,0.03675587735021313,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04277,0.04515,0.03148,0.04387,0.02845,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.06,1.0,3.0,0.1,0.03675587735021313,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04277,0.04515,0.03148,0.04387,0.02845,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.08,1.5,2.0,0.08,0.036755615483323116,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.08,1.5,2.0,0.1,0.036755615483323116,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.1,1.5,2.0,0.08,0.036755615483323116,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.1,1.5,2.0,0.1,0.036755615483323116,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.08,3.0,1.5,0.06,0.036755147687551094,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.5,1.5,0.1,3.0,1.5,0.06,0.036755147687551094,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04388,0.04515,0.03148,0.03992,0.03128,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.08,2.0,2.0,0.08,0.03675338263293663,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04378,0.04515,0.03148,0.03765,0.03363,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.08,2.0,2.0,0.1,0.03675338263293663,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04378,0.04515,0.03148,0.03765,0.03363,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.1,2.0,2.0,0.08,0.03675338263293663,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04378,0.04515,0.03148,0.03765,0.03363,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
1.0,3.0,0.1,2.0,2.0,0.1,0.03675338263293663,0.02519179761525367,0.0456943248663014,0,"0.02519,0.02528,0.04378,0.04515,0.03148,0.03765,0.03363,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
2.0,2.0,0.08,1.0,3.0,0.04,0.036750737983272184,0.020513769759291887,0.050657215727495625,0,"0.02519,0.02528,0.05066,0.04515,0.03148,0.04387,0.02051,0.04293,0.04569","base,base,overnight,base,base,overnight,ret1low,base,base"
