top_k,alpha_xgb,rank_power,equal_mix,max_weight,mean,min,max,std,neg,utility,avg_max_weight,avg_n
30,0.65,0.0,0.25,0.04,0.01899372170309435,0.003602561296653005,0.04139995370875928,0.01412462600483049,0,0.017984358109543835,0.03734552672087814,30.0
30,0.25,0.8,0.15,0.04,0.01989176045525553,0.0024491220091338445,0.04300691760107031,0.014530426223180433,0,0.017973539305854113,0.04,30.0
30,0.35,0.0,0.15,0.06,0.018596554335865375,0.0038064333532177273,0.03827289398264404,0.013164319230000839,0,0.017969977875617577,0.04031164795540923,30.0
30,0.35,0.0,0.15,0.08,0.018596554335865375,0.0038064333532177273,0.03827289398264404,0.013164319230000839,0,0.017969977875617577,0.04031164795540923,30.0
30,0.35,0.0,0.15,0.1,0.018596554335865375,0.0038064333532177273,0.03827289398264404,0.013164319230000839,0,0.017969977875617577,0.04031164795540923,30.0
30,0.35,0.0,0.25,0.06,0.018691763811761363,0.003740266224354024,0.0389684094289585,0.013360656152939424,0,0.017969786130574324,0.03949066976457677,30.0
30,0.35,0.0,0.25,0.08,0.018691763811761363,0.003740266224354024,0.0389684094289585,0.013360656152939424,0,0.017969786130574324,0.03949066976457677,30.0
30,0.35,0.0,0.25,0.1,0.018691763811761363,0.003740266224354024,0.0389684094289585,0.013360656152939424,0,0.017969786130574324,0.03949066976457677,30.0
30,0.35,0.0,0.1,0.06,0.01854894959791737,0.0038395169176495755,0.03792513625948679,0.013068142666970253,0,0.01796957577352951,0.04072213705082546,30.0
30,0.35,0.0,0.1,0.08,0.01854894959791737,0.0038395169176495755,0.03792513625948679,0.013068142666970253,0,0.01796957577352951,0.04072213705082546,30.0
30,0.35,0.0,0.1,0.1,0.01854894959791737,0.0038395169176495755,0.03792513625948679,0.013068142666970253,0,0.01796957577352951,0.04072213705082546,30.0
30,0.35,0.0,0.0,0.06,0.018453740122021375,0.0039056840465132754,0.03722962081317231,0.012879922077080691,0,0.017967738435310496,0.04154311524165792,30.0
30,0.35,0.0,0.0,0.08,0.018453740122021375,0.0039056840465132754,0.03722962081317231,0.012879922077080691,0,0.017967738435310496,0.04154311524165792,30.0
30,0.35,0.0,0.0,0.1,0.018453740122021375,0.0039056840465132754,0.03722962081317231,0.012879922077080691,0,0.017967738435310496,0.04154311524165792,30.0
30,0.35,0.0,0.4,0.06,0.018834578025605352,0.003641015531058469,0.04001168259843024,0.013664688832992267,0,0.017967116689098214,0.038259202478328085,30.0
30,0.35,0.0,0.4,0.08,0.018834578025605352,0.003641015531058469,0.04001168259843024,0.013664688832992267,0,0.017967116689098214,0.038259202478328085,30.0
30,0.35,0.0,0.4,0.1,0.018834578025605352,0.003641015531058469,0.04001168259843024,0.013664688832992267,0,0.017967116689098214,0.038259202478328085,30.0
30,0.75,0.0,0.4,0.04,0.019117690697093955,0.00349136039896554,0.042192655865677456,0.0143796243009829,0,0.017966736901124106,0.03709850956672601,30.0
30,0.0,0.0,0.25,0.06,0.01837990433645833,0.0038836698632049096,0.03609432189061383,0.012528500621929764,0,0.01796634808521932,0.037361600749900484,30.0
30,0.0,0.0,0.25,0.08,0.01837990433645833,0.0038836698632049096,0.03609432189061383,0.012528500621929764,0,0.01796634808521932,0.037361600749900484,30.0
