top_k,alpha_xgb,rank_power,equal_mix,max_weight,mean,min,max,std,neg,utility,avg_max_weight,avg_n
30,0.0,1.2,0.15,0.04,0.019263316201183107,0.0019164519954722459,0.03865049911202796,0.013289259420234113,0,0.017282517742955153,0.04,30.0
30,0.75,0.5,0.0,0.06,0.019181173076406953,0.0022370565012719,0.03976120951908681,0.013905638130961009,0,0.01727070309455703,0.050491145145218165,30.0
70,0.0,1.2,0.0,0.04,0.016842177500774574,0.004522866249507328,0.03634626189402912,0.010976702093315664,0,0.017264008352100787,0.030218474345956182,60.0
35,0.25,1.2,0.25,0.06,0.01730186406491755,0.004001798078875629,0.032608441651900646,0.011361234760246473,0,0.017262814030068872,0.046463457226054924,35.0
35,0.25,1.2,0.25,0.08,0.01730186406491755,0.004001798078875629,0.032608441651900646,0.011361234760246473,0,0.017262814030068872,0.046463457226054924,35.0
35,0.25,1.2,0.25,0.1,0.01730186406491755,0.004001798078875629,0.032608441651900646,0.011361234760246473,0,0.017262814030068872,0.046463457226054924,35.0
35,0.25,0.5,0.0,0.04,0.01781631453152775,0.003496446136661311,0.035232116079193895,0.01201301174662673,0,0.01726057389053398,0.03885312961257826,35.0
35,0.25,0.8,0.15,0.06,0.01733533794088368,0.00392860562388702,0.032738579596991474,0.011341222551234376,0,0.017250056239796,0.04426682081978363,35.0
35,0.25,0.8,0.15,0.08,0.01733533794088368,0.00392860562388702,0.032738579596991474,0.011341222551234376,0,0.017250056239796,0.04426682081978363,35.0
35,0.25,0.8,0.15,0.1,0.01733533794088368,0.00392860562388702,0.032738579596991474,0.011341222551234376,0,0.017250056239796,0.04426682081978363,35.0
30,0.65,0.5,0.0,0.06,0.01907384688642474,0.0022608359615274576,0.03905062270221615,0.013664938967251995,0,0.017240197317680964,0.05045433149517899,30.0
35,0.65,0.8,0.0,0.04,0.017497131330643876,0.0041199445807450635,0.03817030264449836,0.012565541027377003,0,0.01723970728032117,0.04,35.0
40,0.0,1.6,0.25,0.04,0.0178717938143681,0.003432473852752617,0.035537806927396234,0.012140140669750686,0,0.01723949034385726,0.04,40.0
30,0.0,1.2,0.0,0.04,0.019343031438325574,0.001759970666248764,0.03866508278612173,0.013347009447540146,0,0.01723825854281467,0.04,30.0
35,0.65,1.6,0.25,0.04,0.01743014972334133,0.004050898320192356,0.03694906285371004,0.012110410308621629,0,0.017238175970320572,0.04000000000000001,35.0
30,0.0,1.6,0.25,0.04,0.019246911716661257,0.0018968855888010921,0.038830002719320175,0.01335669538920068,0,0.017235557781521853,0.04,30.0
35,0.0,0.8,0.4,0.04,0.018392358709886848,0.0029511723585927477,0.037962070933502845,0.012895650215678074,0,0.01723426680698225,0.03736371646626338,35.0
30,0.25,0.5,0.0,0.08,0.018769149927285157,0.002375703917587249,0.036211273064590835,0.01279712438787035,0,0.017232861572628645,0.048743999243442165,30.0
30,0.25,0.5,0.0,0.1,0.018769149927285157,0.002375703917587249,0.036211273064590835,0.01279712438787035,0,0.017232861572628645,0.048743999243442165,30.0
30,0.25,0.5,0.0,0.06,0.018765970718584046,0.002375703917587249,0.03619537702108527,0.012792792061501274,0,0.017230765445519804,0.04856328584289976,30.0
30,0.0,1.6,0.0,0.04,0.019400735383128788,0.0016915721089538899,0.03878354913231667,0.01341919713569685,0,0.0172300365754723,0.04,30.0
30,0.0,1.2,0.1,0.04,0.019266548459608557,0.0018416872260075823,0.03862414898779461,0.013308040888616922,0,0.017228719295659636,0.04000000000000001,30.0
30,0.35,0.5,0.0,0.08,0.018823984790752098,0.0023435519266644805,0.03692580244538517,0.012998117626311837,0,0.017214941732839273,0.0493102750205604,30.0
30,0.35,0.5,0.0,0.1,0.018823984790752098,0.0023435519266644805,0.03692580244538517,0.012998117626311837,0,0.017214941732839273,0.0493102750205604,30.0
30,0.35,0.5,0.0,0.06,0.018821050345859097,0.0023435519266644805,0.03691113022092017,0.01299403165682478,0,0.017213028780318038,0.04913592849065248,30.0
45,0.0,1.6,0.0,0.04,0.017984456852818333,0.0032989555932501774,0.036963502145051175,0.012341378843404718,0,0.017208381057242275,0.04,44.0
35,0.0,0.5,0.15,0.06,0.018094505081192473,0.0030968473678467286,0.035609621692587565,0.012219888864909136,0,0.0172073260224579,0.038923347095158795,35.0
35,0.0,0.5,0.15,0.08,0.018094505081192473,0.0030968473678467286,0.035609621692587565,0.012219888864909136,0,0.0172073260224579,0.038923347095158795,35.0
35,0.0,0.5,0.15,0.1,0.018094505081192473,0.0030968473678467286,0.035609621692587565,0.012219888864909136,0,0.0172073260224579,0.038923347095158795,35.0
35,0.5,1.6,0.4,0.04,0.01710994548696871,0.0042713685520501705,0.03468940848514668,0.011585608452625086,0,0.017203501360247557,0.04,35.0
30,0.75,0.5,0.0,0.08,0.019100685003650496,0.0022370565012719,0.03977148915062703,0.013855943164873803,0,0.017202638763322373,0.05157968422063438,30.0
30,0.75,0.5,0.0,0.1,0.019100685003650496,0.0022370565012719,0.03977148915062703,0.013855943164873803,0,0.017202638763322373,0.05157968422063438,30.0
30,0.5,0.5,0.0,0.08,0.01891868582620702,0.0022998600007775177,0.03799526065853702,0.013310880840940446,0,0.017200867616516173,0.050158619274135376,30.0
30,0.5,0.5,0.0,0.1,0.01891868582620702,0.0022998600007775177,0.03799526065853702,0.013310880840940446,0,0.017200867616516173,0.050158619274135376,30.0
30,0.5,0.5,0.0,0.06,0.018916099594365632,0.0022998600007775177,0.03798232949933007,0.013307174855151784,0,0.017199207881121947,0.04999380223633114,30.0
30,0.65,0.5,0.0,0.08,0.019024915221102712,0.0022608359615274576,0.03906192560351181,0.01363478458951183,0,0.017198804246793976,0.05100943559517481,30.0
30,0.65,0.5,0.0,0.1,0.019024915221102712,0.0022608359615274576,0.03906192560351181,0.01363478458951183,0,0.017198804246793976,0.05100943559517481,30.0
35,0.65,1.2,0.15,0.04,0.01753415722896175,0.003920353033843027,0.03772394645829161,0.0123860715535405,0,0.017181886464266743,0.04000000000000001,35.0
70,0.0,1.6,0.25,0.04,0.01623976466897104,0.005123677732476729,0.035537806927396234,0.010589504530051544,0,0.017178962949191863,0.02962103638703901,60.0
30,0.0,1.6,0.1,0.04,0.019281958870490883,0.0017696706032458848,0.038692067155323806,0.013369378782518053,0,0.01717838359713349,0.039999999999999994,30.0
40,0.0,1.6,0.0,0.08,0.01760604215725608,0.003471469915046821,0.03189202912359784,0.011431805223873883,0,0.017178119791820382,0.04970471471750011,40.0
40,0.0,1.6,0.0,0.1,0.01760604215725608,0.003471469915046821,0.03189202912359784,0.011431805223873883,0,0.017178119791820382,0.04970471471750011,40.0
35,0.0,0.8,0.4,0.06,0.018298911205110915,0.0029511723585927477,0.037494833409623174,0.012754420515129386,0,0.01717612672734349,0.038318996694624165,35.0
35,0.0,0.8,0.4,0.08,0.018298911205110915,0.0029511723585927477,0.037494833409623174,0.012754420515129386,0,0.01717612672734349,0.038318996694624165,35.0
35,0.0,0.8,0.4,0.1,0.018298911205110915,0.0029511723585927477,0.037494833409623174,0.012754420515129386,0,0.01717612672734349,0.038318996694624165,35.0
40,0.0,1.6,0.0,0.06,0.01759818800001705,0.003471469915046821,0.0318527583374027,0.011421996701620835,0,0.017172717765144615,0.049351120597295635,40.0
30,0.0,1.6,0.15,0.04,0.01924863983728617,0.001806824533037682,0.03873133691296389,0.01336821122718841,0,0.017171364203615442,0.04,30.0
30,0.25,0.8,0.25,0.06,0.018929367000272673,0.0021873002424011856,0.03750566224932933,0.013169645208093758,0,0.017168065867930064,0.04841801373880596,30.0
30,0.25,0.8,0.25,0.08,0.018929367000272673,0.0021873002424011856,0.03750566224932933,0.013169645208093758,0,0.017168065867930064,0.04841801373880596,30.0
30,0.25,0.8,0.25,0.1,0.018929367000272673,0.0021873002424011856,0.03750566224932933,0.013169645208093758,0,0.017168065867930064,0.04841801373880596,30.0
30,0.0,0.5,0.0,0.06,0.0184467572899713,0.002469120302356409,0.03328661139237522,0.012045947373913417,0,0.017163654658142433,0.046361041018448165,30.0
30,0.0,0.5,0.0,0.08,0.0184467572899713,0.002469120302356409,0.03328661139237522,0.012045947373913417,0,0.017163654658142433,0.046361041018448165,30.0
30,0.0,0.5,0.0,0.1,0.0184467572899713,0.002469120302356409,0.03328661139237522,0.012045947373913417,0,0.017163654658142433,0.046361041018448165,30.0
40,0.35,1.6,0.1,0.04,0.017334030901449055,0.0041253615499978885,0.03720738968062609,0.012244267472720347,0,0.01716071711826749,0.04,40.0
35,0.65,1.2,0.0,0.04,0.017846988569468227,0.003627357839338291,0.039521869822157316,0.012917369853892687,0,0.017156796593531858,0.04,35.0
30,0.35,0.8,0.25,0.06,0.018970493147872875,0.002163186249209109,0.038041559284925044,0.013325754742128973,0,0.017153284836787006,0.04884272057164463,30.0
30,0.35,0.8,0.25,0.08,0.018970493147872875,0.002163186249209109,0.038041559284925044,0.013325754742128973,0,0.017153284836787006,0.04884272057164463,30.0
30,0.35,0.8,0.25,0.1,0.018970493147872875,0.002163186249209109,0.038041559284925044,0.013325754742128973,0,0.017153284836787006,0.04884272057164463,30.0
30,0.75,0.8,0.25,0.06,0.019188279551863207,0.0020833146801646635,0.04017582431385651,0.013985305207274949,0,0.017150273526159734,0.05046811266376131,30.0
70,0.0,1.6,0.0,0.08,0.016237083351783945,0.004746356770435344,0.03189202912359784,0.009638688310164128,0,0.017149861013547655,0.03699116644578029,60.0
70,0.0,1.6,0.0,0.1,0.016237083351783945,0.004746356770435344,0.03189202912359784,0.009638688310164128,0,0.017149861013547655,0.03699116644578029,60.0
40,0.35,1.2,0.0,0.04,0.01734952261544046,0.004112050831618832,0.0372215900526465,0.012316056574693365,0,0.0171489440539003,0.04000000000000001,40.0
35,0.5,1.6,0.0,0.04,0.018296062020371234,0.003059249859182031,0.039963905206303815,0.013162689295863443,0,0.017146864597832795,0.039999999999999994,35.0
40,0.35,1.6,0.15,0.04,0.0171579852261657,0.004300140032636467,0.03669356533834578,0.012089326543520705,0,0.017145751613131054,0.04000000000000001,40.0
70,0.0,1.6,0.0,0.06,0.016229229194544916,0.004746356770435344,0.0318527583374027,0.009625936124882493,0,0.017145194902629033,0.036637572325575817,60.0
30,0.75,0.8,0.25,0.08,0.01917801830754668,0.0020833146801646635,0.04017582431385651,0.013979127111343801,0,0.017141556805825995,0.05054477747170012,30.0
30,0.75,0.8,0.25,0.1,0.01917801830754668,0.0020833146801646635,0.04017582431385651,0.013979127111343801,0,0.017141556805825995,0.05054477747170012,30.0
30,0.5,0.8,0.25,0.06,0.019041518924464075,0.002130417304793894,0.03884365294478896,0.013565942320571216,0,0.017141325457676996,0.049478978761825866,30.0
30,0.5,0.8,0.25,0.08,0.019041518924464075,0.002130417304793894,0.03884365294478896,0.013565942320571216,0,0.017141325457676996,0.049478978761825866,30.0
30,0.5,0.8,0.25,0.1,0.019041518924464075,0.002130417304793894,0.03884365294478896,0.013565942320571216,0,0.017141325457676996,0.049478978761825866,30.0
30,0.65,0.8,0.25,0.06,0.01912119097063584,0.0021011492753563316,0.03964365165352007,0.013812140262402899,0,0.017138960397784543,0.05011709100260545,30.0
30,0.65,0.8,0.25,0.08,0.01912119097063584,0.0021011492753563316,0.03964365165352007,0.013812140262402899,0,0.017138960397784543,0.05011709100260545,30.0
30,0.65,0.8,0.25,0.1,0.01912119097063584,0.0021011492753563316,0.03964365165352007,0.013812140262402899,0,0.017138960397784543,0.05011709100260545,30.0
35,0.35,1.2,0.25,0.06,0.017167573093360873,0.0040045114415726,0.032920392993951414,0.011351737594748596,0,0.017132796703774544,0.046774657313891375,35.0
35,0.35,1.2,0.25,0.08,0.017167573093360873,0.0040045114415726,0.032920392993951414,0.011351737594748596,0,0.017132796703774544,0.046774657313891375,35.0
35,0.35,1.2,0.25,0.1,0.017167573093360873,0.0040045114415726,0.032920392993951414,0.011351737594748596,0,0.017132796703774544,0.046774657313891375,35.0
35,0.65,1.2,0.25,0.04,0.01722397636123623,0.004158980485038419,0.036393131808480944,0.012018726419381627,0,0.017130581095917717,0.04000000000000001,35.0
35,0.65,1.6,0.15,0.04,0.017646516759389393,0.0037046849370478974,0.03825423891216473,0.01251615351139973,0,0.017110757837472988,0.04000000000000001,35.0
35,0.0,0.5,0.25,0.04,0.018336676236293863,0.0027886978535859724,0.03740327879194952,0.012732810269469002,0,0.017105562166436793,0.036550028350333955,35.0
35,0.75,1.2,0.1,0.04,0.017497446511174554,0.003923145029658431,0.03853780741844569,0.01256268803112593,0,0.017102976024153976,0.039999999999999994,35.0
40,0.0,1.2,0.15,0.04,0.017894209005003114,0.003224831015267958,0.03565233109446499,0.012202845036877241,0,0.017100879456471374,0.03949823680859296,40.0
35,0.0,1.2,0.0,0.08,0.018034879349238073,0.0028677680035911896,0.03249851357686409,0.011766169263987996,0,0.017100774635754906,0.05020824629858376,35.0
35,0.0,1.2,0.0,0.1,0.018034879349238073,0.0028677680035911896,0.03249851357686409,0.011766169263987996,0,0.017100774635754906,0.05020824629858376,35.0
35,0.75,1.6,0.25,0.04,0.01729601101033614,0.004048701642884192,0.037132241649633704,0.012126295073014472,0,0.017098528392101457,0.04000000000000001,35.0
35,0.0,1.2,0.0,0.06,0.018030696579600526,0.0028677680035911896,0.03247759972867635,0.011761029420542718,0,0.017097876826978678,0.05001412888980709,35.0
35,0.25,0.8,0.25,0.04,0.01759275158679514,0.0035226021971509376,0.034806848604521934,0.011864535176109678,0,0.01709243933077338,0.03925581013380515,35.0
70,0.0,1.2,0.1,0.04,0.016485465705812875,0.004696143686416691,0.035872775203817944,0.01073028322737976,0,0.017090195479459617,0.029253769768503423,60.0
35,0.25,1.2,0.15,0.06,0.01746432756920141,0.0035524082905319665,0.03247618286488223,0.011451774283205884,0,0.017088069801772316,0.04884906104667177,35.0
35,0.25,1.2,0.15,0.08,0.01746432756920141,0.0035524082905319665,0.03247618286488223,0.011451774283205884,0,0.017088069801772316,0.04884906104667177,35.0
35,0.25,1.2,0.15,0.1,0.01746432756920141,0.0035524082905319665,0.03247618286488223,0.011451774283205884,0,0.017088069801772316,0.04884906104667177,35.0
35,0.5,0.8,0.0,0.06,0.017135577213015122,0.004008941963431212,0.03362822067879734,0.0114237744092259,0,0.017085892985110495,0.04803844574633383,35.0
35,0.5,0.8,0.0,0.08,0.017135577213015122,0.004008941963431212,0.03362822067879734,0.0114237744092259,0,0.017085892985110495,0.04803844574633383,35.0
35,0.5,0.8,0.0,0.1,0.017135577213015122,0.004008941963431212,0.03362822067879734,0.0114237744092259,0,0.017085892985110495,0.04803844574633383,35.0
35,0.35,0.8,0.15,0.06,0.01718314150645277,0.0039059847192922416,0.03309212445131564,0.01133571890499799,0,0.017083401083707844,0.04461951425266494,35.0
35,0.35,0.8,0.15,0.08,0.01718314150645277,0.0039059847192922416,0.03309212445131564,0.01133571890499799,0,0.017083401083707844,0.04461951425266494,35.0
35,0.35,0.8,0.15,0.1,0.01718314150645277,0.0039059847192922416,0.03309212445131564,0.01133571890499799,0,0.017083401083707844,0.04461951425266494,35.0
30,0.0,0.8,0.25,0.06,0.01861198556807957,0.002257362530978066,0.034934231224129045,0.012471556467565661,0,0.017074250222872803,0.04663079507006045,30.0
30,0.0,0.8,0.25,0.08,0.01861198556807957,0.002257362530978066,0.034934231224129045,0.012471556467565661,0,0.017074250222872803,0.04663079507006045,30.0
30,0.0,0.8,0.25,0.1,0.01861198556807957,0.002257362530978066,0.034934231224129045,0.012471556467565661,0,0.017074250222872803,0.04663079507006045,30.0
70,0.0,1.6,0.1,0.06,0.01605847992379906,0.00489728515525191,0.03245196047081861,0.009662763351703125,0,0.01707088869454961,0.03504919265834512,60.0
70,0.0,1.6,0.1,0.08,0.01605847992379906,0.00489728515525191,0.03245196047081861,0.009662763351703125,0,0.01707088869454961,0.03504919265834512,60.0
70,0.0,1.6,0.1,0.1,0.01605847992379906,0.00489728515525191,0.03245196047081861,0.009662763351703125,0,0.01707088869454961,0.03504919265834512,60.0
40,0.5,1.6,0.0,0.04,0.017406619228060978,0.004012993700562462,0.038665303068756166,0.012586417648645721,0,0.017069110406293272,0.04,40.0
35,0.5,0.8,0.15,0.04,0.01738361177136294,0.0038704999523911307,0.03620859396612085,0.012096987695387171,0,0.017068714814189936,0.039896388753152115,35.0
35,0.5,0.8,0.1,0.06,0.01703035826999246,0.004070083685082937,0.03362543686637147,0.01137708870292704,0,0.017035144673818756,0.04609174402884329,35.0
35,0.5,0.8,0.1,0.08,0.01703035826999246,0.004070083685082937,0.03362543686637147,0.01137708870292704,0,0.017035144673818756,0.04609174402884329,35.0
35,0.5,0.8,0.1,0.1,0.01703035826999246,0.004070083685082937,0.03362543686637147,0.01137708870292704,0,0.017035144673818756,0.04609174402884329,35.0
35,0.75,0.8,0.0,0.04,0.017297365334005336,0.004122975319425445,0.0384317312401498,0.012603949707422716,0,0.017032460630747467,0.039999999999999994,35.0
35,0.35,0.5,0.0,0.04,0.017602134354630476,0.003469833307726291,0.03559403779442241,0.01201001083248537,0,0.017028514961917537,0.03892345248725647,35.0
70,0.0,1.6,0.15,0.06,0.01596917820980662,0.004972749347660177,0.03273192614442898,0.0096907005647364,0,0.01702742761198464,0.034078205764627535,60.0
70,0.0,1.6,0.15,0.08,0.01596917820980662,0.004972749347660177,0.03273192614442898,0.0096907005647364,0,0.01702742761198464,0.034078205764627535,60.0
70,0.0,1.6,0.15,0.1,0.01596917820980662,0.004972749347660177,0.03273192614442898,0.0096907005647364,0,0.01702742761198464,0.034078205764627535,60.0
40,0.0,1.2,0.1,0.06,0.01747507994078142,0.003465000119516254,0.033097299781668865,0.011508358592570453,0,0.017023490376300184,0.0429960116554991,40.0
40,0.0,1.2,0.1,0.08,0.01747507994078142,0.003465000119516254,0.033097299781668865,0.011508358592570453,0,0.017023490376300184,0.0429960116554991,40.0
40,0.0,1.2,0.1,0.1,0.01747507994078142,0.003465000119516254,0.033097299781668865,0.011508358592570453,0,0.017023490376300184,0.0429960116554991,40.0
35,0.75,1.2,0.15,0.04,0.01737464256894804,0.003923470616440369,0.03793086531904008,0.012405589966542474,0,0.01701967450882068,0.04000000000000001,35.0
35,0.65,0.8,0.1,0.04,0.017235275566986015,0.004043843324338117,0.03697238426277592,0.012224628622180229,0,0.01700980873847764,0.04,35.0
30,0.25,1.2,0.4,0.06,0.01893126846362713,0.002010906885921454,0.03789523773857778,0.013337255168242527,0,0.01700458949171152,0.04913768711967299,30.0
30,0.25,1.2,0.4,0.08,0.01893126846362713,0.002010906885921454,0.03789523773857778,0.013337255168242527,0,0.01700458949171152,0.04913768711967299,30.0
30,0.25,1.2,0.4,0.1,0.01893126846362713,0.002010906885921454,0.03789523773857778,0.013337255168242527,0,0.01700458949171152,0.04913768711967299,30.0
70,0.0,1.2,0.15,0.04,0.01631036965548254,0.004782782404871365,0.03565233109446499,0.010618285989289619,0,0.017003745841570092,0.028771417479777045,60.0
35,0.65,1.6,0.1,0.04,0.017719741453055705,0.0035111573644803773,0.03883692772074468,0.012700577633042592,0,0.01700240719993132,0.04000000000000001,35.0
35,0.25,1.6,0.4,0.06,0.01703828443392705,0.003956868174154433,0.03231784801526118,0.011235892256080427,0,0.016999119091815045,0.04608666737316787,35.0
35,0.25,1.6,0.4,0.08,0.01703828443392705,0.003956868174154433,0.03231784801526118,0.011235892256080427,0,0.016999119091815045,0.04608666737316787,35.0
35,0.25,1.6,0.4,0.1,0.01703828443392705,0.003956868174154433,0.03231784801526118,0.011235892256080427,0,0.016999119091815045,0.04608666737316787,35.0
35,0.25,1.2,0.1,0.08,0.01754555932134335,0.0033277133963601074,0.03241005347137306,0.011507789706469663,0,0.01699801127217801,0.050041862956980196,35.0
35,0.25,1.2,0.1,0.1,0.01754555932134335,0.0033277133963601074,0.03241005347137306,0.011507789706469663,0,0.01699801127217801,0.050041862956980196,35.0
35,0.25,1.2,0.1,0.06,0.01754240269620159,0.0033277133963601074,0.03239427034566428,0.011503713335856008,0,0.016995873739689665,0.04989596792599757,35.0
35,0.0,0.5,0.25,0.06,0.018161780155513292,0.0027886978535859724,0.03652879838804665,0.012473069541737304,0,0.016995601267589144,0.03770547432766112,35.0
35,0.0,0.5,0.25,0.08,0.018161780155513292,0.0027886978535859724,0.03652879838804665,0.012473069541737304,0,0.016995601267589144,0.03770547432766112,35.0
35,0.0,0.5,0.25,0.1,0.018161780155513292,0.0027886978535859724,0.03652879838804665,0.012473069541737304,0,0.016995601267589144,0.03770547432766112,35.0
35,0.65,1.6,0.4,0.04,0.016918402615364675,0.004239838228235794,0.03486693851003958,0.0115684804718693,0,0.016994169257162406,0.04,35.0
30,0.35,1.2,0.4,0.06,0.018964169381707287,0.0019916156913678124,0.038323955367054324,0.013463157063579844,0,0.016992511099769795,0.049477452585943923,30.0
30,0.35,1.2,0.4,0.08,0.018964169381707287,0.0019916156913678124,0.038323955367054324,0.013463157063579844,0,0.016992511099769795,0.049477452585943923,30.0
30,0.35,1.2,0.4,0.1,0.018964169381707287,0.0019916156913678124,0.038323955367054324,0.013463157063579844,0,0.016992511099769795,0.049477452585943923,30.0
30,0.75,0.8,0.15,0.06,0.019229815504235838,0.0017796977134737907,0.039632516271706664,0.013957180049339636,0,0.016986308891332583,0.05191561643500131,30.0
35,0.0,1.6,0.15,0.08,0.01804457491648221,0.0027632584114968967,0.03318992515510434,0.011976257787431444,0,0.016984791357672176,0.05149834613339795,35.0
35,0.0,1.6,0.15,0.1,0.01804457491648221,0.0027632584114968967,0.03318992515510434,0.011976257787431444,0,0.016984791357672176,0.05149834613339795,35.0
30,0.75,1.2,0.4,0.06,0.019130189509446345,0.0019277184361322502,0.040031367390199524,0.013985210845380321,0,0.016983289703393842,0.05083909810598832,30.0
30,0.75,1.2,0.4,0.08,0.019130189509446345,0.0019277184361322502,0.040031367390199524,0.013985210845380321,0,0.016983289703393842,0.05083909810598832,30.0
30,0.75,1.2,0.4,0.1,0.019130189509446345,0.0019277184361322502,0.040031367390199524,0.013985210845380321,0,0.016983289703393842,0.05083909810598832,30.0
35,0.0,1.6,0.15,0.06,0.018041885624609864,0.0027632584114968967,0.03317647869574261,0.011972857594808947,0,0.016982952113955455,0.051369078980017434,35.0
30,0.5,1.2,0.4,0.06,0.01902099000298025,0.001965400535835632,0.03896563029494546,0.013655834146246005,0,0.01698281184150369,0.049986459138088926,30.0
30,0.5,1.2,0.4,0.08,0.01902099000298025,0.001965400535835632,0.03896563029494546,0.013655834146246005,0,0.01698281184150369,0.049986459138088926,30.0
30,0.5,1.2,0.4,0.1,0.01902099000298025,0.001965400535835632,0.03896563029494546,0.013655834146246005,0,0.01698281184150369,0.049986459138088926,30.0
30,0.65,1.2,0.4,0.06,0.019084727639917663,0.0019419861122856041,0.03960562926193034,0.013852354541188132,0,0.016981029283220553,0.05049694893071258,30.0
30,0.65,1.2,0.4,0.08,0.019084727639917663,0.0019419861122856041,0.03960562926193034,0.013852354541188132,0,0.016981029283220553,0.05049694893071258,30.0
30,0.65,1.2,0.4,0.1,0.019084727639917663,0.0019419861122856041,0.03960562926193034,0.013852354541188132,0,0.016981029283220553,0.05049694893071258,30.0
35,0.75,1.2,0.25,0.04,0.017064364874659947,0.00416327517868996,0.036470886885143466,0.01200072160575703,0,0.01697847709830366,0.04000000000000001,35.0
35,0.5,1.2,0.25,0.06,0.016986344233385905,0.00400818937265314,0.03338973461940106,0.011363378604613832,0,0.01695123214308964,0.04721484459397941,35.0
35,0.5,1.2,0.25,0.08,0.016986344233385905,0.00400818937265314,0.03338973461940106,0.011363378604613832,0,0.01695123214308964,0.04721484459397941,35.0
35,0.5,1.2,0.25,0.1,0.016986344233385905,0.00400818937265314,0.03338973461940106,0.011363378604613832,0,0.01695123214308964,0.04721484459397941,35.0
30,0.65,0.8,0.15,0.06,0.019126083641536337,0.0017999102546910478,0.03902859068552485,0.013745618765952409,0,0.016949616128331967,0.051884324832468035,30.0
35,0.35,1.2,0.15,0.06,0.017312131134770502,0.003555483434921833,0.032829727719206434,0.011430130182844934,0,0.016943436993504552,0.049201754479553085,35.0
35,0.35,1.2,0.15,0.08,0.017312131134770502,0.003555483434921833,0.032829727719206434,0.011430130182844934,0,0.016943436993504552,0.049201754479553085,35.0
35,0.35,1.2,0.15,0.1,0.017312131134770502,0.003555483434921833,0.032829727719206434,0.011430130182844934,0,0.016943436993504552,0.049201754479553085,35.0
30,0.25,0.8,0.15,0.08,0.018865837949511514,0.001897548017341849,0.036615113845730934,0.01300789310737859,0,0.016942148284806162,0.050429304459535626,30.0
30,0.25,0.8,0.15,0.1,0.018865837949511514,0.001897548017341849,0.036615113845730934,0.01300789310737859,0,0.016942148284806162,0.050429304459535626,30.0
30,0.25,0.8,0.15,0.06,0.01886321268844505,0.001897548017341849,0.03660198754039862,0.013004311504075623,0,0.01694041842456544,0.050276317048552635,30.0
70,0.0,1.6,0.25,0.06,0.01579057478182174,0.005123677732476729,0.03329185749164976,0.009777920104108145,0,0.016932669168528414,0.03213623197719236,60.0
70,0.0,1.6,0.25,0.08,0.01579057478182174,0.005123677732476729,0.03329185749164976,0.009777920104108145,0,0.016932669168528414,0.03213623197719236,60.0
70,0.0,1.6,0.25,0.1,0.01579057478182174,0.005123677732476729,0.03329185749164976,0.009777920104108145,0,0.016932669168528414,0.03213623197719236,60.0
30,0.35,0.8,0.15,0.08,0.018912447583458416,0.0018702188250575014,0.037222463819406124,0.013179595983741892,0,0.016926701765063192,0.050910638870086136,30.0
30,0.35,0.8,0.15,0.1,0.018912447583458416,0.0018702188250575014,0.037222463819406124,0.013179595983741892,0,0.016926701765063192,0.050910638870086136,30.0
30,0.35,0.8,0.15,0.06,0.018910010688411288,0.0018702188250575014,0.03721027934417048,0.013176210945212544,0,0.016925111129648403,0.050763063299142444,30.0
35,0.75,1.2,0.0,0.04,0.01761292282133015,0.0036238388532124216,0.039643365399801705,0.012911236797809868,0,0.01692180081912638,0.04,35.0
30,0.75,0.8,0.15,0.08,0.019147642764422053,0.0017796977134737907,0.03964129751886172,0.013904051667947542,0,0.01691741824686682,0.05283963669014902,30.0
30,0.75,0.8,0.15,0.1,0.019147642764422053,0.0017796977134737907,0.03964129751886172,0.013904051667947542,0,0.01691741824686682,0.05283963669014902,30.0
35,0.75,1.6,0.15,0.04,0.017447662293065644,0.0037016842554021823,0.03833154524609439,0.01249441096868636,0,0.01691523852967558,0.04000000000000001,35.0
30,0.5,0.8,0.15,0.08,0.01899294346359511,0.0018330806880535871,0.03813150330058521,0.013444982133212192,0,0.016914854411929574,0.051631731485624874,30.0
30,0.5,0.8,0.15,0.1,0.01899294346359511,0.0018330806880535871,0.03813150330058521,0.013444982133212192,0,0.016914854411929574,0.051631731485624874,30.0
30,0.65,0.8,0.15,0.08,0.019083238449256443,0.0017999102546910478,0.03903816850381378,0.01371819375891565,0,0.016913627187811264,0.0523549253585084,30.0
30,0.65,0.8,0.15,0.1,0.019083238449256443,0.0017999102546910478,0.03903816850381378,0.01371819375891565,0,0.016913627187811264,0.0523549253585084,30.0
30,0.5,0.8,0.15,0.06,0.018990775404942418,0.0018330806880535871,0.03812066300732175,0.013441896306838523,0,0.0169134578098703,0.05149225598296932,30.0
30,0.0,1.2,0.4,0.06,0.01863570405259311,0.002066956716782961,0.03562979659201987,0.012711334178189808,0,0.016904740209793732,0.047707912184676585,30.0
30,0.0,1.2,0.4,0.08,0.01863570405259311,0.002066956716782961,0.03562979659201987,0.012711334178189808,0,0.016904740209793732,0.047707912184676585,30.0
30,0.0,1.2,0.4,0.1,0.01863570405259311,0.002066956716782961,0.03562979659201987,0.012711334178189808,0,0.016904740209793732,0.047707912184676585,30.0
70,0.0,0.8,0.0,0.04,0.01628237320000283,0.004616410596081935,0.03535730566684325,0.010460275801145518,0,0.016898791666973806,0.027784893581971875,60.0
