strategy,mean,median,min,max,neg
reweight_vol_20d_low_g0.15_p2.0,0.023100594715802322,0.01967256435063197,0.0038917753805789573,0.044466181841950336,0
reweight_amplitude_ma_20d_low_g0.2_p1.5,0.023099896655618582,0.019637638949671986,0.0037484047860379954,0.04442771304853235,0
reweight_vol_20d_low_g0.15_p0.8,0.023099514671170867,0.019648815457146446,0.003951419121590263,0.04449113849998659,0
reweight_amplitude_ma_20d_low_g0.2_p2.0,0.02309475008574878,0.01965384260145179,0.003763085826463161,0.044450054878923395,0
reweight_close_over_ma20_low_g0.1_p2.0,0.02309422752309403,0.019759604564168004,0.004123691605564861,0.044458369261013306,0
reweight_close_over_ma20_low_g0.1_p1.5,0.02309392587846944,0.019730646821827458,0.004085082726017618,0.0444535342709495,0
reweight_drawdown_20d_low_g0.05_p0.8,0.02309378243261526,0.019699333294664223,0.003974858699567388,0.044484045342418344,0
reweight_amplitude_ma_20d_low_g0.15_p0.8,0.023092075293000516,0.019632094976767746,0.003795683358461935,0.0443636674896056,0
reweight_drawdown_20d_low_g0.05_p1.0,0.023091533896049458,0.019700629317397356,0.0039884260212111194,0.04447956037605069,0
reweight_amplitude_ma_20d_low_g0.15_p1.0,0.023090459240991672,0.019633466861422547,0.0037885102996419173,0.04439221664637327,0
reweight_ret_60d_low_g0.1_p1.5,0.023089672016415243,0.019693900863399227,0.003812377283725757,0.04450249894745331,0
reweight_ret_60d_low_g0.1_p2.0,0.023087253147877754,0.019688430296629977,0.0038205961476556055,0.04448841895976734,0
reweight_close_over_ma20_low_g0.1_p1.0,0.023087243092094416,0.019656267279677564,0.004037825866429125,0.04444438142864293,0
reweight_ret_60d_low_g0.1_p1.0,0.023084987813513497,0.019680764678055865,0.0038092226886371205,0.04450114833356933,0
reweight_amplitude_ma_20d_low_g0.15_p1.5,0.02308445264145227,0.019647054526648187,0.003787453153327555,0.04443684247756892,0
reweight_drawdown_20d_low_g0.05_p1.5,0.02308428984458155,0.019701010639035538,0.004017953801389633,0.044468140169544756,0
reweight_close_over_ma60_low_g0.05_p1.0,0.023082251975002632,0.01964666241993547,0.004034346836080449,0.04446303924644335,0
reweight_close_over_ma20_low_g0.1_p0.8,0.023082042668063504,0.019607482685119797,0.004016028112746914,0.044440430099160544,0
reweight_vol_20d_low_g0.1_p1.5,0.02308173895226536,0.019670856954100216,0.003911695486733896,0.044470424003967085,0
reweight_vol_20d_low_g0.1_p1.0,0.02308151075874547,0.019663168895037275,0.003929883941845555,0.04448045390399319,0
reweight_ret_60d_low_g0.1_p0.8,0.023081505704568083,0.019659963655147453,0.0038155721831056033,0.04449568715322064,0
reweight_amplitude_ma_20d_low_g0.15_p2.0,0.023080370137468133,0.01965923927075687,0.003798791957200079,0.044453615410308886,0
reweight_close_over_ma60_low_g0.05_p1.5,0.023079602974059286,0.019641768299388414,0.00404024084343417,0.0444647902132386,0
reweight_close_over_ma60_low_g0.05_p0.8,0.023079394301842648,0.01964818188103938,0.004026180205086494,0.04445939880278421,0
