strategy,mean,min,median,max,neg
overlay0.80+scoreprop400.10+scoreprop500.10,0.02250785570415443,0.004371314798847913,0.021890890995996823,0.043459766321940485,0
overlay0.80+guarded_v20.10+guarded0.10,0.02250650656698371,0.0049646639583504765,0.019493171210385254,0.045371983825757495,0
overlay0.80+scoreprop300.05+scoreprop500.15,0.022494529961804163,0.004402972608138704,0.02181778174188398,0.043221671613634355,0
overlay0.80+adaptive0.05+balanced0.15,0.022487507192953175,0.005341846942380435,0.020669047839144583,0.04451260517118619,0
overlay0.80+guarded_v20.05+guarded0.15,0.022475495206447878,0.004948444928204121,0.019500926912475666,0.0453666366904264,0
overlay0.80+target30.10+scoreprop300.10,0.02247040725617678,0.005410953227194079,0.01940427428814062,0.0425094192412704,0
overlay0.80+guarded_v20.10+scoreprop500.10,0.022456845319939456,0.004758996176737584,0.02092078807594544,0.04441258403061818,0
overlay0.70+adaptive0.15+aggressive0.15,0.02245180720374899,0.0047750095154525385,0.01982864974782085,0.045260045566568666,0
overlay0.80+guarded_v20.15+aggressive0.05,0.02244920624418424,0.004980882988496811,0.019485415508294857,0.04537733096108862,0
overlay_0.80+guarded_0.20,0.02244448384591204,0.004932225898057793,0.019508682614566078,0.045361289555095274,0
overlay0.70+adaptive0.10+guarded_v20.20,0.02244358188741386,0.004898234320611886,0.018957693552652005,0.04525967621903357,0
overlay0.80+scoreprop400.05+scoreprop500.15,0.022428153011947508,0.004436787431897259,0.022114428966003727,0.04343276050136194,0
overlay0.80+guarded_v20.15+target30.05,0.02242690936593168,0.005536744443141096,0.018900080984053297,0.04463257116600869,0
overlay0.80+guarded0.15+scoreprop500.05,0.02241974153512061,0.004829392007251354,0.020222491047346178,0.04488160125137916,0
overlay0.80+guarded_v20.15+balanced0.05,0.02241945710702468,0.00513687289812903,0.019592226120885292,0.045087183536708875,0
overlay0.80+guarded_v20.05+scoreprop500.15,0.022400449303525072,0.004639943255784804,0.02164235221081595,0.0439275010247441,0
overlay0.80+aggressive0.10+scoreprop400.10,0.022395663365987962,0.004587126999623312,0.020521323915442202,0.0444674593042185,0
overlay0.80+guarded0.10+scoreprop500.10,0.02239469568639066,0.004726558116444908,0.02093629948012629,0.04440188923121666,0
overlay0.70+adaptive0.15+target30.15,0.022384916568974355,0.006442593879385387,0.01995565304848728,0.04302576618117504,0
overlay0.80+guarded0.05+scoreprop500.15,0.022369342340072845,0.004623724225638462,0.02165010791290639,0.0439221534928487,0
overlay0.70+adaptive0.15+balanced0.15,0.022362559792338574,0.0052429792443491885,0.02014908158559217,0.04438960329404154,0
overlay0.80+guarded0.15+aggressive0.05,0.02235617216257673,0.004932225898057793,0.019508682614566092,0.045361289555095274,0
overlay_0.80+scoreprop50_0.20,0.02234367746647504,0.004520890334832009,0.022363916345686463,0.043442394034516274,0
overlay0.80+aggressive0.15+scoreprop300.05,0.022339203167268906,0.004688468557643488,0.019789471227598568,0.04476941798292919,0
overlay0.80+balanced0.10+scoreprop400.10,0.022338088674139767,0.004900286197362019,0.020722347038284544,0.043884967822378634,0
overlay0.80+target30.10+scoreprop400.10,0.02233754824742426,0.0056464578359804105,0.019337754584223044,0.04293675741632311,0
overlay0.80+guarded0.15+target30.05,0.022333875284324185,0.005488087352702065,0.018923348090324546,0.04461652976001544,0
overlay0.80+guarded_v20.10+aggressive0.10,0.022329883200313094,0.0049646639583504765,0.019493171210385254,0.045371983825757495,0
overlay0.80+guarded0.15+balanced0.05,0.022326423025417142,0.005088215807690019,0.019615493227156527,0.0450711421307152,0
overlay0.70+adaptive0.10+guarded0.20,0.022319536445252062,0.004833358200026533,0.01898871636101368,0.04523828767754219,0
overlay0.80+guarded_v20.10+target30.10,0.02228528944380806,0.006076386867639033,0.018713221395353148,0.043882464235597746,0
overlay0.80+aggressive0.05+scoreprop500.15,0.022281030656737536,0.004623724225638462,0.02165010791290639,0.0439221534928487,0
overlay0.80+guarded_v20.10+balanced0.10,0.022270384925994053,0.0052766437776149006,0.01970679243556614,0.044791688976997535,0
overlay0.80+guarded0.10+aggressive0.10,0.022267860479241428,0.004932225898057793,0.019508682614566092,0.04536128955509526,0
overlay0.80+balanced0.15+scoreprop300.05,0.022260624102549514,0.005159573079896548,0.020091923287085034,0.043889233266960426,0
overlay0.80+target30.05+scoreprop500.15,0.022257828768419616,0.005179585680282733,0.02106477338866483,0.043177338463487536,0
overlay_0.70+scoreprop30_0.30,0.022254383049575048,0.003506272722973894,0.019242594311754957,0.042681458970409994,0
overlay0.70+guarded_v20.05+scoreprop300.25,0.022251935692599516,0.0037785712605203636,0.018719655214299524,0.04305642901401735,0
overlay0.80+balanced0.05+scoreprop500.15,0.022250983880488892,0.004779714135270667,0.021756918525496827,0.043631984550007816,0
overlay_0.75+scoreprop40_0.25,0.022249192499455357,0.00406409082930867,0.02098152593355937,0.043029902174247694,0
overlay0.80+aggressive0.15+scoreprop400.05,0.022243922649345757,0.004760001978203823,0.020014614169490963,0.044915218702179294,0
overlay0.70+guarded_v20.10+scoreprop300.20,0.022236012126613212,0.0040352011206405,0.01839995233048966,0.04341911790492617,0
overlay0.80+target30.15+scoreprop300.05,0.022230218007369122,0.006284904580009465,0.01971384765809278,0.04240971952315917,0
overlay0.80+guarded0.10+target30.10,0.0222232667227364,0.00604394880734635,0.018700961011258482,0.04387176996493558,0
overlay0.70+guarded0.05+scoreprop300.25,0.022222297142774187,0.0037624591495139387,0.01872851532965153,0.04298433314173425,0
overlay0.70+adaptive0.10+scoreprop500.20,0.02221872871438725,0.004422022636800749,0.021843950092134023,0.0433193799935145,0
overlay0.80+aggressive0.10+scoreprop500.10,0.02221807231972004,0.004726558116444908,0.02093629948012629,0.04440188923121666,0
overlay0.80+guarded_v20.05+aggressive0.15,0.02221056015644195,0.004948444928204121,0.019500926912475666,0.0453666366904264,0
overlay0.80+guarded0.10+balanced0.10,0.022208362204922363,0.005244205717322224,0.019722303839746977,0.04478099470633509,0
overlay0.70+adaptive0.05+scoreprop400.25,0.02218611410960268,0.0040138320650424456,0.020719473039951586,0.04296781590188814,0
overlay0.80+guarded0.05+aggressive0.15,0.022179548795906112,0.004932225898057793,0.019508682614566092,0.04536128955509526,0
overlay0.70+guarded0.10+scoreprop300.20,0.0221764724771033,0.004002445606062527,0.018415634446275128,0.0433158522432201,0
