as_of,idx_ret_5d,idx_ret_20d,breadth,factor,direction,gamma,power,max_weight,base,excess,delta
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.0,3.0,0.08,0.00709507757433531,0.006377049866295878,-0.0007180277080394322
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.0,3.0,0.1,0.00709507757433531,0.006377049866295878,-0.0007180277080394322
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.0,0.04,0.00709507757433531,0.005031951329694053,-0.002063126244641257
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.0,0.05,0.00709507757433531,0.005523888442200458,-0.0015711891321348523
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.0,0.06,0.00709507757433531,0.005523888442200458,-0.0015711891321348523
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.0,0.08,0.00709507757433531,0.005523888442200458,-0.0015711891321348523
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.0,0.1,0.00709507757433531,0.005523888442200458,-0.0015711891321348523
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.5,0.04,0.00709507757433531,0.005268205728083054,-0.0018268718462522565
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.5,0.05,0.00709507757433531,0.005845063915444076,-0.0012500136588912344
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.5,0.06,0.00709507757433531,0.005746360061384723,-0.0013487175129505875
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.5,0.08,0.00709507757433531,0.005746360061384723,-0.0013487175129505875
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,1.5,0.1,0.00709507757433531,0.005746360061384723,-0.0013487175129505875
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,2.0,0.04,0.00709507757433531,0.005397584332955695,-0.0016974932413796155
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,2.0,0.05,0.00709507757433531,0.005844260341597768,-0.0012508172327375423
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,2.0,0.06,0.00709507757433531,0.005913879319387708,-0.0011811982549476026
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,2.0,0.08,0.00709507757433531,0.005913879319387708,-0.0011811982549476026
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,2.0,0.1,0.00709507757433531,0.005913879319387708,-0.0011811982549476026
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,3.0,0.04,0.00709507757433531,0.005504316764079611,-0.0015907608102556994
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,3.0,0.05,0.00709507757433531,0.00593960414264505,-0.0011554734316902605
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,3.0,0.06,0.00709507757433531,0.0061601660642204535,-0.0009349115101148567
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,3.0,0.08,0.00709507757433531,0.0061601660642204535,-0.0009349115101148567
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,1.5,3.0,0.1,0.00709507757433531,0.0061601660642204535,-0.0009349115101148567
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.0,0.04,0.00709507757433531,0.004568463309773903,-0.0025266142645614074
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.0,0.05,0.00709507757433531,0.005396123383182429,-0.0016989541911528808
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.0,0.06,0.00709507757433531,0.005294676502435678,-0.0018004010718996322
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.0,0.08,0.00709507757433531,0.005294676502435678,-0.0018004010718996322
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.0,0.1,0.00709507757433531,0.005294676502435678,-0.0018004010718996322
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.5,0.04,0.00709507757433531,0.00480670558379253,-0.0022883719905427806
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.5,0.05,0.00709507757433531,0.005288835978371764,-0.001806241595963546
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.5,0.06,0.00709507757433531,0.005535754686939717,-0.001559322887395593
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.5,0.08,0.00709507757433531,0.005535754686939717,-0.001559322887395593
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,1.5,0.1,0.00709507757433531,0.005535754686939717,-0.001559322887395593
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,2.0,0.04,0.00709507757433531,0.004964432000726559,-0.0021306455736087512
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,2.0,0.05,0.00709507757433531,0.005328966004405158,-0.0017661115699301524
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,2.0,0.06,0.00709507757433531,0.0057195709560022845,-0.0013755066183330257
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,2.0,0.08,0.00709507757433531,0.0057195709560022845,-0.0013755066183330257
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,2.0,0.1,0.00709507757433531,0.0057195709560022845,-0.0013755066183330257
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,3.0,0.04,0.00709507757433531,0.005074047748689657,-0.002021029825645653
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,3.0,0.05,0.00709507757433531,0.005457088455920984,-0.0016379891184143264
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,3.0,0.06,0.00709507757433531,0.005995162669262009,-0.0010999149050733015
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,3.0,0.08,0.00709507757433531,0.005993850542608228,-0.0011012270317270825
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,2.0,3.0,0.1,0.00709507757433531,0.005993850542608228,-0.0011012270317270825
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.0,0.04,0.00709507757433531,0.0038213307718791938,-0.0032737468024561164
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.0,0.05,0.00709507757433531,0.004780402928023085,-0.002314674646312225
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.0,0.06,0.00709507757433531,0.0049871650004586175,-0.0021079125738766927
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.0,0.08,0.00709507757433531,0.0049871650004586175,-0.0021079125738766927
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.0,0.1,0.00709507757433531,0.0049871650004586175,-0.0021079125738766927
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.5,0.04,0.00709507757433531,0.004012538565470777,-0.003082539008864533
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.5,0.05,0.00709507757433531,0.004680348772186364,-0.002414728802148946
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.5,0.06,0.00709507757433531,0.0052472051060418155,-0.0018478724682934947
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.5,0.08,0.00709507757433531,0.0052472051060418155,-0.0018478724682934947
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,1.5,0.1,0.00709507757433531,0.0052472051060418155,-0.0018478724682934947
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,2.0,0.04,0.00709507757433531,0.004193500073353333,-0.002901577500981977
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,2.0,0.05,0.00709507757433531,0.004619972785129951,-0.0024751047892053596
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,2.0,0.06,0.00709507757433531,0.00544919581243869,-0.0016458817618966205
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,2.0,0.08,0.00709507757433531,0.005448747997818932,-0.0016463295765163782
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,2.0,0.1,0.00709507757433531,0.005448747997818932,-0.0016463295765163782
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,3.0,0.04,0.00709507757433531,0.004276111022865372,-0.0028189665514699383
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,3.0,0.05,0.00709507757433531,0.004673481241370243,-0.002421596332965067
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,3.0,0.06,0.00709507757433531,0.006069050476867663,-0.0010260270974676473
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,3.0,0.08,0.00709507757433531,0.00575555740689726,-0.0013395201674380498
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,low,3.0,3.0,0.1,0.00709507757433531,0.00575555740689726,-0.0013395201674380498
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.0,0.04,0.00709507757433531,0.007396917710644952,0.0003018401363096418
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.0,0.05,0.00709507757433531,0.007967545914058488,0.0008724683397231779
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.0,0.06,0.00709507757433531,0.007967545914058488,0.0008724683397231779
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.0,0.08,0.00709507757433531,0.007967545914058488,0.0008724683397231779
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.0,0.1,0.00709507757433531,0.007967545914058488,0.0008724683397231779
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.5,0.04,0.00709507757433531,0.00765160478000319,0.0005565272056678797
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.5,0.05,0.00709507757433531,0.008176653874940702,0.001081576300605392
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.5,0.06,0.00709507757433531,0.008176653874940702,0.001081576300605392
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.5,0.08,0.00709507757433531,0.008176653874940702,0.001081576300605392
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,1.5,0.1,0.00709507757433531,0.008176653874940702,0.001081576300605392
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,2.0,0.04,0.00709507757433531,0.00789908840290414,0.000804010828568829
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,2.0,0.05,0.00709507757433531,0.008315832807261926,0.001220755232926616
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,2.0,0.06,0.00709507757433531,0.008315832807261926,0.001220755232926616
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,2.0,0.08,0.00709507757433531,0.008315832807261926,0.001220755232926616
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,2.0,0.1,0.00709507757433531,0.008315832807261926,0.001220755232926616
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,3.0,0.04,0.00709507757433531,0.008234099424505426,0.0011390218501701153
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,3.0,0.05,0.00709507757433531,0.008484132481192723,0.0013890549068574128
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,3.0,0.06,0.00709507757433531,0.008484132481192723,0.0013890549068574128
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,3.0,0.08,0.00709507757433531,0.008484132481192723,0.0013890549068574128
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,0.5,3.0,0.1,0.00709507757433531,0.008484132481192723,0.0013890549068574128
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.0,0.04,0.00709507757433531,0.007562771679339882,0.00046769410500457215
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.0,0.05,0.00709507757433531,0.008544887002529974,0.0014498094281946636
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.0,0.06,0.00709507757433531,0.008610227977758855,0.0015151504034235444
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.0,0.08,0.00709507757433531,0.008610227977758855,0.0015151504034235444
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.0,0.1,0.00709507757433531,0.008610227977758855,0.0015151504034235444
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.5,0.04,0.00709507757433531,0.007585891806112993,0.000490814231777683
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.5,0.05,0.00709507757433531,0.008948191432500259,0.0018531138581649488
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.5,0.06,0.00709507757433531,0.009024875138111038,0.001929797563775728
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.5,0.08,0.00709507757433531,0.009024875138111038,0.001929797563775728
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,1.5,0.1,0.00709507757433531,0.009024875138111038,0.001929797563775728
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,2.0,0.04,0.00709507757433531,0.007846272193957258,0.0007511946196219477
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,2.0,0.05,0.00709507757433531,0.009244119390102546,0.002149041815767236
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,2.0,0.06,0.00709507757433531,0.009309730744154605,0.0022146531698192945
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,2.0,0.08,0.00709507757433531,0.009309730744154605,0.0022146531698192945
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,2.0,0.1,0.00709507757433531,0.009309730744154605,0.0022146531698192945
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,3.0,0.04,0.00709507757433531,0.008333721555047309,0.0012386439807119988
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,3.0,0.05,0.00709507757433531,0.009637061201613416,0.0025419836272781056
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,3.0,0.06,0.00709507757433531,0.009666068680910442,0.0025709911065751323
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,3.0,0.08,0.00709507757433531,0.009666068680910442,0.0025709911065751323
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.0,3.0,0.1,0.00709507757433531,0.009666068680910442,0.0025709911065751323
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.0,0.04,0.00709507757433531,0.007168811340517819,7.373376618250924e-05
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.0,0.05,0.00709507757433531,0.008837306721370956,0.0017422291470356455
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.0,0.06,0.00709507757433531,0.00910334018136786,0.0020082626070325495
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.0,0.08,0.00709507757433531,0.00910334018136786,0.0020082626070325495
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.0,0.1,0.00709507757433531,0.00910334018136786,0.0020082626070325495
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.5,0.04,0.00709507757433531,0.007201096382107083,0.00010601880777177247
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.5,0.05,0.00709507757433531,0.009439340064284901,0.002344262489949591
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.5,0.06,0.00709507757433531,0.009718469629325276,0.002623392054989966
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.5,0.08,0.00709507757433531,0.009707908774562873,0.002612831200227563
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,1.5,0.1,0.00709507757433531,0.009707908774562873,0.002612831200227563
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,2.0,0.04,0.00709507757433531,0.007334897449276387,0.00023981987494107668
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,2.0,0.05,0.00709507757433531,0.009949806521790134,0.0028547289474548238
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,2.0,0.06,0.00709507757433531,0.01015191975959753,0.0030568421852622193
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,2.0,0.08,0.00709507757433531,0.010134631737134466,0.003039554162799156
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,2.0,0.1,0.00709507757433531,0.010134631737134466,0.003039554162799156
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,3.0,0.04,0.00709507757433531,0.0076237218302141925,0.0005286442558788823
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,3.0,0.05,0.00709507757433531,0.010461197393007448,0.0033661198186721378
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,3.0,0.06,0.00709507757433531,0.010715230944652612,0.003620153370317302
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,3.0,0.08,0.00709507757433531,0.010683996600593982,0.0035889190262586718
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,1.5,3.0,0.1,0.00709507757433531,0.010683996600593982,0.0035889190262586718
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.0,0.04,0.00709507757433531,0.007172923546571373,7.784597223606249e-05
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.0,0.05,0.00709507757433531,0.009052075894421797,0.0019569983200864866
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.0,0.06,0.00709507757433531,0.009472159504977287,0.0023770819306419763
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.0,0.08,0.00709507757433531,0.009493653616606968,0.002398576042271658
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.0,0.1,0.00709507757433531,0.009493653616606968,0.002398576042271658
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.5,0.04,0.00709507757433531,0.00721539848700364,0.00012032091266832995
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.5,0.05,0.00709507757433531,0.009583934110426545,0.002488856536091235
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.5,0.06,0.00709507757433531,0.01022325590673066,0.0031281783323953496
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.5,0.08,0.00709507757433531,0.010269727458421713,0.003174649884086403
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,1.5,0.1,0.00709507757433531,0.010269727458421713,0.003174649884086403
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,2.0,0.04,0.00709507757433531,0.0073049830544982194,0.00020990548016290925
20260130,-0.02556947095085227,0.12121586364290282,0.2725450901803607,ret_1d,high,2.0,2.0,0.05,0.00709507757433531,0.009655878426078787,0.0025608008517434763
