as_of,model,candidate_count,top_k,rank_power,max_weight,n_names,max_observed_weight,effective_n,aggregate_top10,sources
2026-04-14,stage2_weekly_consensus_ensemble,3,30,8.0,0.1,30,0.1,11.354238442462226,300757 | 300570 | 003031 | 300677 | 300751 | 000539 | 688295 | 300857 | 600032 | 300919,live:weekly_alpha_auto | live:weekly_alpha_floor | live:weekly_cycle_tree
