top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,portfolio_mode,score_rank_blend,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
30,0.05,1.6,0.0,0.08,tree_consensus,normal_tree_consensus,0.006546069314484759,0.07734308186277028,0.45490981963927857,-0.004347826086956386,14,120,0.5,120,0.5,adaptive_decay_on,score_prop,0.35,40,40,20,40,0.5,40,1.5
