as_of,model,n_left,n_right,n_union,max_abs_diff,l1_diff,changed_names,full_meta,truncated_meta,pass
2026-01-09,baseline_guard_adaptive,40,40,40,0.0,0.0,0,"[{""as_of"":""2026-01-09"",""model"":""stage2_baseline_guard_ensemble"",""selected_route"":""weekly_cycle_tree"",""guard_reason"":""weekly_cycle_extreme_broad_rebound"",""baseline_top_k"":0,""effective_baseline_top_k"":0,""weekly_top_k"":30,""weekly_rank_power"":6.0,""weekly_max_weight"":0.095,""n_names"":40,""max_weight"":0.08,""effective_n"":20.2208820583,""route"":""tree_consensus"",""reason"":""normal_tree_consensus"",""idx_ret_5d"":0.0791783726,""idx_ret_20d"":0.1258653934,""breadth_ret_5d_pos"":0.8877755511,""median_ret_5d"":0.0430439254,""route_as_of"":""2026-01-09"",""route_model"":""stage2_weekly_cycle_tree"",""route_top_k"":40,""route_score_temperature"":0.8,""route_rank_power"":3.0,""route_score_rank_blend"":0.6,""route_max_weight"":0.08,""route_corr_threshold"":0.9,""route_half_life_days"":180.0,""route_fullweek_boost"":0.2,""route_model_set"":""lgb_xgb"",""route_alpha_blend"":0.25,""route_base_models"":""lgb|xgb"",""route_train_rows"":296008,""route_features"":64,""route_n_names"":40,""route_max_observed_weight"":0.08,""route_effective_n"":20.2208820583}]","[{""as_of"":""2026-01-09"",""model"":""stage2_baseline_guard_ensemble"",""selected_route"":""weekly_cycle_tree"",""guard_reason"":""weekly_cycle_extreme_broad_rebound"",""baseline_top_k"":0,""effective_baseline_top_k"":0,""weekly_top_k"":30,""weekly_rank_power"":6.0,""weekly_max_weight"":0.095,""n_names"":40,""max_weight"":0.08,""effective_n"":20.2208820583,""route"":""tree_consensus"",""reason"":""normal_tree_consensus"",""idx_ret_5d"":0.0791783726,""idx_ret_20d"":0.1258653934,""breadth_ret_5d_pos"":0.8877755511,""median_ret_5d"":0.0430439254,""route_as_of"":""2026-01-09"",""route_model"":""stage2_weekly_cycle_tree"",""route_top_k"":40,""route_score_temperature"":0.8,""route_rank_power"":3.0,""route_score_rank_blend"":0.6,""route_max_weight"":0.08,""route_corr_threshold"":0.9,""route_half_life_days"":180.0,""route_fullweek_boost"":0.2,""route_model_set"":""lgb_xgb"",""route_alpha_blend"":0.25,""route_base_models"":""lgb|xgb"",""route_train_rows"":296008,""route_features"":64,""route_n_names"":40,""route_max_observed_weight"":0.08,""route_effective_n"":20.2208820583}]",True
2026-02-27,baseline_guard_adaptive,498,498,498,0.0,0.0,0,"[{""as_of"":""2026-02-27"",""model"":""stage2_baseline_guard_ensemble"",""selected_route"":""broad_defensive_tilt"",""guard_reason"":""baseline_guard_mild_positive_flat_tape"",""baseline_top_k"":0,""effective_baseline_top_k"":0,""weekly_top_k"":30,""weekly_rank_power"":6.0,""weekly_max_weight"":0.095,""n_names"":498,""max_weight"":0.0397865013,""effective_n"":84.7583366788,""route"":""tree_consensus"",""reason"":""normal_tree_consensus"",""idx_ret_5d"":0.0278836645,""idx_ret_20d"":0.0322923317,""breadth_ret_5d_pos"":0.6412825651,""median_ret_5d"":0.0152728727,""route_defensive_route"":""broad_defensive_tilt"",""route_defensive_temperature"":2.0,""route_defensive_max_weight"":0.04,""route_defensive_n_names"":498,""route_defensive_effective_n"":84.7583366788,""route_defensive_terms"":""beta_60d:low:0.25 | market_corr_60d:low:0.15 | downside_vol_20d:low:0.2 | drawdown_20d:high:0.15 | obv_20d:high:0.15 | amount_z_20d:high:0.1""}]","[{""as_of"":""2026-02-27"",""model"":""stage2_baseline_guard_ensemble"",""selected_route"":""broad_defensive_tilt"",""guard_reason"":""baseline_guard_mild_positive_flat_tape"",""baseline_top_k"":0,""effective_baseline_top_k"":0,""weekly_top_k"":30,""weekly_rank_power"":6.0,""weekly_max_weight"":0.095,""n_names"":498,""max_weight"":0.0397865013,""effective_n"":84.7583366788,""route"":""tree_consensus"",""reason"":""normal_tree_consensus"",""idx_ret_5d"":0.0278836645,""idx_ret_20d"":0.0322923317,""breadth_ret_5d_pos"":0.6412825651,""median_ret_5d"":0.0152728727,""route_defensive_route"":""broad_defensive_tilt"",""route_defensive_temperature"":2.0,""route_defensive_max_weight"":0.04,""route_defensive_n_names"":498,""route_defensive_effective_n"":84.7583366788,""route_defensive_terms"":""beta_60d:low:0.25 | market_corr_60d:low:0.15 | downside_vol_20d:low:0.2 | drawdown_20d:high:0.15 | obv_20d:high:0.15 | amount_z_20d:high:0.1""}]",True
2026-04-10,baseline_guard_adaptive,35,35,35,0.0,0.0,0,"[{""as_of"":""2026-04-10"",""model"":""stage2_baseline_guard_ensemble"",""selected_route"":""weekly_alpha_auto"",""guard_reason"":""weekly_alpha_overheated_negative_medium_trend"",""baseline_top_k"":0,""effective_baseline_top_k"":0,""weekly_top_k"":30,""weekly_rank_power"":6.0,""weekly_max_weight"":0.095,""n_names"":35,""max_weight"":0.1,""effective_n"":11.7718906107,""route"":""tree_consensus"",""reason"":""normal_tree_consensus"",""idx_ret_5d"":0.047870871,""idx_ret_20d"":-0.0466664641,""breadth_ret_5d_pos"":0.7314629259,""median_ret_5d"":0.0226437549,""route_as_of"":""2026-04-10"",""route_requested_mode"":""auto"",""route_effective_mode"":""stable"",""route_base_source"":""live:meta_portfolio_ensemble"",""route_formula"":""vol_obv_amt"",""route_alpha_top_k"":50,""route_alpha_power"":4.0,""route_confidence_penalty"":0.1,""route_base_weight"":0.6,""route_final_top_k"":35,""route_final_power"":8.0,""route_max_weight"":0.1,""route_n_names"":35,""route_max_actual_weight"":0.1,""route_idx_ret_3d"":0.0526017912,""route_idx_ret_5d"":0.047870871,""route_idx_ret_20d"":-0.0466664641,""route_breadth_ret_3d_pos"":0.8534136546,""route_breadth_ret_5d_pos"":0.7329317269}]","[{""as_of"":""2026-04-10"",""model"":""stage2_baseline_guard_ensemble"",""selected_route"":""weekly_alpha_auto"",""guard_reason"":""weekly_alpha_overheated_negative_medium_trend"",""baseline_top_k"":0,""effective_baseline_top_k"":0,""weekly_top_k"":30,""weekly_rank_power"":6.0,""weekly_max_weight"":0.095,""n_names"":35,""max_weight"":0.1,""effective_n"":11.7718906107,""route"":""tree_consensus"",""reason"":""normal_tree_consensus"",""idx_ret_5d"":0.047870871,""idx_ret_20d"":-0.0466664641,""breadth_ret_5d_pos"":0.7314629259,""median_ret_5d"":0.0226437549,""route_as_of"":""2026-04-10"",""route_requested_mode"":""auto"",""route_effective_mode"":""stable"",""route_base_source"":""live:meta_portfolio_ensemble"",""route_formula"":""vol_obv_amt"",""route_alpha_top_k"":50,""route_alpha_power"":4.0,""route_confidence_penalty"":0.1,""route_base_weight"":0.6,""route_final_top_k"":35,""route_final_power"":8.0,""route_max_weight"":0.1,""route_n_names"":35,""route_max_actual_weight"":0.1,""route_idx_ret_3d"":0.0526017912,""route_idx_ret_5d"":0.047870871,""route_idx_ret_20d"":-0.0466664641,""route_breadth_ret_3d_pos"":0.8534136546,""route_breadth_ret_5d_pos"":0.7329317269}]",True
2026-05-08,baseline_guard_adaptive,30,30,30,0.0,0.0,0,"[{""as_of"":""2026-05-08"",""model"":""stage2_baseline_guard_ensemble"",""selected_route"":""baseline_xgb"",""guard_reason"":""baseline_guard_overheated_high_breadth"",""baseline_top_k"":0,""effective_baseline_top_k"":30,""weekly_top_k"":30,""weekly_rank_power"":6.0,""weekly_max_weight"":0.095,""n_names"":30,""max_weight"":0.064516129,""effective_n"":22.868852459,""route"":""tree_consensus"",""reason"":""normal_tree_consensus"",""idx_ret_5d"":0.0597528438,""idx_ret_20d"":0.1483349009,""breadth_ret_5d_pos"":0.7074148297,""median_ret_5d"":0.0315236427,""route_baseline_top_k"":30,""route_baseline_train_rows"":357807,""route_baseline_train_end"":""2026-04-07"",""route_baseline_val_start"":""2026-04-15"",""route_baseline_val_rank_ic"":0.0783249375,""route_baseline_n_names"":30,""route_baseline_max_weight"":0.064516129}]","[{""as_of"":""2026-05-08"",""model"":""stage2_baseline_guard_ensemble"",""selected_route"":""baseline_xgb"",""guard_reason"":""baseline_guard_overheated_high_breadth"",""baseline_top_k"":0,""effective_baseline_top_k"":30,""weekly_top_k"":30,""weekly_rank_power"":6.0,""weekly_max_weight"":0.095,""n_names"":30,""max_weight"":0.064516129,""effective_n"":22.868852459,""route"":""tree_consensus"",""reason"":""normal_tree_consensus"",""idx_ret_5d"":0.0597528438,""idx_ret_20d"":0.1483349009,""breadth_ret_5d_pos"":0.7074148297,""median_ret_5d"":0.0315236427,""route_baseline_top_k"":30,""route_baseline_train_rows"":357807,""route_baseline_train_end"":""2026-04-07"",""route_baseline_val_start"":""2026-04-15"",""route_baseline_val_rank_ic"":0.0783249375,""route_baseline_n_names"":30,""route_baseline_max_weight"":0.064516129}]",True
