route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
layered_lstm,strong_medium_trend_short_pullback_sequence_signal,-0.005705825062593428,-0.0027146447776489335,0.0041004631738672526,0.03494770285963811,0.07926402717566972,0.015502397190054912,0.3907815631262525,-0.010408921933085402,0.027638190954773822
