top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
30,0.1,1.6,0.0,0.04,tree_consensus,normal_tree_consensus,-0.008024592014318155,0.058067331009890255,0.374749498997996,-0.013289036544850363,16,0,0.0,40,40,23,40,1.5,40,1.5
