top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
30,0.1,1.6,0.0,0.04,tree_consensus,normal_tree_consensus,-0.023551524861024853,-0.08555729519760957,0.22845691382765532,-0.02401181648369405,14,120,0.5,120,0.5,adaptive_decay_on,100,40,32,100,0.5,40,0.5
