top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,portfolio_mode,score_rank_blend,reweight_factor,reweight_direction,reweight_gamma,reweight_power,reweight_gate,reweight_applied,target_column,target_horizon,shape_horizon,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
30,0.05,1.6,0.0,0.04,tree_consensus,normal_tree_consensus,-0.014417723691694029,0.011501322042541284,0.4088176352705411,-0.007905138339920903,35,120,0.5,120,0.5,adaptive_decay_on,rank_consensus,0.0,drawdown_20d,low,1.5,1.0,medium_move,False,target_5d,5,5,40,40,19,40,1.5,40,0.5
