route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,n_names,max_weight,regularized_original_n_names,regularized_concentrated_top_k,regularized_concentration_max_weight,selected_features,shape,model_weights,train_end,shape_start,regularized_alpha_applied,regularized_alpha_factor,regularized_alpha_direction,regularized_alpha_gamma,regularized_alpha_power,regularized_alpha_max_weight,final_confidence_alpha_applied,final_confidence_alpha_factor,final_confidence_alpha_direction,final_confidence_alpha_gamma,final_confidence_alpha_power,final_confidence_alpha_max_weight,factor_ic_filter_enabled,factor_ic_supported,factor_ic_mean,factor_ic_pos_rate,factor_ic_days,factor_ic_top_spread_mean,factor_ic_route_skipped,factor_ic_route_dampened
equal_universe,weak_short_tape_low_breadth_avoid_active_selection_noise,-0.03443052740386576,-0.01849153594401798,0.24649298597194388,-0.03388525221409311,regularized_consensus_route_alpha_final_confidence_alpha,regularized_defensive_equal_tape,30,0.05373764501591742,80,30,0.1,27,"PortfolioShape(top_k=80, rank_power=0.6, agreement_power=0.0, risk_penalty=0.0, equal_mix=0.25, max_weight=0.06)","{'ridge': 0.2299, 'lightgbm': 0.2457, 'xgboost': 0.2452, 'catboost': 0.2792}",2025-10-21,2025-12-03,True,intraday_ret,low,5.0,3.0,0.06,True,ret_20d,high,0.5,1.0,0.1,True,False,-0.039152190021967646,0.5,60,-0.006653507376159137,True,False
