top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
30,0.25,1.2,0.0,0.04,tree_consensus,normal_tree_consensus,0.0420627235579234,-0.10447864450597544,0.8336673346693386,0.03561146147518501,40,50,27,40,1.5,50,0.5
