top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
30,0.25,1.2,0.0,0.04,tree_consensus,normal_tree_consensus,0.022470971070408075,0.11149179282450872,0.5691382765531062,0.0056457304163726185,40,80,38,40,0.5,80,0.5
