top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,xgb_n,lgb_n,intersection_n
30,0.25,1.2,0.0,0.04,equal_universe,weak_short_tape_low_breadth_avoid_active_selection_noise,-0.043755877285399314,-0.0108761462848187,0.20040080160320642,-0.03531489111241892,0,0,0
