route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,n_names,max_weight,regularized_original_n_names,regularized_concentrated_top_k,regularized_concentration_max_weight,selected_features,shape,model_weights,train_end,shape_start,regularized_alpha_applied,regularized_alpha_factor,regularized_alpha_direction,regularized_alpha_gamma,regularized_alpha_power,regularized_alpha_max_weight
tree_consensus,normal_tree_consensus,0.04322493233095415,0.007935585878084517,0.6332665330661322,0.021691973969631073,regularized_consensus_route_alpha,regularized_mild_post_rally,30,0.06772204219958322,40,30,0.1,19,"PortfolioShape(top_k=40, rank_power=0.6, agreement_power=0.0, risk_penalty=0.0, equal_mix=0.25, max_weight=0.06)","{'ridge': 0.261, 'lightgbm': 0.2388, 'xgboost': 0.2401, 'catboost': 0.2602}",2025-10-15,2025-11-27,True,amount_z_20d,high,5.0,3.0,0.06
