route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
lightgbm,extreme_weak_selloff_defense,-0.01616122734438208,0.027065166189675915,-0.029828274146924794,-0.08581187902776632,-0.10693734971747826,0.018191927921830595,0.218436873747495,-0.03430079155672816,-0.10781249999999998
