route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
open_lgb_valuation,weak_choppy_tape_use_valuation_confirmation,-0.018683520144018972,-0.019143061984546073,-0.00482025299229405,-0.03450474731150721,-0.08471097778587067,0.01721262907277841,0.46586345381526106,-0.0031875749845840518,-0.07358624708624711
