route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
open_lgb_valuation,positive_trend_use_valuation_confirmation,0.00417012934589156,0.015531177393677265,0.03072126825663024,0.08006279311000908,0.04279549935318738,0.020234039003061834,0.6492985971943888,0.01318944844124692,0.0008629481446615905
