route,reason,idx_ret_1d,idx_ret_3d,idx_ret_5d,idx_ret_10d,idx_ret_20d,idx_vol_20d,breadth_ret_5d_pos,median_ret_5d,median_ret_20d
tuned_xgb,broad_recovery_from_weak_20d_tape,0.008954967270918823,0.052601791203431114,0.04787087098419485,0.04281986828279538,-0.04666646410203901,0.020409879197457972,0.7329317269076305,0.02264375490830317,-0.058037782926394554
