route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,n_names,max_weight,selected_features,shape,model_weights,train_end,shape_start,regularized_alpha_applied,regularized_alpha_factor,regularized_alpha_direction,regularized_alpha_gamma,regularized_alpha_power,regularized_alpha_max_weight
equal_universe,weak_short_tape_low_breadth_avoid_active_selection_noise,-0.043755877285399314,-0.0108761462848187,0.20040080160320642,-0.03531489111241892,regularized_consensus_route_alpha,regularized_defensive_equal_tape,50,0.04252676417092436,19,"PortfolioShape(top_k=50, rank_power=0.6, agreement_power=0.0, risk_penalty=0.0, equal_mix=0.25, max_weight=0.06)","{'ridge': 0.282, 'lightgbm': 0.2229, 'xgboost': 0.2344, 'catboost': 0.2607}",2025-10-22,2025-12-04,True,intraday_ret,low,5.0,3.0,0.06
