top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,portfolio_mode,score_rank_blend,reweight_factor,reweight_direction,reweight_gamma,reweight_power,reweight_gate,reweight_applied,target_column,target_horizon,shape_horizon,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power,final_route,route_reason,n_names
30,0.05,1.6,0.0,0.04,tree_consensus,normal_tree_consensus,0.0420627235579234,-0.10447864450597544,0.8336673346693386,0.03561146147518501,14,120,0.5,120,0.5,adaptive_decay_on,rank_consensus,0.0,drawdown_20d,low,1.5,1.0,medium_move,True,target_5d,5,5,100,100,68,100,0.5,100,0.5,tree_consensus_drawdown_overlay,tree_default,30
