top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,portfolio_mode,score_rank_blend,reweight_factor,reweight_direction,reweight_gamma,reweight_power,reweight_gate,reweight_applied,target_column,target_horizon,shape_horizon,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power,final_route,route_reason,n_names,regime_alpha_applied,regime_alpha_factor,regime_alpha_direction,regime_alpha_gamma,regime_alpha_power,regime_alpha_max_weight,liquidity_alpha_applied,liquidity_alpha_factor,liquidity_alpha_direction,liquidity_alpha_gamma,liquidity_alpha_power,liquidity_alpha_max_weight,tree_secondary_alpha_applied,tree_secondary_alpha_factor,tree_secondary_alpha_direction,tree_secondary_alpha_gamma,tree_secondary_alpha_power,tree_secondary_alpha_max_weight
30,0.05,1.6,0.0,0.04,tree_consensus,normal_tree_consensus,-0.02556947095085227,0.12121586364290282,0.2725450901803607,-0.03286611889801838,14,120,0.5,0,0.0,core_pullback_in_medium_uptrend,rank_consensus,0.0,drawdown_20d,low,1.5,1.0,medium_move,True,target_5d,5,5,40,40,29,40,1.5,40,1.5,tree_consensus_drawdown_overlay_regime_alpha_liquidity_alpha_secondary_alpha,tree_default,30,True,ret_60d,low,5.0,1.0,0.1,True,amount_z_20d,low,5.0,1.0,0.1,True,close_over_ma60,low,5.0,1.5,0.1
