route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,factor_route_factor,factor_route_direction,factor_route_top_k,factor_route_rank_power,n_names,max_weight,factor_ic_filter_enabled,factor_ic_supported,factor_ic_mean,factor_ic_pos_rate,factor_ic_days,factor_ic_top_spread_mean,factor_ic_route_skipped,factor_ic_route_dampened,factor_ic_original_factor,factor_ic_original_direction,factor_ic_original_top_k,factor_ic_original_rank_power,factor_ic_original_max_weight
tree_consensus,normal_tree_consensus,0.06834637611309624,-0.01179978087150968,0.7975951903807615,0.04450422782141239,factor_route,factor_downside_vol_20d_high,downside_vol_20d,high,30,1.0,30,0.06451612903225806,True,False,-0.04475848064953953,0.4,60,-0.0026998779961176964,False,True,downside_vol_20d,high,30,2.0,0.1
