route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,factor_route_factor,factor_route_direction,factor_route_top_k,factor_route_rank_power,n_names,max_weight,factor_ic_filter_enabled,factor_ic_supported,factor_ic_mean,factor_ic_pos_rate,factor_ic_days,factor_ic_top_spread_mean,factor_ic_route_skipped,factor_ic_route_dampened
tree_consensus,normal_tree_consensus,0.018802385786234943,0.008127492962796579,0.48697394789579157,-0.0010084033613445564,factor_route,factor_overnight_ret_low,overnight_ret,low,30,2.0,30,0.09518773135906927,True,True,0.011491238496174868,0.45,60,0.005976103054569127,False,False
