route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,factor_route_factor,factor_route_direction,factor_route_top_k,factor_route_rank_power,n_names,max_weight,factor_ic_filter_enabled,factor_ic_supported,factor_ic_mean,factor_ic_pos_rate,factor_ic_days,factor_ic_top_spread_mean,factor_ic_route_skipped,factor_ic_route_dampened,factor_ic_original_factor,factor_ic_original_direction,factor_ic_original_top_k,factor_ic_original_rank_power,factor_ic_original_max_weight
tree_consensus,normal_tree_consensus,0.04322493233095415,0.007935585878084517,0.6332665330661322,0.021691973969631073,factor_route,factor_downside_vol_20d_low,downside_vol_20d,low,30,1.0,30,0.06451612903225806,True,False,-0.08550537829640999,0.36666666666666664,60,-0.012437596982868667,False,True,downside_vol_20d,low,30,2.0,0.1
