route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,factor_route_factor,factor_route_direction,factor_route_top_k,factor_route_rank_power,n_names,max_weight,factor_ic_filter_enabled,factor_ic_supported,factor_ic_mean,factor_ic_pos_rate,factor_ic_days,factor_ic_top_spread_mean,factor_ic_route_skipped,factor_ic_route_dampened,factor_ic_original_factor,factor_ic_original_direction,factor_ic_original_top_k,factor_ic_original_rank_power,factor_ic_original_max_weight
equal_universe,weak_short_tape_low_breadth_avoid_active_selection_noise,-0.043755877285399314,-0.0108761462848187,0.20040080160320642,-0.03531489111241892,factor_route,factor_turnover_ma_20d_low,turnover_ma_20d,low,40,0.7,40,0.04163229636358166,True,False,-0.03632289396654827,0.5,60,-0.006365290963989536,False,True,turnover_ma_20d,low,40,0.7,0.1
