top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,portfolio_mode,score_rank_blend,reweight_factor,reweight_direction,reweight_gamma,reweight_power,reweight_gate,reweight_applied,target_column,target_horizon,shape_horizon,xgb_n,lgb_n,intersection_n,final_route,route_reason,n_names
30,0.05,1.6,0.0,0.04,equal_universe,weak_short_tape_low_breadth_avoid_active_selection_noise,-0.043755877285399314,-0.0108761462848187,0.20040080160320642,-0.03531489111241892,14,120,0.5,0,0.0,equal_universe_no_model,equal_universe,0.0,drawdown_20d,low,1.5,1.0,medium_move,False,target_5d,5,5,0,0,0,tree_consensus_drawdown_overlay,forced_tree,498
