route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,final_route,route_reason,n_names,max_weight,selected_features,shape,model_weights,train_end,shape_start
tree_consensus,normal_tree_consensus,0.04322493233095415,0.007935585878084517,0.6332665330661322,0.021691973969631073,regularized_consensus,forced_regularized,50,0.020686816057341646,19,"PortfolioShape(top_k=50, rank_power=0.6, agreement_power=0.0, risk_penalty=0.0, equal_mix=0.25, max_weight=0.06)","{'ridge': 0.261, 'lightgbm': 0.2388, 'xgboost': 0.2401, 'catboost': 0.2602}",2025-10-15,2025-11-27
