as_of,model,model_type,feature_set,top_k,rank_power,score_blend,max_weight,corr_threshold,half_life_weeks,n_names,max_observed_weight,effective_n,train_rows,features,base_models
2026-03-20,stage2_fullweek_tree_portfolio,blend,all,30,4.0,0.25,0.1,0.94,52.0,30,0.09999999999999998,14.143687941870382,68957,48,lgb|xgb
