as_of,model,model_type,feature_set,top_k,rank_power,score_blend,max_weight,corr_threshold,half_life_weeks,n_names,max_observed_weight,effective_n,train_rows,features,base_models
2026-03-06,stage2_fullweek_tree_portfolio,blend,all,30,2.0,0.5,0.08,0.94,52.0,30,0.07999999999999999,19.08207787977169,67963,48,lgb|xgb
