as_of,start,end,cached_source,future_price_rows_available,future_index_rows_available,final_route,same_codes,max_abs_weight_diff,sum_abs_weight_diff,left_names,right_names,leak_check_pass,portfolio_return,benchmark_return,excess_return
2026-01-30,2026-02-02,2026-02-06,submissions/stage2/backtests/probes/adaptive_cap_12w_20260509/hybrid_gate_adaptive_cap_20260130.csv,29907,60,tree_consensus_drawdown_overlay_regime_alpha_liquidity_alpha_secondary_alpha,True,9.80118763926896e-17,1.2628786905111156e-15,30,30,True,0.0075321028320512835,-0.02677336652920015,0.03430546936125143
2026-04-21,2026-04-22,2026-04-28,submissions/stage2/backtests/probes/adaptive_cap_12w_20260509/hybrid_gate_adaptive_cap_20260421.csv,4990,10,tree_consensus_drawdown_overlay_liquidity_alpha_secondary_alpha,True,9.540979117872439e-17,1.313185671314443e-15,30,30,True,0.05612842121565581,-0.008024592014318155,0.06415301322997397
2026-04-28,2026-04-29,2026-05-08,submissions/stage2/backtests/probes/adaptive_cap_12w_20260509/hybrid_gate_adaptive_cap_20260428.csv,2495,5,tree_consensus_drawdown_overlay_regime_alpha_secondary_alpha_final_confidence_alpha,True,9.71445146547012e-17,1.1529405902210854e-15,30,30,True,0.14105509072206932,0.05975284377875534,0.08130224694331398
