as_of,start,end,cached_source,future_price_rows_available,future_index_rows_available,final_route,same_codes,max_abs_weight_diff,sum_abs_weight_diff,left_names,right_names,leak_check_pass,portfolio_return,benchmark_return,excess_return
2026-03-02,2026-03-03,2026-03-09,submissions/stage2/backtests/probes/final_confidence_12w_20260509/hybrid_gate_20260302.csv,22428,45,regularized_consensus_route_alpha_final_confidence_alpha,True,9.71445146547012e-17,1.6150275561344074e-15,30,30,True,-0.011510696535312774,-0.043755877285399314,0.03224518075008654
2026-03-09,2026-03-10,2026-03-16,submissions/stage2/backtests/probes/final_confidence_12w_20260509/hybrid_gate_20260309.csv,19942,40,regularized_consensus_route_alpha_final_confidence_alpha,True,9.71445146547012e-17,1.5057399771478686e-15,30,30,True,0.02097061961056733,-0.011393105437406015,0.032363725047973343
2026-04-28,2026-04-29,2026-05-08,submissions/stage2/backtests/probes/final_confidence_12w_20260509/hybrid_gate_20260428.csv,2495,5,tree_consensus_drawdown_overlay_regime_alpha_secondary_alpha_final_confidence_alpha,True,9.71445146547012e-17,1.1529405902210854e-15,30,30,True,0.14105509072206932,0.05975284377875534,0.08130224694331398
