model,mean,sum,median,min,max,count,negative_windows
tree_consensus_decay,0.01761222222222222,0.15850999999999998,0.01969,-0.015569999999999999,0.03924,9,1
tree_consensus_reference,0.006726666666666666,0.06054,0.00268,-0.00166,0.033889999999999997,9,3
