model,mean,sum,median,min,max,count,negative_windows
tree_consensus,0.018938,0.09469,0.021869999999999997,0.004050000000000001,0.03823,5,0
lightgbm,0.013883999999999999,0.06942,0.01232,0.00385,0.02633,5,0
tuned_xgb,0.011033999999999999,0.05517,0.00672,0.00012,0.03018,5,0
