n,topk,power,mix_agg,mean,min,max,neg,keys,vals
5,35,2.0,0.0,0.06607946850608247,0.03314259861713491,0.13180080230649927,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03314,0.05999,0.13180,0.03813,0.04447,0.06422,0.05580,0.06645,0.07695,0.07368,0.06957,0.07874"
4,40,1.3,1.0,0.06603920056467853,0.035282646311892325,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03528,0.06419,0.13711,0.03592,0.04490,0.07761,0.06549,0.05696,0.06895,0.06060,0.06415,0.08130"
4,40,1.6,1.0,0.06603920056467853,0.035282646311892325,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03528,0.06419,0.13711,0.03592,0.04490,0.07761,0.06549,0.05696,0.06895,0.06060,0.06415,0.08130"
4,40,2.0,1.0,0.06603920056467853,0.035282646311892325,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03528,0.06419,0.13711,0.03592,0.04490,0.07761,0.06549,0.05696,0.06895,0.06060,0.06415,0.08130"
4,40,2.5,1.0,0.06603920056467853,0.035282646311892325,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03528,0.06419,0.13711,0.03592,0.04490,0.07761,0.06549,0.05696,0.06895,0.06060,0.06415,0.08130"
2,60,2.0,0.75,0.06603757086653143,0.03484350387295642,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate,"0.03484,0.06314,0.13711,0.03578,0.04486,0.07426,0.05741,0.05933,0.07095,0.06859,0.06551,0.08066"
5,40,2.5,0.75,0.06599380480926399,0.03459697446444268,0.12940896288783718,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03460,0.06419,0.12941,0.03687,0.04365,0.07632,0.06335,0.06038,0.07280,0.06248,0.06616,0.08171"
3,40,2.0,0.5,0.0659895850275801,0.034543825815572665,0.13711389602044732,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03454,0.06209,0.13711,0.03780,0.04426,0.07091,0.05779,0.06171,0.07295,0.06582,0.06686,0.08002"
4,60,2.5,0.75,0.06594797138842073,0.03421123614396985,0.13898974975367276,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03421,0.06419,0.13899,0.03549,0.04290,0.07632,0.05869,0.06038,0.07280,0.05953,0.06616,0.08171"
6,30,2.0,0.75,0.06593752774067853,0.03544926601373129,0.13300238691328334,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03545,0.06276,0.13300,0.03858,0.03797,0.07426,0.06627,0.05933,0.07095,0.06650,0.06551,0.08066"
2,35,1.6,0.75,0.06590263921191421,0.03646950886872146,0.13545144448668334,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate,"0.03647,0.06170,0.13545,0.03848,0.04539,0.07221,0.06229,0.05825,0.06914,0.06718,0.06468,0.07958"
4,40,2.0,0.75,0.06589759150396991,0.03464753803140821,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03465,0.06314,0.13711,0.03668,0.04478,0.07426,0.06182,0.05933,0.07095,0.06187,0.06551,0.08066"
8,30,2.0,0.0,0.06589229900563533,0.03533830348515003,0.14314977318577124,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate,"0.03534,0.05427,0.14315,0.03616,0.03635,0.06435,0.06308,0.06703,0.07707,0.06699,0.06866,0.07826"
2,40,2.0,0.0,0.06587046671234785,0.03469678701181162,0.1371138960204473,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate,"0.03470,0.05999,0.13711,0.04132,0.04307,0.06422,0.04972,0.06645,0.07695,0.06859,0.06957,0.07874"
3,30,1.6,0.75,0.0658166843956676,0.036323644002507996,0.13545144448668334,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03632,0.06170,0.13545,0.03758,0.04700,0.07221,0.06486,0.05825,0.06914,0.06301,0.06468,0.07958"
4,50,1.3,1.0,0.06579177403408935,0.035135687961601186,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03514,0.06419,0.13711,0.03583,0.04334,0.07761,0.06535,0.05696,0.06895,0.05956,0.06415,0.08130"
4,50,1.6,1.0,0.06579177403408935,0.035135687961601186,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03514,0.06419,0.13711,0.03583,0.04334,0.07761,0.06535,0.05696,0.06895,0.05956,0.06415,0.08130"
4,50,2.0,1.0,0.06579177403408935,0.035135687961601186,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03514,0.06419,0.13711,0.03583,0.04334,0.07761,0.06535,0.05696,0.06895,0.05956,0.06415,0.08130"
4,50,2.5,1.0,0.06579177403408935,0.035135687961601186,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03514,0.06419,0.13711,0.03583,0.04334,0.07761,0.06535,0.05696,0.06895,0.05956,0.06415,0.08130"
3,40,2.0,0.25,0.06579041744425919,0.033911104313326286,0.1371138960204473,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03391,0.06104,0.13711,0.03860,0.04367,0.06756,0.05376,0.06408,0.07495,0.06720,0.06822,0.07938"
3,50,2.0,0.75,0.06577812593944579,0.03406836228343074,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03407,0.06314,0.13711,0.03581,0.04486,0.07426,0.05920,0.05933,0.07095,0.06443,0.06551,0.08066"
5,35,2.0,0.25,0.0657638106891902,0.0337199345100173,0.13152126375461085,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03372,0.06104,0.13152,0.03795,0.04183,0.06756,0.05844,0.06408,0.07495,0.07046,0.06822,0.07938"
4,40,2.0,0.5,0.0657256171663284,0.0340124297509241,0.13711389602044732,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03401,0.06209,0.13711,0.03744,0.04467,0.07091,0.05779,0.06171,0.07295,0.06313,0.06686,0.08002"
2,50,2.0,0.5,0.06567188076253326,0.033721101183961905,0.13711389602044732,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate,"0.03372,0.06209,0.13711,0.03693,0.04426,0.07091,0.05290,0.06171,0.07295,0.06859,0.06686,0.08002"
12,30,2.5,0.0,0.06564829545883609,0.03574170727893268,0.12524594729790586,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_regularized_top30_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_secondary_alpha_v2_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_secondary_alpha_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_route_alpha_tuned_12w_20260509_summary_detail:hybrid_gate,"0.03598,0.05311,0.12525,0.03665,0.03574,0.07063,0.06856,0.06839,0.08447,0.05921,0.06830,0.08149"
4,60,1.3,1.0,0.0656309340329803,0.03504487264619702,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03514,0.06419,0.13711,0.03504,0.04241,0.07761,0.06524,0.05696,0.06895,0.05947,0.06415,0.08130"
4,60,1.6,1.0,0.0656309340329803,0.03504487264619702,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03514,0.06419,0.13711,0.03504,0.04241,0.07761,0.06524,0.05696,0.06895,0.05947,0.06415,0.08130"
4,60,2.0,1.0,0.0656309340329803,0.03504487264619702,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03514,0.06419,0.13711,0.03504,0.04241,0.07761,0.06524,0.05696,0.06895,0.05947,0.06415,0.08130"
4,60,2.5,1.0,0.0656309340329803,0.03504487264619702,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03514,0.06419,0.13711,0.03504,0.04241,0.07761,0.06524,0.05696,0.06895,0.05947,0.06415,0.08130"
3,40,2.0,0.0,0.06559124986093826,0.03327838281107991,0.1371138960204473,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03328,0.05999,0.13711,0.03939,0.04307,0.06422,0.04972,0.06645,0.07695,0.06859,0.06957,0.07874"
3,60,2.0,0.75,0.06557780693617073,0.03406836228343074,0.13711389602044738,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03407,0.06314,0.13711,0.03520,0.04486,0.07426,0.05741,0.05933,0.07095,0.06443,0.06551,0.08066"
4,40,2.0,0.25,0.0655536428286869,0.03337732147043998,0.1371138960204473,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03338,0.06104,0.13711,0.03821,0.04455,0.06756,0.05376,0.06408,0.07495,0.06440,0.06822,0.07938"
2,40,1.6,0.75,0.06551902704900954,0.035459436932556945,0.13545144448668334,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate,"0.03546,0.06170,0.13545,0.03710,0.04504,0.07221,0.06044,0.05825,0.06914,0.06718,0.06468,0.07958"
5,30,1.3,1.0,0.0655054277671917,0.03611485244860507,0.13178775993746414,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03611,0.06419,0.13179,0.03786,0.03666,0.07761,0.06608,0.05696,0.06895,0.06440,0.06415,0.08130"
5,30,1.6,1.0,0.0655054277671917,0.03611485244860507,0.13178775993746414,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03611,0.06419,0.13179,0.03786,0.03666,0.07761,0.06608,0.05696,0.06895,0.06440,0.06415,0.08130"
5,30,2.0,1.0,0.0655054277671917,0.03611485244860507,0.13178775993746414,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03611,0.06419,0.13179,0.03786,0.03666,0.07761,0.06608,0.05696,0.06895,0.06440,0.06415,0.08130"
5,30,2.5,1.0,0.0655054277671917,0.03611485244860507,0.13178775993746414,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03611,0.06419,0.13179,0.03786,0.03666,0.07761,0.06608,0.05696,0.06895,0.06440,0.06415,0.08130"
2,30,1.3,0.75,0.06550056048665055,0.03679056282224524,0.1341166798038597,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate,"0.03679,0.06054,0.13412,0.03971,0.04718,0.07064,0.06363,0.05725,0.06763,0.06591,0.06396,0.07864"
6,35,2.5,0.75,0.06546057287694952,0.03514454370024593,0.129555238566055,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03514,0.06144,0.12956,0.03634,0.03692,0.07632,0.06526,0.06038,0.07280,0.06351,0.06616,0.08171"
5,35,2.0,0.5,0.06544815287229794,0.03429727040289969,0.13124172520272245,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03430,0.06209,0.13124,0.03776,0.03920,0.07091,0.06108,0.06171,0.07295,0.06725,0.06686,0.08002"
8,30,2.0,0.25,0.06543194213688383,0.035275309410987,0.13819580651907634,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate,"0.03528,0.05671,0.13820,0.03557,0.03675,0.06752,0.06415,0.06451,0.07499,0.06529,0.06723,0.07898"
8,30,2.5,0.75,0.06542379462170547,0.03460430265771654,0.1304803244079692,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate,"0.03577,0.06130,0.13048,0.03460,0.03772,0.07600,0.06697,0.06050,0.07267,0.06249,0.06511,0.08148"
8,35,2.5,0.5,0.06541611733866363,0.03492180559726207,0.12911783025655577,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate,"0.03492,0.05807,0.12912,0.03627,0.03605,0.07482,0.06417,0.06405,0.07662,0.06181,0.06728,0.08182"
4,35,1.6,0.75,0.06540726474970353,0.03499436476409243,0.13545144448668334,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03499,0.06170,0.13545,0.03671,0.04635,0.07221,0.06229,0.05825,0.06914,0.06352,0.06468,0.07958"
4,30,1.3,0.75,0.06538808131466546,0.03596465286366115,0.1341166798038597,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03596,0.06054,0.13412,0.03837,0.04731,0.07064,0.06363,0.05725,0.06763,0.06659,0.06396,0.07864"
4,40,2.0,0.0,0.0653816684910454,0.03274221318995587,0.1371138960204473,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03274,0.05999,0.13711,0.03897,0.04444,0.06422,0.04972,0.06645,0.07695,0.06566,0.06957,0.07874"
3,35,1.6,0.75,0.06536780822070751,0.03533916039198665,0.13545144448668334,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03534,0.06170,0.13545,0.03736,0.04539,0.07221,0.06229,0.05825,0.06914,0.06301,0.06468,0.07958"
4,30,1.6,0.5,0.06535637784474597,0.035821230985739624,0.13378899295291932,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03582,0.05921,0.13379,0.03915,0.04590,0.06681,0.06237,0.05954,0.06933,0.06927,0.06522,0.07786"
6,40,2.5,0.5,0.06532776892044086,0.03369976413308526,0.12772040206634608,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03370,0.05718,0.12772,0.03727,0.03778,0.07493,0.06085,0.06380,0.07669,0.06372,0.06818,0.08212"
8,40,2.5,0.0,0.0653114380739757,0.03259538384165413,0.1294527671662128,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate,"0.03260,0.04993,0.12945,0.03557,0.03628,0.07225,0.05586,0.07070,0.08459,0.06276,0.07125,0.08250"
3,50,2.0,0.5,0.06531039088918807,0.03272429707181038,0.13711389602044732,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03272,0.06209,0.13711,0.03636,0.04426,0.07091,0.05290,0.06171,0.07295,0.06582,0.06686,0.08002"
2,60,2.0,0.5,0.06530578733348409,0.033721101183961905,0.13711389602044732,0,stage2_alpha_feature_route_v2_12w_20260510_summary_detail:hybrid_gate|stage2_factor_route_12w_20260509_summary_detail:hybrid_gate,"0.03372,0.06209,0.13711,0.03591,0.04426,0.07091,0.04952,0.06171,0.07295,0.06859,0.06686,0.08002"
