model,mean,sum,median,min,max,count,negative_windows
tree_consensus_aggressive,0.013323333333333333,0.11990999999999999,0.00818,-0.00661,0.04402999999999999,9,1
tree_consensus,0.012727777777777775,0.11454999999999999,0.00819,-0.00406,0.03823,9,1
