model,mean,sum,median,min,max,count,negative_windows
tree_consensus_guarded_v2,0.015710000000000002,0.14139000000000002,0.011000000000000001,0.0017499999999999998,0.04414,9,0
tree_consensus_ref_decay,0.011021111111111112,0.09919,0.0083,0.00158,0.029740000000000003,9,0
