model,mean,sum,median,min,max,count,negative_windows
tree_consensus_aggressive,0.020125999999999998,0.10063,0.02091,0.00191,0.04402999999999999,5,0
tree_consensus,0.018938,0.09469,0.021869999999999997,0.004050000000000001,0.03823,5,0
