factor,direction,gamma,power,max_weight,mean,min,max,neg,delta_mean,delta_min
vol_20d_rank,high,2.0,1.0,0.1,0.058309632306783876,0.03117719807841563,0.0975858466801694,0,0.0006204656401172168,-0.000782801921584371
close_over_ma60,high,0.5,2.0,0.1,0.05830900433615447,0.031090691825001484,0.09652497657485196,0,0.0006198376694878105,-0.0008693081749985183
vol_20d_rank,high,0.5,2.0,0.1,0.05829272586292899,0.03186728537178325,0.09686904294061902,0,0.0006035591962623293,-9.271462821675014e-05
close_over_ma60,high,1.0,3.0,0.1,0.05828766077907114,0.029310268033703218,0.0982694160907594,0,0.0005984941124044796,-0.0026497319662967846
close_over_ma60,high,2.0,3.0,0.1,0.05826785567187718,0.026466559678099612,0.10017838798285464,0,0.0005786890052105198,-0.0054934403219003905
close_over_ma60,high,0.5,3.0,0.1,0.05825026128747651,0.030992291600881385,0.09672895841629536,0,0.000561094620809853,-0.0009677083991186178
vol_20d_rank,high,1.0,1.0,0.1,0.05820796089748528,0.03153497179084784,0.09652046728131003,0,0.0005187942308186172,-0.0004250282091521618
close_over_ma60,high,3.0,3.0,0.1,0.05816769569992398,0.024154501657644302,0.10132217330905768,0,0.0004785290332573189,-0.0078054983423557
vol_20d_rank,high,0.5,1.0,0.1,0.05808353555037766,0.031739243511380535,0.09551216617649375,0,0.0003943688837109993,-0.00022075648861946684
ret_20d,high,0.5,1.0,0.1,0.05802962553705444,0.03205867849484102,0.09191209615748056,0,0.00034045887038777756,9.86784948410202e-05
close_over_ma60,high,5.0,3.0,0.1,0.057984193796727534,0.020622897436137,0.102610242486155,0,0.00029502713006087505,-0.011337102563863003
ret_20d,high,1.0,1.0,0.1,0.05798327389440341,0.030611764366183028,0.09047596307296413,0,0.0002941072277367479,-0.0013482356338169743
overnight_ret,high,0.5,3.0,0.1,0.05793356230156479,0.0317935271440413,0.08984622057770636,0,0.00024439563489812854,-0.0001664728559587006
ret_20d,high,2.0,1.0,0.1,0.05781359462619562,0.028454387131508718,0.08878275616376827,0,0.00012442795952895963,-0.003505612868491284
ret_60d,high,0.5,1.0,0.1,0.05777500003188524,0.03043169100449852,0.09604463474953759,0,8.583336521857804e-05,-0.0015283089955014824
ret_10d,high,0.5,3.0,0.1,0.057739339769821936,0.032054938938852584,0.08519333876137117,0,5.0173103155276566e-05,9.493893885258176e-05
ret_60d,high,1.0,1.0,0.1,0.05770346878832561,0.028704337928301706,0.09748428135078863,0,1.4302121658947564e-05,-0.003255662071698296
ret_10d,high,0.5,2.0,0.1,0.05768110844368626,0.032139563328838765,0.08388611858890774,0,-8.058222980396323e-06,0.00017956332883876241
ret_60d,high,0.5,2.0,0.1,0.057680217259787614,0.030935628664879936,0.09660556896733477,0,-8.949406879045496e-06,-0.0010243713351200667
overnight_ret,high,0.5,2.0,0.1,0.05767801040466792,0.03188353161049499,0.0882438969397063,0,-1.1156261998740424e-05,-7.646838950501472e-05
ret_20d,high,0.5,2.0,0.1,0.057672455244307384,0.031947021756079975,0.09065699011513151,0,-1.671142235927514e-05,-1.2978243920026833e-05
turnover_ma_20d,high,0.5,1.0,0.1,0.057651590117888375,0.031735864414250685,0.09339041108042867,0,-3.75765487782842e-05,-0.0002241355857493174
close_over_ma20,high,0.5,1.0,0.1,0.057643195138974895,0.03235839232069985,0.08410516048522962,0,-4.59715276917641e-05,0.00039839232069984604
close_over_ma20,high,0.5,2.0,0.1,0.05764174184113944,0.032372081451598395,0.08520359387348689,0,-4.742482552722027e-05,0.00041208145159839227
ret_20d,high,3.0,1.0,0.1,0.057634826569446684,0.026922868532829526,0.08781716889132668,0,-5.434009721997507e-05,-0.005037131467170476
vol_20d_rank,low,0.5,3.0,0.1,0.05760194901249041,0.0322941186767789,0.09262805849631339,0,-8.721765417624844e-05,0.0003341186767788981
overnight_ret,high,1.0,3.0,0.1,0.057598963324765697,0.031666585177142964,0.08657546502745825,0,-9.020334190096291e-05,-0.00029341482285703824
close_over_ma20,high,0.5,3.0,0.1,0.057592763251407386,0.0323474767820329,0.08632179102496695,0,-9.640341525927326e-05,0.0003874767820328945
turnover_ma_20d,high,0.5,2.0,0.1,0.05757413922580362,0.03197860304764606,0.09319279634767999,0,-0.00011502744086303723,1.860304764605969e-05
ret_10d,high,0.5,1.0,0.1,0.057567770629910975,0.0321874624550445,0.0817751500400258,0,-0.00012139603675568461,0.0002274624550444998
ret_60d,high,0.5,3.0,0.1,0.057558415733729405,0.031315451009611896,0.09666248398948471,0,-0.00013075093293725415,-0.0006445489903881066
turnover_ma_20d,low,0.5,3.0,0.1,0.057524745568026475,0.03208427751247104,0.09299417002984636,0,-0.00016442109864018423,0.00012427751247103686
ret_60d,high,2.0,1.0,0.1,0.05752208944581666,0.026069602507110618,0.09913188975020529,0,-0.0001670772208499996,-0.005890397492889384
ret_20d,high,0.5,3.0,0.1,0.05752049194055738,0.03184663692236305,0.090795349170846,0,-0.00016867472610927747,-0.00011336307763695069
turnover_ma_20d,high,0.5,3.0,0.1,0.05750607609667895,0.03198545253807856,0.09287158844720864,0,-0.00018309056998770668,2.545253807855613e-05
turnover_ma_20d,high,1.0,1.0,0.1,0.05750204925792527,0.03134285059454091,0.09339634674484595,0,-0.0001871174087413885,-0.0006171494054590942
ret_60d,high,1.0,2.0,0.1,0.05749566419308239,0.02938291579934463,0.09858071323181153,0,-0.0001935024735842672,-0.002577084200655371
vol_20d_rank,low,1.0,3.0,0.1,0.05749536902108971,0.0324832248550381,0.09199907895046369,0,-0.00019379764557694856,0.0005232248550380986
