feature,direction,top_k,power,mean,min,max,neg,vals
ret_60d,low,40,2.0,0.007346686272136308,-0.038038558639139464,0.05945696938239961,5,"0.02642,-0.01304,-0.03804,0.02148,0.02989,0.01039,-0.00525,0.00778,0.01552,-0.00495,-0.02150,0.05946"
ret_60d_rank,low,40,2.0,0.007346686272136308,-0.038038558639139464,0.05945696938239961,5,"0.02642,-0.01304,-0.03804,0.02148,0.02989,0.01039,-0.00525,0.00778,0.01552,-0.00495,-0.02150,0.05946"
excess_ret_5d,low,80,2.0,0.00718440078056425,-0.027575743766564756,0.029600213339568415,4,"0.01839,0.02960,0.00612,0.01365,-0.01267,-0.01662,0.01964,-0.02758,0.02270,-0.01196,0.02109,0.02385"
excess_ret_5d_rank,low,80,2.0,0.00718440078056425,-0.027575743766564756,0.029600213339568415,4,"0.01839,0.02960,0.00612,0.01365,-0.01267,-0.01662,0.01964,-0.02758,0.02270,-0.01196,0.02109,0.02385"
ret_5d,low,80,2.0,0.00718440078056425,-0.027575743766564756,0.029600213339568415,4,"0.01839,0.02960,0.00612,0.01365,-0.01267,-0.01662,0.01964,-0.02758,0.02270,-0.01196,0.02109,0.02385"
ret_5d_rank,low,80,2.0,0.00718440078056425,-0.027575743766564756,0.029600213339568415,4,"0.01839,0.02960,0.00612,0.01365,-0.01267,-0.01662,0.01964,-0.02758,0.02270,-0.01196,0.02109,0.02385"
drawdown_20d,low,40,0.7,0.0071797504417533626,-0.015042078121477329,0.03169560196122574,5,"0.01780,-0.01101,0.03170,0.01832,-0.00177,-0.01504,0.02506,0.00263,0.01546,0.00864,-0.00380,-0.00181"
drawdown_20d_rank,low,40,0.7,0.0071797504417533626,-0.015042078121477329,0.03169560196122574,5,"0.01780,-0.01101,0.03170,0.01832,-0.00177,-0.01504,0.02506,0.00263,0.01546,0.00864,-0.00380,-0.00181"
excess_ret_5d,low,60,1.0,0.007089523028333357,-0.027179806200906036,0.030044105440874352,4,"0.01786,0.03004,0.00534,0.01347,-0.01197,-0.01647,0.01958,-0.02718,0.02231,-0.01178,0.01961,0.02426"
excess_ret_5d_rank,low,60,1.0,0.007089523028333357,-0.027179806200906036,0.030044105440874352,4,"0.01786,0.03004,0.00534,0.01347,-0.01197,-0.01647,0.01958,-0.02718,0.02231,-0.01178,0.01961,0.02426"
ret_5d,low,60,1.0,0.007089523028333357,-0.027179806200906036,0.030044105440874352,4,"0.01786,0.03004,0.00534,0.01347,-0.01197,-0.01647,0.01958,-0.02718,0.02231,-0.01178,0.01961,0.02426"
ret_5d_rank,low,60,1.0,0.007089523028333357,-0.027179806200906036,0.030044105440874352,4,"0.01786,0.03004,0.00534,0.01347,-0.01197,-0.01647,0.01958,-0.02718,0.02231,-0.01178,0.01961,0.02426"
ret_10d,low,30,0.7,0.007043791305717661,-0.034739676596917346,0.05426564621909129,4,"0.01731,-0.01101,0.05427,0.00778,0.01217,-0.03474,0.01416,-0.01130,0.01780,-0.00036,0.00734,0.01111"
