as_of,start,end,cached_source,future_price_rows_available,future_index_rows_available,final_route,same_codes,max_abs_weight_diff,sum_abs_weight_diff,left_names,right_names,leak_check_pass,portfolio_return,benchmark_return,excess_return
2026-01-30,2026-02-02,2026-02-06,submissions/stage2/backtests/probes/alpha_feature_route_v2_12w_20260510/hybrid_gate_20260130.csv,29907,60,factor_route,True,9.71445146547012e-17,1.687614891582312e-15,30,30,True,0.010852977233450257,-0.02677336652920015,0.03762634376265041
2026-03-02,2026-03-03,2026-03-09,submissions/stage2/backtests/probes/alpha_feature_route_v2_12w_20260510/hybrid_gate_20260302.csv,22428,45,factor_route,True,9.71445146547012e-17,1.687614891582312e-15,30,30,True,-0.007057361779545423,-0.043755877285399314,0.03669851550585389
2026-02-13,2026-02-24,2026-03-02,submissions/stage2/backtests/probes/alpha_feature_route_v2_12w_20260510/hybrid_gate_20260213.csv,24917,50,factor_route,True,9.71445146547012e-17,1.687614891582312e-15,30,30,True,0.18033882835140125,0.04322493233095415,0.1371138960204471
2026-04-14,2026-04-15,2026-04-21,submissions/stage2/backtests/probes/alpha_feature_route_v2_12w_20260510/hybrid_gate_20260414.csv,7485,15,factor_route,True,9.71445146547012e-17,1.687614891582312e-15,30,30,True,0.09106343246583522,0.022470971070408075,0.06859246139542714
2026-04-28,2026-04-29,2026-05-08,submissions/stage2/backtests/probes/alpha_feature_route_v2_12w_20260510/hybrid_gate_20260428.csv,2495,5,tree_consensus_drawdown_overlay_regime_alpha_secondary_alpha_final_confidence_alpha,True,9.71445146547012e-17,1.1529405902210854e-15,30,30,True,0.14105509072206932,0.05975284377875534,0.08130224694331398
