model,mean,sum,median,min,max,count,negative_windows
hybrid_gate,0.06210666666666667,0.37264,0.06414500000000001,0.03289,0.08130000000000001,6,0
hybrid_gate_quality,0.036013333333333335,0.21608,0.040685,0.00534,0.06419,6,0
