model,mean,sum,median,min,max,count,negative_windows
baseline_xgb,0.011524000000000001,0.057620000000000005,0.011699999999999999,-0.0032700000000000003,0.03189,5,2
gated_layered_lstm,0.010297999999999998,0.051489999999999994,0.014839999999999999,-0.01165,0.02634,5,1
tuned_xgb,0.010297999999999998,0.051489999999999994,0.014839999999999999,-0.01165,0.02634,5,1
lstm_rank_weight,0.008951999999999998,0.044759999999999994,0.00053,-0.01043,0.05574,5,2
lightgbm,0.008212,0.04106,0.01133,-0.00779,0.022850000000000002,5,1
