n,topk,power,mix_agg,mean,min,max,neg,keys,vals
4,50,2.0,0.25,0.06108905945267876,0.03226713312540244,0.11125978514607898,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03227,0.06104,0.11126,0.03331,0.03877,0.06756,0.04660,0.06408,0.07495,0.05563,0.06822,0.07938"
8,35,2.0,0.25,0.0610863274141784,0.032698024149281114,0.11492869300324776,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_regularized_top30_12w_20260509_summary_detail:hybrid_gate,"0.03270,0.05157,0.11493,0.03475,0.03480,0.06656,0.05844,0.06453,0.07481,0.05541,0.06638,0.07816"
5,30,0.8,0.75,0.06104924713479711,0.030937219398543506,0.12247457259092981,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03094,0.05908,0.12247,0.03414,0.03784,0.06804,0.06123,0.05516,0.06476,0.05978,0.06243,0.07671"
2,40,0.6,0.75,0.06099538205069189,0.030292140800177204,0.13079642362975508,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03029,0.05754,0.13080,0.03375,0.04547,0.06705,0.05624,0.05414,0.06346,0.05578,0.06165,0.07576"
2,50,1.3,0.5,0.06099431570025479,0.030251177265978355,0.1311194635872719,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03025,0.05688,0.13112,0.03395,0.04494,0.06367,0.04843,0.05755,0.06632,0.05907,0.06377,0.07598"
2,60,1.6,0.25,0.0609701013999582,0.030143623500803025,0.13212654141915528,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03014,0.05671,0.13213,0.03416,0.04421,0.06142,0.03837,0.06082,0.06953,0.06226,0.06575,0.07615"
3,50,0.8,0.75,0.060944260889008416,0.030937219398543506,0.13176181240158172,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03094,0.05843,0.13176,0.03297,0.04302,0.06804,0.05526,0.05516,0.06476,0.05185,0.06243,0.07671"
2,50,0.6,0.75,0.06085673700212965,0.030292140800177204,0.13079642362975508,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03029,0.05754,0.13080,0.03375,0.04547,0.06705,0.05458,0.05414,0.06346,0.05578,0.06165,0.07576"
4,50,1.3,0.75,0.060831395460640154,0.032278323313614896,0.11660145361918067,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03228,0.06054,0.11660,0.03290,0.04000,0.07064,0.05697,0.05725,0.06763,0.05257,0.06396,0.07864"
3,40,0.6,0.75,0.06077188852525366,0.030292140800177204,0.13079642362975508,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03029,0.05754,0.13080,0.03351,0.04443,0.06705,0.05624,0.05414,0.06346,0.05439,0.06165,0.07576"
2,60,1.3,0.5,0.06076277688676557,0.030251177265978355,0.1311194635872719,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03025,0.05688,0.13112,0.03395,0.04494,0.06367,0.04566,0.05755,0.06632,0.05907,0.06377,0.07598"
2,60,0.6,0.75,0.06076015914904983,0.030292140800177204,0.13079642362975508,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03029,0.05754,0.13080,0.03375,0.04547,0.06705,0.05342,0.05414,0.06346,0.05578,0.06165,0.07576"
8,30,1.3,0.75,0.060682893616482735,0.031918645918992954,0.11603544021355602,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_regularized_top30_12w_20260509_summary_detail:hybrid_gate,"0.03192,0.05842,0.11604,0.03381,0.03352,0.06959,0.06363,0.05743,0.06736,0.05607,0.06223,0.07817"
8,30,1.6,0.5,0.060672703875838015,0.03146344957451042,0.11831095106826742,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_regularized_top30_12w_20260509_summary_detail:hybrid_gate,"0.03146,0.05571,0.11831,0.03442,0.03398,0.06582,0.06237,0.05988,0.06914,0.05637,0.06349,0.07711"
3,60,0.8,0.75,0.06066914728914726,0.030937219398543506,0.13176181240158172,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03094,0.05843,0.13176,0.03294,0.04150,0.06804,0.05402,0.05516,0.06476,0.05134,0.06243,0.07671"
8,40,2.0,0.75,0.06066829387146775,0.033320585508271966,0.10874866756665558,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_regularized_top30_12w_20260509_summary_detail:hybrid_gate,"0.03342,0.05622,0.10875,0.03332,0.03414,0.07316,0.06182,0.05947,0.07064,0.05335,0.06369,0.08005"
2,80,0.6,0.75,0.060641963285490715,0.030292140800177204,0.13079642362975508,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03029,0.05754,0.13080,0.03375,0.04547,0.06705,0.05200,0.05414,0.06346,0.05578,0.06165,0.07576"
2,100,0.6,0.75,0.060641963285490715,0.030292140800177204,0.13079642362975508,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03029,0.05754,0.13080,0.03375,0.04547,0.06705,0.05200,0.05414,0.06346,0.05578,0.06165,0.07576"
3,30,1.3,0.25,0.06059833967202119,0.02822403121834181,0.1281222473706842,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.02822,0.05322,0.12812,0.03405,0.04068,0.05671,0.05622,0.05784,0.06500,0.07021,0.06358,0.07333"
4,60,1.3,0.75,0.060563289873457354,0.032278323313614896,0.11660145361918067,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03228,0.06054,0.11660,0.03288,0.03878,0.07064,0.05547,0.05725,0.06763,0.05208,0.06396,0.07864"
4,60,2.0,0.25,0.06051733027259489,0.03226713312540244,0.11125978514607898,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03227,0.06104,0.11126,0.03323,0.03824,0.06756,0.04163,0.06408,0.07495,0.05434,0.06822,0.07938"
8,35,1.6,0.75,0.06051404806877819,0.03261958885171927,0.11065021895335067,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_regularized_top30_12w_20260509_summary_detail:hybrid_gate,"0.03262,0.05680,0.11065,0.03382,0.03490,0.07114,0.06229,0.05841,0.06885,0.05472,0.06292,0.07905"
3,80,0.8,0.75,0.060513356161994825,0.030937219398543506,0.13176181240158172,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03094,0.05843,0.13176,0.03294,0.04120,0.06804,0.05244,0.05516,0.06476,0.05134,0.06243,0.07671"
3,100,0.8,0.75,0.060513356161994825,0.030937219398543506,0.13176181240158172,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03094,0.05843,0.13176,0.03294,0.04120,0.06804,0.05244,0.05516,0.06476,0.05134,0.06243,0.07671"
2,80,1.6,0.25,0.06047107389372989,0.030143623500803025,0.13212654141915528,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03014,0.05671,0.13213,0.03416,0.04421,0.06142,0.03238,0.06082,0.06953,0.06226,0.06575,0.07615"
2,100,1.6,0.25,0.06047107389372989,0.030143623500803025,0.13212654141915528,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03014,0.05671,0.13213,0.03416,0.04421,0.06142,0.03238,0.06082,0.06953,0.06226,0.06575,0.07615"
2,80,1.3,0.5,0.060454974676093655,0.030251177265978355,0.1311194635872719,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03025,0.05688,0.13112,0.03395,0.04494,0.06367,0.04196,0.05755,0.06632,0.05907,0.06377,0.07598"
2,100,1.3,0.5,0.060454974676093655,0.030251177265978355,0.1311194635872719,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.03025,0.05688,0.13112,0.03395,0.04494,0.06367,0.04196,0.05755,0.06632,0.05907,0.06377,0.07598"
4,30,0.6,0.75,0.0604479343092413,0.030292140800177204,0.12382779383598333,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03029,0.05754,0.12383,0.03332,0.03688,0.06705,0.06013,0.05414,0.06346,0.06132,0.06165,0.07576"
4,30,1.3,0.25,0.06042309100218065,0.02822403121834181,0.12966288887361696,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.02822,0.05322,0.12966,0.03452,0.03968,0.05671,0.05622,0.05784,0.06500,0.06710,0.06358,0.07333"
5,40,1.3,0.75,0.06042186326846671,0.032278323313614896,0.115239195704809,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03228,0.05628,0.11524,0.03294,0.03595,0.07064,0.05929,0.05725,0.06763,0.05496,0.06396,0.07864"
3,50,1.6,0.25,0.06041301091381621,0.030143623500803025,0.13212654141915528,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03014,0.05671,0.13213,0.03281,0.04334,0.06142,0.04286,0.06082,0.06953,0.05330,0.06575,0.07615"
4,35,1.3,0.5,0.06039979264612194,0.030251177265978355,0.12273013616923278,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03025,0.05688,0.12273,0.03383,0.03714,0.06367,0.05585,0.05755,0.06632,0.06083,0.06377,0.07598"
4,80,1.3,0.75,0.0603962165929644,0.032278323313614896,0.11660145361918067,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03228,0.06054,0.11660,0.03288,0.03868,0.07064,0.05357,0.05725,0.06763,0.05208,0.06396,0.07864"
4,100,1.3,0.75,0.0603962165929644,0.032278323313614896,0.11660145361918067,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03228,0.06054,0.11660,0.03288,0.03868,0.07064,0.05357,0.05725,0.06763,0.05208,0.06396,0.07864"
4,35,0.8,0.75,0.06035555898010645,0.030937219398543506,0.12177860185778142,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03094,0.05843,0.12178,0.03347,0.03570,0.06804,0.05886,0.05516,0.06476,0.05800,0.06243,0.07671"
5,60,1.6,0.75,0.0602894089543135,0.03275579441856572,0.11296444918403512,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03292,0.05553,0.11296,0.03276,0.03728,0.07221,0.05632,0.05825,0.06914,0.05183,0.06468,0.07958"
5,35,1.6,0.25,0.06027873192437747,0.030143623500803025,0.12284699728408599,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03014,0.05107,0.12285,0.03396,0.03677,0.06142,0.05417,0.06082,0.06953,0.06071,0.06575,0.07615"
5,35,1.0,0.75,0.060266574032872,0.03151939172406616,0.11666973593214328,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03152,0.05708,0.11667,0.03324,0.03628,0.06907,0.05979,0.05607,0.06597,0.05684,0.06311,0.07755"
4,40,1.0,0.75,0.06023642126773652,0.03151939172406617,0.11851272704830626,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03152,0.05930,0.11851,0.03317,0.03525,0.06907,0.05806,0.05607,0.06597,0.05527,0.06311,0.07755"
5,30,0.6,0.75,0.06017176284323302,0.030292140800177204,0.1202796222633625,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03029,0.05829,0.12028,0.03404,0.03789,0.06705,0.06013,0.05414,0.06346,0.05907,0.06165,0.07576"
3,50,1.3,0.5,0.060160287683907576,0.030251177265978355,0.1311194635872719,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03025,0.05688,0.13112,0.03284,0.04319,0.06367,0.04843,0.05755,0.06632,0.05192,0.06377,0.07598"
3,50,0.6,0.75,0.06016012059798983,0.030292140800177204,0.13079642362975508,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03029,0.05754,0.13080,0.03288,0.04299,0.06705,0.05458,0.05414,0.06346,0.05078,0.06165,0.07576"
5,50,1.6,0.75,0.060155787952036764,0.03277755951985177,0.11296444918403512,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03292,0.05553,0.11296,0.03278,0.03359,0.07221,0.05795,0.05825,0.06914,0.05227,0.06468,0.07958"
5,50,2.0,0.5,0.06013621907637295,0.032910790853166,0.11153281234115567,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03295,0.05109,0.11153,0.03291,0.03453,0.07091,0.05290,0.06171,0.07295,0.05327,0.06686,0.08002"
5,80,1.6,0.75,0.06011220082080013,0.03275579441856572,0.11296444918403512,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03292,0.05553,0.11296,0.03276,0.03723,0.07221,0.05424,0.05825,0.06914,0.05183,0.06468,0.07958"
5,100,1.6,0.75,0.06011220082080013,0.03275579441856572,0.11296444918403512,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03292,0.05553,0.11296,0.03276,0.03723,0.07221,0.05424,0.05825,0.06914,0.05183,0.06468,0.07958"
3,30,1.0,0.5,0.06008220040036575,0.028733314086880887,0.12832364198084822,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.02873,0.05440,0.12832,0.03391,0.03822,0.06053,0.05716,0.05518,0.06299,0.06568,0.06206,0.07380"
8,40,2.0,0.5,0.060078262979553626,0.033057258809163444,0.10784168814407036,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap|stage2_final_confidence_12w_20260509_summary_detail:hybrid_gate|stage2_shapegrid_regularized_12w_20260509_summary_detail:hybrid_gate|stage2_hybrid_gate_regularized_top30_12w_20260509_summary_detail:hybrid_gate,"0.03306,0.05238,0.10784,0.03365,0.03428,0.06986,0.05779,0.06200,0.07272,0.05322,0.06503,0.07910"
5,60,2.0,0.5,0.05998111918842747,0.03286247700945888,0.11153281234115567,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03295,0.05109,0.11153,0.03286,0.03686,0.07091,0.04952,0.06171,0.07295,0.05251,0.06686,0.08002"
4,80,2.0,0.25,0.0599658001449544,0.03226713312540244,0.11125978514607898,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03227,0.06104,0.11126,0.03323,0.03822,0.06756,0.03503,0.06408,0.07495,0.05434,0.06822,0.07938"
4,100,2.0,0.25,0.0599658001449544,0.03226713312540244,0.11125978514607898,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate,"0.03227,0.06104,0.11126,0.03323,0.03822,0.06756,0.03503,0.06408,0.07495,0.05434,0.06822,0.07938"
2,30,1.0,0.5,0.05992350321595502,0.028733314086880887,0.12832364198084822,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen,"0.02873,0.05440,0.12832,0.03377,0.04604,0.06053,0.05716,0.05518,0.06299,0.05610,0.06206,0.07380"
3,60,0.6,0.75,0.059886052751785775,0.030292140800177204,0.13079642362975508,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic,"0.03029,0.05754,0.13080,0.03285,0.04137,0.06705,0.05342,0.05414,0.06346,0.05030,0.06165,0.07576"
5,40,1.6,0.5,0.05987472308521508,0.03153090545428583,0.1152004459877321,0,stage2_factor_route_12w_20260509_summary_detail:hybrid_gate|stage2_factor_ic_dampen_12w_20260510_summary_detail:hybrid_gate_factor_ic_dampen|stage2_factor_ic_gate_12w_20260510_summary_detail:hybrid_gate_factor_ic|stage2_quality_gate_12w_20260509_summary_detail:hybrid_gate|stage2_adaptive_cap_12w_20260509_summary_detail:hybrid_gate_adaptive_cap,"0.03153,0.05225,0.11520,0.03319,0.03623,0.06681,0.05502,0.05954,0.06933,0.05631,0.06522,0.07786"
