model,mean,sum,median,min,max,count,negative_windows
hybrid_gate,0.06210666666666667,0.37264,0.06414500000000001,0.03289,0.08130000000000001,6,0
catboost_quantile,0.004456666666666666,0.026739999999999996,0.00459,-0.01872,0.029849999999999998,6,3
