top_k,alpha_xgb,rank_power,equal_mix,max_weight,route,reason,idx_ret_5d,idx_ret_20d,breadth_ret_5d_pos,median_ret_5d,feature_count,time_decay_half_life,time_decay_floor,selected_time_decay_half_life,selected_time_decay_floor,decay_reason,portfolio_mode,score_rank_blend,target_column,target_horizon,shape_horizon,xgb_n,lgb_n,intersection_n,xgb_top_k,xgb_rank_power,lgb_top_k,lgb_rank_power
50,0.05,1.6,0.0,0.08,tree_consensus,normal_tree_consensus,0.022470971070408075,0.11149179282450872,0.5691382765531062,0.0056457304163726185,14,120,0.5,120,0.5,adaptive_decay_on,score_prop,0.35,target_5d,5,5,40,55,31,40,0.5,55,0.5
