as_of,model,feature_set,features,train_rows,train_dates,alpha,corr_threshold,half_life_days,fullweek_weight,nonfull_weight,calendar_blend,risk_penalty,top_k,rank_power,max_weight,score_mix,n_names,max_observed_weight,effective_n,top_coefficients
2026-04-10,stage2_weekly_ridge_ranker,compact,20,386779,785,25.0,0.92,180.0,2.5,0.6,0.25,0.1,35,4.0,0.095,0.1,35,0.09500000000000001,14.777410528456723,gap_mean_20d_rank:0.007012 | ret_20d_rank:-0.006909 | ret_60d_rank:-0.005949 | close_location_ma20_rank:0.005398 | amount_z_20d_rank:-0.005292 | downside_vol_20d_rank:-0.004725 | mom_accel_5_20_rank:0.004713 | weekly_friday_derisk_rank:0.004285 | ret_3d_rank:-0.003033 | ret_5d_rank:-0.00285 | post_gap_reopen_flow_rank:-0.002643 | obv_20d_rank:0.002546 | month_end_defensive_rank:-0.002341 | ret_1d_rank:0.002254 | intraday_mean_5d_rank:-0.002238 | ret_10d_rank:-0.001957 | weekly_risk_appetite_rank:-0.001819 | month_start_flow_rank:0.001697 | vol_ratio_5_20_rank:0.001692 | trend_efficiency_20d_rank:-0.0003762
