as_of,model,feature_set,features,train_rows,train_dates,alpha,corr_threshold,half_life_days,fullweek_weight,nonfull_weight,calendar_blend,risk_penalty,top_k,rank_power,max_weight,score_mix,n_names,max_observed_weight,effective_n,top_coefficients
2026-02-27,stage2_weekly_ridge_ranker,compact,20,372337,756,25.0,0.92,180.0,2.5,0.6,0.25,0.1,35,4.0,0.095,0.1,35,0.095,14.819873776824352,ret_20d_rank:-0.01426 | obv_20d_rank:0.007291 | amount_z_20d_rank:-0.004972 | ret_5d_rank:-0.00486 | close_location_ma20_rank:0.004568 | gap_mean_20d_rank:0.004268 | weekly_friday_derisk_rank:0.002956 | ret_3d_rank:-0.002671 | ret_10d_rank:-0.002557 | post_gap_reopen_flow_rank:-0.002536 | month_start_flow_rank:0.002379 | weekly_risk_appetite_rank:-0.002152 | trend_efficiency_20d_rank:-0.001632 | vol_ratio_5_20_rank:-0.001342 | downside_vol_20d_rank:-0.001212 | ret_1d_rank:0.0008304 | intraday_mean_5d_rank:-0.0007451 | mom_accel_5_20_rank:0.0007104 | month_end_defensive_rank:-0.000239 | ret_60d_rank:-0.000177
