as_of,model,feature_set,features,train_rows,train_dates,alpha,corr_threshold,half_life_days,fullweek_weight,nonfull_weight,calendar_blend,risk_penalty,top_k,rank_power,max_weight,score_mix,n_names,max_observed_weight,effective_n,top_coefficients
2026-03-20,stage2_weekly_ridge_ranker,compact,20,379803,771,25.0,0.92,180.0,2.5,0.6,0.25,0.1,35,4.0,0.095,0.1,35,0.095,15.000183941579332,ret_20d_rank:-0.009741 | amount_z_20d_rank:-0.006644 | obv_20d_rank:0.006218 | downside_vol_20d_rank:-0.005872 | gap_mean_20d_rank:0.005339 | ret_60d_rank:-0.004746 | month_start_flow_rank:0.004204 | ret_3d_rank:-0.003883 | close_location_ma20_rank:0.003867 | ret_10d_rank:-0.003742 | weekly_friday_derisk_rank:0.003241 | post_gap_reopen_flow_rank:-0.002646 | mom_accel_5_20_rank:0.002251 | ret_5d_rank:-0.002234 | weekly_risk_appetite_rank:-0.001941 | ret_1d_rank:0.0014 | month_end_defensive_rank:-0.001338 | intraday_mean_5d_rank:0.001088 | trend_efficiency_20d_rank:-0.0009521 | vol_ratio_5_20_rank:-0.0009379
