as_of,model,feature_set,features,train_rows,train_dates,alpha,corr_threshold,half_life_days,fullweek_weight,nonfull_weight,calendar_blend,risk_penalty,top_k,rank_power,max_weight,score_mix,n_names,max_observed_weight,effective_n,top_coefficients
2026-01-30,stage2_weekly_ridge_ranker,compact,20,365355,742,25.0,0.92,180.0,2.5,0.6,0.25,0.1,35,4.0,0.095,0.1,35,0.09500000000000001,14.745791993792382,ret_20d_rank:-0.01588 | obv_20d_rank:0.00706 | gap_mean_20d_rank:0.005452 | amount_z_20d_rank:-0.004699 | weekly_friday_derisk_rank:0.003857 | close_location_ma20_rank:0.003855 | ret_5d_rank:-0.003196 | weekly_risk_appetite_rank:-0.003055 | month_start_flow_rank:0.002692 | vol_ratio_5_20_rank:-0.002432 | post_gap_reopen_flow_rank:-0.002361 | mom_accel_5_20_rank:-0.001851 | ret_10d_rank:-0.001584 | ret_60d_rank:-0.001421 | intraday_mean_5d_rank:-0.00137 | month_end_defensive_rank:-0.0009184 | ret_3d_rank:-0.0007044 | downside_vol_20d_rank:9.842e-05 | ret_1d_rank:-9.524e-05 | trend_efficiency_20d_rank:-9.145e-05
