mode,alpha_lstm,risk_penalty,top_k,rank_power,confidence_power,mean_excess,min_excess,std_excess,sum_excess,mean_port,count,utility
legacy,0.85,0.45,40,1.35,2.0,0.024958813849283158,0.023320754037243797,0.0026447856811824414,0.07487644154784948,0.027737038569161553,3,0.0350564353138655
legacy,0.95,0.3,35,2.0,2.5,0.027067371345296604,0.020081504053016154,0.00698503571378757,0.08120211403588981,0.029845596065174996,3,0.035056292812085735
legacy,0.9,0.2,35,1.35,2.5,0.027396543077407593,0.019194365673753037,0.007208726698326519,0.08218962923222278,0.03017476779728599,3,0.03495269862584748
legacy,0.95,0.2,35,1.6,2.5,0.027577432818869027,0.018935100939002067,0.007879528188474053,0.08273229845660708,0.03035565753874742,3,0.03491629901314885
legacy,0.95,0.05,40,1.35,2.5,0.027810946705963995,0.01845617691157879,0.00817455971084259,0.08343284011789198,0.030589171425842387,3,0.03489004235954806
legacy,0.9,0.2,40,2.0,2.5,0.027122564847992043,0.019352842418754207,0.00685571818436185,0.08136769454397613,0.02990078956787044,3,0.034802986208777156
legacy,0.9,0.05,40,1.6,3.0,0.02830188037018433,0.01754274335249918,0.009407060110144286,0.08490564111055299,0.03108010509006272,3,0.03478505586228731
legacy,0.95,0.1,35,1.6,3.0,0.02858688000084653,0.0169602599243706,0.010580556090697264,0.08576064000253959,0.03136510472072492,3,0.03463191355320871
legacy,0.9,0.3,35,2.0,2.5,0.026938718151632138,0.019282681773206353,0.007100443024100171,0.08081615445489641,0.02971694287151053,3,0.03455085849595997
legacy,0.95,0.45,40,1.6,1.5,0.024015441232041305,0.023617807704630792,0.0006697157705821513,0.07204632369612392,0.0267936659519197,3,0.03454299733353784
legacy,0.9,0.1,35,1.35,3.0,0.028144312871392418,0.01730038392665443,0.00955995817237077,0.08443293861417725,0.03092253759127081,3,0.0344954919125313
legacy,0.95,0.2,40,1.6,2.0,0.026204610375349612,0.0201491824601413,0.005316779519996609,0.07861383112604883,0.028982835095228004,3,0.03447422555441371
legacy,0.9,0.1,40,2.0,3.0,0.02795948408329267,0.01751741893367095,0.009238169217591439,0.08387845224987801,0.030737708803171063,3,0.03445659722080588
