alpha_lstm,long_weight,risk_penalty,top_k,rank_power,confidence_power,mode,as_of,start,end,portfolio_return,benchmark_return,excess_return,max_weight,n
0.85,0.0,0.1,40,1.35,1.5,legacy,20260422,20260423,20260427,0.020418920417814016,-0.009208492509891975,0.02962741292770599,0.0667162943803131,40
0.85,0.0,0.1,40,1.35,2.0,legacy,20260422,20260423,20260427,0.022235885048064147,-0.009208492509891975,0.03144437755795612,0.07647251479588082,40
0.85,0.0,0.1,40,1.35,2.5,legacy,20260422,20260423,20260427,0.02365797283257275,-0.009208492509891975,0.03286646534246472,0.0879584991831181,40
0.85,0.0,0.1,40,1.35,3.0,legacy,20260422,20260423,20260427,0.024746207648442736,-0.009208492509891975,0.03395470015833471,0.09911084459617372,40
0.85,0.0,0.1,40,1.6,1.5,legacy,20260422,20260423,20260427,0.02022682575368102,-0.009208492509891975,0.029435318263572995,0.07333225579896907,40
0.85,0.0,0.1,40,1.6,2.0,legacy,20260422,20260423,20260427,0.022176623920370085,-0.009208492509891975,0.03138511643026206,0.07788088234882902,40
0.85,0.0,0.1,40,1.6,2.5,legacy,20260422,20260423,20260427,0.02374172208084826,-0.009208492509891975,0.03295021459074023,0.08918545972179284,40
0.85,0.0,0.1,40,1.6,3.0,legacy,20260422,20260423,20260427,0.02502239685844378,-0.009208492509891975,0.03423088936833575,0.10000000000000002,40
0.85,0.0,0.1,40,2.0,1.5,legacy,20260422,20260423,20260427,0.019739258070702582,-0.009208492509891975,0.028947750580594556,0.08538772094574015,40
0.85,0.0,0.1,40,2.0,2.0,legacy,20260422,20260423,20260427,0.02190207989275239,-0.009208492509891975,0.031110572402644365,0.0852038966842379,40
0.85,0.0,0.1,40,2.0,2.5,legacy,20260422,20260423,20260427,0.023700573506659522,-0.009208492509891975,0.0329090660165515,0.09050035209572771,40
0.85,0.0,0.1,40,2.0,3.0,legacy,20260422,20260423,20260427,0.02527681758070321,-0.009208492509891975,0.03448531009059519,0.1,40
0.85,0.0,0.2,35,1.35,1.5,legacy,20260422,20260423,20260427,0.019768900182315703,-0.009208492509891975,0.028977392692207678,0.07308622485253276,35
0.85,0.0,0.2,35,1.35,2.0,legacy,20260422,20260423,20260427,0.021536108792026158,-0.009208492509891975,0.030744601301918133,0.08559558401543617,35
0.85,0.0,0.2,35,1.35,2.5,legacy,20260422,20260423,20260427,0.022962214355095437,-0.009208492509891975,0.03217070686498741,0.09956872442989344,35
0.85,0.0,0.2,35,1.35,3.0,legacy,20260422,20260423,20260427,0.024550496788183003,-0.009208492509891975,0.03375898929807498,0.1,35
0.85,0.0,0.2,35,1.6,1.5,legacy,20260422,20260423,20260427,0.019368873404808445,-0.009208492509891975,0.02857736591470042,0.08202540964638955,35
0.85,0.0,0.2,35,1.6,2.0,legacy,20260422,20260423,20260427,0.02132504995915299,-0.009208492509891975,0.030533542469044963,0.08548542163315545,35
0.85,0.0,0.2,35,1.6,2.5,legacy,20260422,20260423,20260427,0.022969940708514516,-0.009208492509891975,0.032178433218406494,0.09999999999999998,35
0.85,0.0,0.2,35,1.6,3.0,legacy,20260422,20260423,20260427,0.024917055577087024,-0.009208492509891975,0.034125548086979,0.1,35
0.85,0.0,0.2,35,2.0,1.5,legacy,20260422,20260423,20260427,0.018542337153147622,-0.009208492509891975,0.027750829663039597,0.0963913202052844,35
0.85,0.0,0.2,35,2.0,2.0,legacy,20260422,20260423,20260427,0.020767215683590984,-0.009208492509891975,0.02997570819348296,0.09455754092856974,35
0.85,0.0,0.2,35,2.0,2.5,legacy,20260422,20260423,20260427,0.022709884988611564,-0.009208492509891975,0.03191837749850354,0.09895761342598781,35
0.85,0.0,0.2,35,2.0,3.0,legacy,20260422,20260423,20260427,0.025053591336740774,-0.009208492509891975,0.03426208384663275,0.10000000000000003,35
0.85,0.0,0.2,40,1.35,1.5,legacy,20260422,20260423,20260427,0.01989770490070405,-0.009208492509891975,0.029106197410596026,0.06832643224861236,40
0.85,0.0,0.2,40,1.35,2.0,legacy,20260422,20260423,20260427,0.021481809831101418,-0.009208492509891975,0.030690302340993392,0.08093579620443954,40
0.85,0.0,0.2,40,1.35,2.5,legacy,20260422,20260423,20260427,0.022701099949774105,-0.009208492509891975,0.031909592459666083,0.09340981826809268,40
0.85,0.0,0.2,40,1.35,3.0,legacy,20260422,20260423,20260427,0.023856168983268807,-0.009208492509891975,0.033064661493160785,0.09999999999999998,40
0.85,0.0,0.2,40,1.6,1.5,legacy,20260422,20260423,20260427,0.01968530185466024,-0.009208492509891975,0.028893794364552215,0.06981520998055968,40
0.85,0.0,0.2,40,1.6,2.0,legacy,20260422,20260423,20260427,0.02140959792271065,-0.009208492509891975,0.030618090432602624,0.08208585545992125,40
0.85,0.0,0.2,40,1.6,2.5,legacy,20260422,20260423,20260427,0.022780121019655146,-0.009208492509891975,0.03198861352954712,0.09530035767292265,40
0.85,0.0,0.2,40,1.6,3.0,legacy,20260422,20260423,20260427,0.024209735792184273,-0.009208492509891975,0.03341822830207625,0.1,40
0.85,0.0,0.2,40,2.0,1.5,legacy,20260422,20260423,20260427,0.019149599496279604,-0.009208492509891975,0.02835809200617158,0.08191125670757424,40
0.85,0.0,0.2,40,2.0,2.0,legacy,20260422,20260423,20260427,0.021099397471490654,-0.009208492509891975,0.03030788998138263,0.0823189625735099,40
0.85,0.0,0.2,40,2.0,2.5,legacy,20260422,20260423,20260427,0.022719920295139147,-0.009208492509891975,0.03192841280503112,0.09653433679556683,40
0.85,0.0,0.2,40,2.0,3.0,legacy,20260422,20260423,20260427,0.02451941593756773,-0.009208492509891975,0.03372790844745971,0.1,40
0.85,0.0,0.3,35,1.35,1.5,legacy,20260422,20260423,20260427,0.01939375157099962,-0.009208492509891975,0.028602244080891594,0.07769654146589497,35
0.85,0.0,0.3,35,1.35,2.0,legacy,20260422,20260423,20260427,0.021080790099279288,-0.009208492509891975,0.030289282609171263,0.09365144150080708,35
0.85,0.0,0.3,35,1.35,2.5,legacy,20260422,20260423,20260427,0.022689018476369522,-0.009208492509891975,0.03189751098626149,0.09999999999999998,35
0.85,0.0,0.3,35,1.35,3.0,legacy,20260422,20260423,20260427,0.02296858876399516,-0.009208492509891975,0.03217708127388713,0.09999999999999998,35
0.85,0.0,0.3,35,1.6,1.5,legacy,20260422,20260423,20260427,0.019009792436954595,-0.009208492509891975,0.02821828494684657,0.0774747092836241,35
0.85,0.0,0.3,35,1.6,2.0,legacy,20260422,20260423,20260427,0.020914348132765874,-0.009208492509891975,0.03012284064265785,0.09433220762595002,35
0.85,0.0,0.3,35,1.6,2.5,legacy,20260422,20260423,20260427,0.022889707088852913,-0.009208492509891975,0.03209819959874489,0.1,35
0.85,0.0,0.3,35,1.6,3.0,legacy,20260422,20260423,20260427,0.02338719016480343,-0.009208492509891975,0.032595682674695405,0.1,35
0.85,0.0,0.3,35,2.0,1.5,legacy,20260422,20260423,20260427,0.01817437901194015,-0.009208492509891975,0.027382871521832126,0.08893638237842207,35
0.85,0.0,0.3,35,2.0,2.0,legacy,20260422,20260423,20260427,0.020391533896426565,-0.009208492509891975,0.02960002640631854,0.09319033862068206,35
0.85,0.0,0.3,35,2.0,2.5,legacy,20260422,20260423,20260427,0.02275669996144066,-0.009208492509891975,0.031965192471332636,0.1,35
0.85,0.0,0.3,35,2.0,3.0,legacy,20260422,20260423,20260427,0.023883484838842135,-0.009208492509891975,0.033091977348734106,0.1,35
0.85,0.0,0.3,40,1.35,1.5,legacy,20260422,20260423,20260427,0.019465226547669058,-0.009208492509891975,0.028673719057561033,0.0734929680256435,40
0.85,0.0,0.3,40,1.35,2.0,legacy,20260422,20260423,20260427,0.020935204284544574,-0.009208492509891975,0.03014369679443655,0.08771765985763076,40
0.85,0.0,0.3,40,1.35,2.5,legacy,20260422,20260423,20260427,0.02208282054249992,-0.009208492509891975,0.0312913130523919,0.10000000000000002,40
0.85,0.0,0.3,40,1.35,3.0,legacy,20260422,20260423,20260427,0.022505097403984414,-0.009208492509891975,0.03171358991387639,0.10000000000000002,40
0.85,0.0,0.3,40,1.6,1.5,legacy,20260422,20260423,20260427,0.01927498863381235,-0.009208492509891975,0.028483481143704324,0.07448063965195714,40
0.85,0.0,0.3,40,1.6,2.0,legacy,20260422,20260423,20260427,0.02090489374339405,-0.009208492509891975,0.030113386253286023,0.08955535413800744,40
0.85,0.0,0.3,40,1.6,2.5,legacy,20260422,20260423,20260427,0.022331131625701973,-0.009208492509891975,0.03153962413559395,0.09999999999999998,40
0.85,0.0,0.3,40,1.6,3.0,legacy,20260422,20260423,20260427,0.022817468246669293,-0.009208492509891975,0.032025960756561264,0.10000000000000002,40
0.85,0.0,0.3,40,2.0,1.5,legacy,20260422,20260423,20260427,0.01875948744349564,-0.009208492509891975,0.027967979953387616,0.07473002156102614,40
0.85,0.0,0.3,40,2.0,2.0,legacy,20260422,20260423,20260427,0.020649522960337965,-0.009208492509891975,0.02985801547022994,0.09080655981175818,40
0.85,0.0,0.3,40,2.0,2.5,legacy,20260422,20260423,20260427,0.022460770236198885,-0.009208492509891975,0.03166926274609086,0.1,40
0.85,0.0,0.3,40,2.0,3.0,legacy,20260422,20260423,20260427,0.02323806222310902,-0.009208492509891975,0.032446554733000996,0.09999999999999998,40
0.85,0.0,0.45,35,1.35,1.5,legacy,20260422,20260423,20260427,0.017323236875872058,-0.009208492509891975,0.026531729385764032,0.08568542048122821,35
0.85,0.0,0.45,35,1.35,2.0,legacy,20260422,20260423,20260427,0.01874844478515356,-0.009208492509891975,0.027956937295045534,0.1,35
0.85,0.0,0.45,35,1.35,2.5,legacy,20260422,20260423,20260427,0.01876809373059583,-0.009208492509891975,0.027976586240487804,0.1,35
0.85,0.0,0.45,35,1.35,3.0,legacy,20260422,20260423,20260427,0.01861528496247899,-0.009208492509891975,0.027823777472370966,0.10000000000000002,35
0.85,0.0,0.45,35,1.6,1.5,legacy,20260422,20260423,20260427,0.016825137822828053,-0.009208492509891975,0.026033630332720027,0.08621513321681502,35
0.85,0.0,0.45,35,1.6,2.0,legacy,20260422,20260423,20260427,0.018533758462631177,-0.009208492509891975,0.027742250972523152,0.1,35
0.85,0.0,0.45,35,1.6,2.5,legacy,20260422,20260423,20260427,0.01866424288509222,-0.009208492509891975,0.027872735394984194,0.1,35
0.85,0.0,0.45,35,1.6,3.0,legacy,20260422,20260423,20260427,0.018601732847493408,-0.009208492509891975,0.027810225357385383,0.1,35
0.85,0.0,0.45,35,2.0,1.5,legacy,20260422,20260423,20260427,0.01578261700952283,-0.009208492509891975,0.024991109519414804,0.0922815742929066,35
0.85,0.0,0.45,35,2.0,2.0,legacy,20260422,20260423,20260427,0.017845578683109944,-0.009208492509891975,0.02705407119300192,0.09999999999999998,35
0.85,0.0,0.45,35,2.0,2.5,legacy,20260422,20260423,20260427,0.018341706362009793,-0.009208492509891975,0.027550198871901768,0.10000000000000002,35
0.85,0.0,0.45,35,2.0,3.0,legacy,20260422,20260423,20260427,0.018441727134258828,-0.009208492509891975,0.027650219644150802,0.1,35
0.85,0.0,0.45,40,1.35,1.5,legacy,20260422,20260423,20260427,0.0175178915191008,-0.009208492509891975,0.026726384028992776,0.08022825874169984,40
0.85,0.0,0.45,40,1.35,2.0,legacy,20260422,20260423,20260427,0.018801494013811634,-0.009208492509891975,0.02800998652370361,0.0968278175688525,40
0.85,0.0,0.45,40,1.35,2.5,legacy,20260422,20260423,20260427,0.01893613607157866,-0.009208492509891975,0.028144628581470633,0.09999999999999998,40
0.85,0.0,0.45,40,1.35,3.0,legacy,20260422,20260423,20260427,0.0187616846049777,-0.009208492509891975,0.027970177114869675,0.1,40
0.85,0.0,0.45,40,1.6,1.5,legacy,20260422,20260423,20260427,0.01723710016789193,-0.009208492509891975,0.026445592677783906,0.08187918841963704,40
0.85,0.0,0.45,40,1.6,2.0,legacy,20260422,20260423,20260427,0.01863799545503421,-0.009208492509891975,0.027846487964926184,0.09911165353987496,40
0.85,0.0,0.45,40,1.6,2.5,legacy,20260422,20260423,20260427,0.018850612767772702,-0.009208492509891975,0.028059105277664677,0.1,40
0.85,0.0,0.45,40,1.6,3.0,legacy,20260422,20260423,20260427,0.01872225828376778,-0.009208492509891975,0.027930750793659753,0.10000000000000002,40
0.85,0.0,0.45,40,2.0,1.5,legacy,20260422,20260423,20260427,0.016570436547045174,-0.009208492509891975,0.02577892905693715,0.08295253295468213,40
0.85,0.0,0.45,40,2.0,2.0,legacy,20260422,20260423,20260427,0.01823194511414602,-0.009208492509891975,0.027440437624037993,0.1,40
0.85,0.0,0.45,40,2.0,2.5,legacy,20260422,20260423,20260427,0.018619981387044328,-0.009208492509891975,0.027828473896936302,0.1,40
0.85,0.0,0.45,40,2.0,3.0,legacy,20260422,20260423,20260427,0.018590250817690432,-0.009208492509891975,0.027798743327582406,0.1,40
0.9,0.0,0.0,35,1.35,1.5,legacy,20260422,20260423,20260427,0.01786797169010964,-0.009208492509891975,0.027076464200001614,0.0857822770453286,35
0.9,0.0,0.0,35,1.35,2.0,legacy,20260422,20260423,20260427,0.020101964088646392,-0.009208492509891975,0.029310456598538367,0.0933081779559551,35
0.9,0.0,0.0,35,1.35,2.5,legacy,20260422,20260423,20260427,0.021949472256730298,-0.009208492509891975,0.031157964766622272,0.09869963749846096,35
0.9,0.0,0.0,35,1.35,3.0,legacy,20260422,20260423,20260427,0.023434493533773575,-0.009208492509891975,0.03264298604366555,0.1,35
0.9,0.0,0.0,35,1.6,1.5,legacy,20260422,20260423,20260427,0.017180518791464733,-0.009208492509891975,0.026389011301356707,0.09283089180788244,35
0.9,0.0,0.0,35,1.6,2.0,legacy,20260422,20260423,20260427,0.01947794631234572,-0.009208492509891975,0.028686438822237696,0.10000000000000003,35
0.9,0.0,0.0,35,1.6,2.5,legacy,20260422,20260423,20260427,0.021368455228283754,-0.009208492509891975,0.03057694773817573,0.10000000000000002,35
0.9,0.0,0.0,35,1.6,3.0,legacy,20260422,20260423,20260427,0.022968519283191092,-0.009208492509891975,0.03217701179308306,0.1,35
0.9,0.0,0.0,35,2.0,1.5,legacy,20260422,20260423,20260427,0.015954894883708506,-0.009208492509891975,0.02516338739360048,0.1,35
0.9,0.0,0.0,35,2.0,2.0,legacy,20260422,20260423,20260427,0.01858542539984555,-0.009208492509891975,0.027793917909737526,0.1,35
0.9,0.0,0.0,35,2.0,2.5,legacy,20260422,20260423,20260427,0.02083590187059249,-0.009208492509891975,0.030044394380484465,0.09999999999999998,35
0.9,0.0,0.0,35,2.0,3.0,legacy,20260422,20260423,20260427,0.02266123400126215,-0.009208492509891975,0.03186972651115412,0.1,35
0.9,0.0,0.0,40,1.35,1.5,legacy,20260422,20260423,20260427,0.01839138159823854,-0.009208492509891975,0.027599874108130515,0.07538057807099942,40
0.9,0.0,0.0,40,1.35,2.0,legacy,20260422,20260423,20260427,0.020526776613770406,-0.009208492509891975,0.02973526912366238,0.08132215409493035,40
0.9,0.0,0.0,40,1.35,2.5,legacy,20260422,20260423,20260427,0.022245880151625597,-0.009208492509891975,0.03145437266151757,0.08537003617623347,40
0.9,0.0,0.0,40,1.35,3.0,legacy,20260422,20260423,20260427,0.023595467278273576,-0.009208492509891975,0.032803959788165554,0.08769540108738375,40
0.9,0.0,0.0,40,1.6,1.5,legacy,20260422,20260423,20260427,0.01788791726859953,-0.009208492509891975,0.027096409778491506,0.08186633046519413,40
0.9,0.0,0.0,40,1.6,2.0,legacy,20260422,20260423,20260427,0.020094294832037108,-0.009208492509891975,0.029302787341929083,0.08880412135516866,40
0.9,0.0,0.0,40,1.6,2.5,legacy,20260422,20260423,20260427,0.02190071658203849,-0.009208492509891975,0.031109209091930465,0.09370609916482561,40
0.9,0.0,0.0,40,1.6,3.0,legacy,20260422,20260423,20260427,0.023349717334961387,-0.009208492509891975,0.03255820984485336,0.09672390843384394,40
0.9,0.0,0.0,40,2.0,1.5,legacy,20260422,20260423,20260427,0.01694782741275788,-0.009208492509891975,0.026156319922649853,0.0915808600345894,40
0.9,0.0,0.0,40,2.0,2.0,legacy,20260422,20260423,20260427,0.019254442826197683,-0.009208492509891975,0.028462935336089658,0.10000000000000002,40
0.9,0.0,0.0,40,2.0,2.5,legacy,20260422,20260423,20260427,0.02112546769965965,-0.009208492509891975,0.030333960209551626,0.1,40
0.9,0.0,0.0,40,2.0,3.0,legacy,20260422,20260423,20260427,0.02269982591272697,-0.009208492509891975,0.031908318422618945,0.1,40
0.9,0.0,0.05,35,1.35,1.5,legacy,20260422,20260423,20260427,0.017992137735578135,-0.009208492509891975,0.02720063024547011,0.08384227217863753,35
0.9,0.0,0.05,35,1.35,2.0,legacy,20260422,20260423,20260427,0.020095023333251444,-0.009208492509891975,0.02930351584314342,0.08601550743761208,35
0.9,0.0,0.05,35,1.35,2.5,legacy,20260422,20260423,20260427,0.021857877102982672,-0.009208492509891975,0.031066369612874647,0.08814404364755928,35
0.9,0.0,0.05,35,1.35,3.0,legacy,20260422,20260423,20260427,0.02332342436669957,-0.009208492509891975,0.03253191687659154,0.09237298579867884,35
0.9,0.0,0.05,35,1.6,1.5,legacy,20260422,20260423,20260427,0.017337616800226247,-0.009208492509891975,0.02654610931011822,0.09323739826402787,35
0.9,0.0,0.05,35,1.6,2.0,legacy,20260422,20260423,20260427,0.019533166378542657,-0.009208492509891975,0.02874165888843463,0.09632924354646664,35
0.9,0.0,0.05,35,1.6,2.5,legacy,20260422,20260423,20260427,0.02141248622662882,-0.009208492509891975,0.030620978736520796,0.09705105889330967,35
0.9,0.0,0.05,35,1.6,3.0,legacy,20260422,20260423,20260427,0.023014399743047496,-0.009208492509891975,0.03222289225293947,0.09831149057183576,35
0.9,0.0,0.05,35,2.0,1.5,legacy,20260422,20260423,20260427,0.016224246056157025,-0.009208492509891975,0.025432738566049,0.09999999999999998,35
0.9,0.0,0.05,35,2.0,2.0,legacy,20260422,20260423,20260427,0.01858196994222582,-0.009208492509891975,0.027790462452117793,0.1,35
0.9,0.0,0.05,35,2.0,2.5,legacy,20260422,20260423,20260427,0.020665277997082326,-0.009208492509891975,0.0298737705069743,0.09999999999999998,35
0.9,0.0,0.05,35,2.0,3.0,legacy,20260422,20260423,20260427,0.02241971143034484,-0.009208492509891975,0.03162820394023681,0.10000000000000002,35
0.9,0.0,0.05,40,1.35,1.5,legacy,20260422,20260423,20260427,0.018455748139766727,-0.009208492509891975,0.0276642406496587,0.07206906887835902,40
0.9,0.0,0.05,40,1.35,2.0,legacy,20260422,20260423,20260427,0.02044990183337406,-0.009208492509891975,0.029658394343266035,0.07429237741095053,40
