alpha_lstm,long_weight,risk_penalty,top_k,rank_power,confidence_power,mode,as_of,start,end,portfolio_return,benchmark_return,excess_return,max_weight,n
0.95,0.0,0.05,40,1.35,2.5,legacy,20260422,20260423,20260427,0.022189133800037078,-0.009208492509891975,0.03139762630992905,0.08389842877786004,40
0.95,0.0,0.05,40,1.35,3.0,legacy,20260422,20260423,20260427,0.024333060272597323,-0.009208492509891975,0.0335415527824893,0.09422422780972627,40
0.95,0.0,0.05,40,1.6,1.5,legacy,20260422,20260423,20260427,0.016382131118569846,-0.009208492509891975,0.02559062362846182,0.08634441002002481,40
0.95,0.0,0.05,40,1.6,2.0,legacy,20260422,20260423,20260427,0.01897719251210821,-0.009208492509891975,0.028185685022000185,0.09041215768389618,40
0.95,0.0,0.05,40,1.6,2.5,legacy,20260422,20260423,20260427,0.021334329998636208,-0.009208492509891975,0.030542822508528182,0.09203651133399599,40
0.95,0.0,0.05,40,1.6,3.0,legacy,20260422,20260423,20260427,0.023477364786856136,-0.009208492509891975,0.03268585729674811,0.09396816804647383,40
0.95,0.0,0.05,40,2.0,1.5,legacy,20260422,20260423,20260427,0.01498452517550968,-0.009208492509891975,0.024193017685401656,0.09956182911230424,40
0.95,0.0,0.05,40,2.0,2.0,legacy,20260422,20260423,20260427,0.01753987745904342,-0.009208492509891975,0.026748369968935395,0.09999999999999998,40
0.95,0.0,0.05,40,2.0,2.5,legacy,20260422,20260423,20260427,0.019853669551123644,-0.009208492509891975,0.02906216206101562,0.1,40
0.95,0.0,0.05,40,2.0,3.0,legacy,20260422,20260423,20260427,0.021969988951641928,-0.009208492509891975,0.031178481461533902,0.1,40
0.95,0.0,0.1,35,1.35,1.5,legacy,20260422,20260423,20260427,0.016388875794176576,-0.009208492509891975,0.02559736830406855,0.08881889909456638,35
0.95,0.0,0.1,35,1.35,2.0,legacy,20260422,20260423,20260427,0.018796183416610625,-0.009208492509891975,0.0280046759265026,0.09194502778602932,35
0.95,0.0,0.1,35,1.35,2.5,legacy,20260422,20260423,20260427,0.021037320468733803,-0.009208492509891975,0.030245812978625778,0.09259577762680406,35
0.95,0.0,0.1,35,1.35,3.0,legacy,20260422,20260423,20260427,0.023126767843148717,-0.009208492509891975,0.03233526035304069,0.09789632730575622,35
0.95,0.0,0.1,35,1.6,1.5,legacy,20260422,20260423,20260427,0.015292878023027999,-0.009208492509891975,0.024501370532919974,0.09867481880373662,35
0.95,0.0,0.1,35,1.6,2.0,legacy,20260422,20260423,20260427,0.017660904237331704,-0.009208492509891975,0.02686939674722368,0.10000000000000002,35
0.95,0.0,0.1,35,1.6,2.5,legacy,20260422,20260423,20260427,0.019881699985795576,-0.009208492509891975,0.02909019249568755,0.10000000000000002,35
0.95,0.0,0.1,35,1.6,3.0,legacy,20260422,20260423,20260427,0.021941398098931354,-0.009208492509891975,0.031149890608823328,0.09999999999999998,35
0.95,0.0,0.1,35,2.0,1.5,legacy,20260422,20260423,20260427,0.013655946281191053,-0.009208492509891975,0.022864438791083026,0.1,35
0.95,0.0,0.1,35,2.0,2.0,legacy,20260422,20260423,20260427,0.016027934963345647,-0.009208492509891975,0.02523642747323762,0.1,35
0.95,0.0,0.1,35,2.0,2.5,legacy,20260422,20260423,20260427,0.018339441291288568,-0.009208492509891975,0.027547933801180542,0.10000000000000003,35
0.95,0.0,0.1,35,2.0,3.0,legacy,20260422,20260423,20260427,0.020790390766083255,-0.009208492509891975,0.02999888327597523,0.1,35
0.95,0.0,0.1,40,1.35,1.5,legacy,20260422,20260423,20260427,0.01716065299317046,-0.009208492509891975,0.026369145503062436,0.07649149213984764,40
0.95,0.0,0.1,40,1.35,2.0,legacy,20260422,20260423,20260427,0.019694595766259985,-0.009208492509891975,0.02890308827615196,0.07852914132248302,40
0.95,0.0,0.1,40,1.35,2.5,legacy,20260422,20260423,20260427,0.021988528922745606,-0.009208492509891975,0.03119702143263758,0.08433796494642012,40
0.95,0.0,0.1,40,1.35,3.0,legacy,20260422,20260423,20260427,0.024060322912077853,-0.009208492509891975,0.03326881542196983,0.098093707385339,40
0.95,0.0,0.1,40,1.6,1.5,legacy,20260422,20260423,20260427,0.01642644889939259,-0.009208492509891975,0.025634941409284566,0.08497595329679006,40
0.95,0.0,0.1,40,1.6,2.0,legacy,20260422,20260423,20260427,0.018894163749048558,-0.009208492509891975,0.028102656258940532,0.08771094995913009,40
0.95,0.0,0.1,40,1.6,2.5,legacy,20260422,20260423,20260427,0.02115976217696808,-0.009208492509891975,0.030368254686860056,0.08806990718467392,40
0.95,0.0,0.1,40,1.6,3.0,legacy,20260422,20260423,20260427,0.02323933735639422,-0.009208492509891975,0.03244782986628619,0.09550325533375417,40
0.95,0.0,0.1,40,2.0,1.5,legacy,20260422,20260423,20260427,0.015037777705087336,-0.009208492509891975,0.024246270214979312,0.09846871468162222,40
0.95,0.0,0.1,40,2.0,2.0,legacy,20260422,20260423,20260427,0.01742612553703813,-0.009208492509891975,0.026634618046930104,0.10000000000000002,40
0.95,0.0,0.1,40,2.0,2.5,legacy,20260422,20260423,20260427,0.019652485848420345,-0.009208492509891975,0.02886097835831232,0.09999999999999998,40
0.95,0.0,0.1,40,2.0,3.0,legacy,20260422,20260423,20260427,0.021701623461775794,-0.009208492509891975,0.03091011597166777,0.10000000000000002,40
0.95,0.0,0.2,35,1.35,1.5,legacy,20260422,20260423,20260427,0.016651991953914147,-0.009208492509891975,0.02586048446380612,0.08608880746091782,35
0.95,0.0,0.2,35,1.35,2.0,legacy,20260422,20260423,20260427,0.01915997890069096,-0.009208492509891975,0.028368471410582935,0.08681132138854751,35
0.95,0.0,0.2,35,1.35,2.5,legacy,20260422,20260423,20260427,0.021479598858482944,-0.009208492509891975,0.030688091368374918,0.09161991369391016,35
0.95,0.0,0.2,35,1.35,3.0,legacy,20260422,20260423,20260427,0.02398303220118176,-0.009208492509891975,0.033191524711073735,0.10000000000000002,35
0.95,0.0,0.2,35,1.6,1.5,legacy,20260422,20260423,20260427,0.01550564966396691,-0.009208492509891975,0.024714142173858887,0.09632177883667863,35
0.95,0.0,0.2,35,1.6,2.0,legacy,20260422,20260423,20260427,0.01794049244172127,-0.009208492509891975,0.027148984951613244,0.09788742606865548,35
0.95,0.0,0.2,35,1.6,2.5,legacy,20260422,20260423,20260427,0.020226462761789566,-0.009208492509891975,0.02943495527168154,0.09680777167914242,35
0.95,0.0,0.2,35,1.6,3.0,legacy,20260422,20260423,20260427,0.022521597455329053,-0.009208492509891975,0.03173008996522103,0.10000000000000002,35
0.95,0.0,0.2,35,2.0,1.5,legacy,20260422,20260423,20260427,0.013658609474781614,-0.009208492509891975,0.022867101984673587,0.09999999999999998,35
0.95,0.0,0.2,35,2.0,2.0,legacy,20260422,20260423,20260427,0.016023620012387243,-0.009208492509891975,0.025232112522279217,0.10000000000000002,35
0.95,0.0,0.2,35,2.0,2.5,legacy,20260422,20260423,20260427,0.01838394049148198,-0.009208492509891975,0.027592433001373956,0.1,35
0.95,0.0,0.2,35,2.0,3.0,legacy,20260422,20260423,20260427,0.020830199179926366,-0.009208492509891975,0.03003869168981834,0.09999999999999998,35
0.95,0.0,0.2,40,1.35,1.5,legacy,20260422,20260423,20260427,0.01732267726662304,-0.009208492509891975,0.026531169776515016,0.07354501087991253,40
0.95,0.0,0.2,40,1.35,2.0,legacy,20260422,20260423,20260427,0.01990544127675028,-0.009208492509891975,0.029113933786642253,0.07642471027036153,40
0.95,0.0,0.2,40,1.35,2.5,legacy,20260422,20260423,20260427,0.02222312637725011,-0.009208492509891975,0.03143161888714208,0.09160948397876496,40
0.95,0.0,0.2,40,1.35,3.0,legacy,20260422,20260423,20260427,0.024617088604559523,-0.009208492509891975,0.0338255811144515,0.10000000000000002,40
0.95,0.0,0.2,40,1.6,1.5,legacy,20260422,20260423,20260427,0.01660870386612204,-0.009208492509891975,0.025817196376014016,0.08217005115395026,40
0.95,0.0,0.2,40,1.6,2.0,legacy,20260422,20260423,20260427,0.019148052720181184,-0.009208492509891975,0.02835654523007316,0.08259610738005911,40
0.95,0.0,0.2,40,1.6,2.5,legacy,20260422,20260423,20260427,0.021464363760196746,-0.009208492509891975,0.03067285627008872,0.08938979452445639,40
0.95,0.0,0.2,40,1.6,3.0,legacy,20260422,20260423,20260427,0.023803938569346844,-0.009208492509891975,0.03301243107923882,0.10000000000000003,40
0.95,0.0,0.2,40,2.0,1.5,legacy,20260422,20260423,20260427,0.015200686085843618,-0.009208492509891975,0.024409178595735593,0.09607985428790179,40
0.95,0.0,0.2,40,2.0,2.0,legacy,20260422,20260423,20260427,0.017648552332861146,-0.009208492509891975,0.02685704484275312,0.09754031878251915,40
0.95,0.0,0.2,40,2.0,2.5,legacy,20260422,20260423,20260427,0.019932774030845115,-0.009208492509891975,0.02914126654073709,0.09636321746550996,40
0.95,0.0,0.2,40,2.0,3.0,legacy,20260422,20260423,20260427,0.022070855892814028,-0.009208492509891975,0.031279348402706006,0.10000000000000002,40
0.95,0.0,0.3,35,1.35,1.5,legacy,20260422,20260423,20260427,0.01611366535380231,-0.009208492509891975,0.025322157863694284,0.07795864756915996,35
0.95,0.0,0.3,35,1.35,2.0,legacy,20260422,20260423,20260427,0.018785086037576934,-0.009208492509891975,0.02799357854746891,0.0850199058616486,35
0.95,0.0,0.3,35,1.35,2.5,legacy,20260422,20260423,20260427,0.02139182230243763,-0.009208492509891975,0.030600314812329603,0.10000000000000003,35
0.95,0.0,0.3,35,1.35,3.0,legacy,20260422,20260423,20260427,0.023505031260110183,-0.009208492509891975,0.032713523770002154,0.10000000000000002,35
0.95,0.0,0.3,35,1.6,1.5,legacy,20260422,20260423,20260427,0.014877859100150567,-0.009208492509891975,0.024086351610042543,0.08542984412575223,35
0.95,0.0,0.3,35,1.6,2.0,legacy,20260422,20260423,20260427,0.01750091998528073,-0.009208492509891975,0.026709412495172703,0.09028565954061167,35
0.95,0.0,0.3,35,1.6,2.5,legacy,20260422,20260423,20260427,0.01994898548414956,-0.009208492509891975,0.029157477994041534,0.1,35
0.95,0.0,0.3,35,1.6,3.0,legacy,20260422,20260423,20260427,0.022784759351665077,-0.009208492509891975,0.03199325186155705,0.1,35
0.95,0.0,0.3,35,2.0,1.5,legacy,20260422,20260423,20260427,0.012721972760424088,-0.009208492509891975,0.021930465270316064,0.10000000000000002,35
0.95,0.0,0.3,35,2.0,2.0,legacy,20260422,20260423,20260427,0.01520933565302122,-0.009208492509891975,0.024417828162913192,0.09878809221132952,35
0.95,0.0,0.3,35,2.0,2.5,legacy,20260422,20260423,20260427,0.017860542289498335,-0.009208492509891975,0.02706903479939031,0.09999999999999998,35
0.95,0.0,0.3,35,2.0,3.0,legacy,20260422,20260423,20260427,0.021049885536528347,-0.009208492509891975,0.03025837804642032,0.1,35
0.95,0.0,0.3,40,1.35,1.5,legacy,20260422,20260423,20260427,0.016673753325151724,-0.009208492509891975,0.0258822458350437,0.06975545403445477,40
0.95,0.0,0.3,40,1.35,2.0,legacy,20260422,20260423,20260427,0.019324731951639015,-0.009208492509891975,0.02853322446153099,0.0847947386821278,40
0.95,0.0,0.3,40,1.35,2.5,legacy,20260422,20260423,20260427,0.021778969063009402,-0.009208492509891975,0.030987461572901377,0.1,40
0.95,0.0,0.3,40,1.35,3.0,legacy,20260422,20260423,20260427,0.02354489904497699,-0.009208492509891975,0.03275339155486896,0.1,40
0.95,0.0,0.3,40,1.6,1.5,legacy,20260422,20260423,20260427,0.015967540387333425,-0.009208492509891975,0.0251760328972254,0.0739319778252877,40
0.95,0.0,0.3,40,1.6,2.0,legacy,20260422,20260423,20260427,0.01862016402959318,-0.009208492509891975,0.027828656539485155,0.08289589511317354,40
0.95,0.0,0.3,40,1.6,2.5,legacy,20260422,20260423,20260427,0.02105939369589408,-0.009208492509891975,0.030267886205786056,0.09999999999999998,40
0.95,0.0,0.3,40,1.6,3.0,legacy,20260422,20260423,20260427,0.0231938855867694,-0.009208492509891975,0.032402378096661376,0.1,40
0.95,0.0,0.3,40,2.0,1.5,legacy,20260422,20260423,20260427,0.014508245291093961,-0.009208492509891975,0.023716737800985935,0.0851479124910767,40
0.95,0.0,0.3,40,2.0,2.0,legacy,20260422,20260423,20260427,0.017123103481708007,-0.009208492509891975,0.026331595991599982,0.08734905847534358,40
0.95,0.0,0.3,40,2.0,2.5,legacy,20260422,20260423,20260427,0.01954864977553518,-0.009208492509891975,0.028757142285427154,0.0968629099771051,40
0.95,0.0,0.3,40,2.0,3.0,legacy,20260422,20260423,20260427,0.022258852529398458,-0.009208492509891975,0.03146734503929043,0.10000000000000002,40
0.95,0.0,0.45,35,1.35,1.5,legacy,20260422,20260423,20260427,0.014809971200966462,-0.009208492509891975,0.02401846371085844,0.08838610193970332,35
0.95,0.0,0.45,35,1.35,2.0,legacy,20260422,20260423,20260427,0.017419119188662662,-0.009208492509891975,0.026627611698554637,0.0939954442826435,35
0.95,0.0,0.45,35,1.35,2.5,legacy,20260422,20260423,20260427,0.019509368713760897,-0.009208492509891975,0.02871786122365287,0.1,35
0.95,0.0,0.45,35,1.35,3.0,legacy,20260422,20260423,20260427,0.02056504525695227,-0.009208492509891975,0.029773537766844244,0.10000000000000003,35
0.95,0.0,0.45,35,1.6,1.5,legacy,20260422,20260423,20260427,0.013595612895825884,-0.009208492509891975,0.02280410540571786,0.09831486402688103,35
0.95,0.0,0.45,35,1.6,2.0,legacy,20260422,20260423,20260427,0.016253572139822585,-0.009208492509891975,0.02546206464971456,0.10000000000000002,35
0.95,0.0,0.45,35,1.6,2.5,legacy,20260422,20260423,20260427,0.01882967773485094,-0.009208492509891975,0.028038170244742915,0.10000000000000003,35
0.95,0.0,0.45,35,1.6,3.0,legacy,20260422,20260423,20260427,0.019981209389539702,-0.009208492509891975,0.029189701899431677,0.10000000000000002,35
0.95,0.0,0.45,35,2.0,1.5,legacy,20260422,20260423,20260427,0.011950554167407812,-0.009208492509891975,0.021159046677299786,0.1,35
0.95,0.0,0.45,35,2.0,2.0,legacy,20260422,20260423,20260427,0.014751161103420033,-0.009208492509891975,0.02395965361331201,0.1,35
0.95,0.0,0.45,35,2.0,2.5,legacy,20260422,20260423,20260427,0.017676740535200807,-0.009208492509891975,0.02688523304509278,0.09999999999999998,35
0.95,0.0,0.45,35,2.0,3.0,legacy,20260422,20260423,20260427,0.019330372872895452,-0.009208492509891975,0.028538865382787427,0.1,35
0.95,0.0,0.45,40,1.35,1.5,legacy,20260422,20260423,20260427,0.014996942705149703,-0.009208492509891975,0.024205435215041676,0.07516842525457344,40
0.95,0.0,0.45,40,1.35,2.0,legacy,20260422,20260423,20260427,0.017500035693322286,-0.009208492509891975,0.02670852820321426,0.09228628099400395,40
0.95,0.0,0.45,40,1.35,2.5,legacy,20260422,20260423,20260427,0.019217737760339998,-0.009208492509891975,0.028426230270231972,0.1,40
0.95,0.0,0.45,40,1.35,3.0,legacy,20260422,20260423,20260427,0.020124519389424333,-0.009208492509891975,0.029333011899316308,0.1,40
0.95,0.0,0.45,40,1.6,1.5,legacy,20260422,20260423,20260427,0.014431365889079178,-0.009208492509891975,0.023639858398971154,0.08348833713520445,40
0.95,0.0,0.45,40,1.6,2.0,legacy,20260422,20260423,20260427,0.01697452869534111,-0.009208492509891975,0.026183021205233085,0.09114324542060413,40
0.95,0.0,0.45,40,1.6,2.5,legacy,20260422,20260423,20260427,0.019007427234676258,-0.009208492509891975,0.028215919744568232,0.1,40
0.95,0.0,0.45,40,1.6,3.0,legacy,20260422,20260423,20260427,0.020000765439702247,-0.009208492509891975,0.02920925794959422,0.1,40
0.95,0.0,0.45,40,2.0,1.5,legacy,20260422,20260423,20260427,0.013114112676458803,-0.009208492509891975,0.022322605186350777,0.09668302346036917,40
0.95,0.0,0.45,40,2.0,2.0,legacy,20260422,20260423,20260427,0.01567412307841276,-0.009208492509891975,0.024882615588304735,0.09977510688319555,40
0.95,0.0,0.45,40,2.0,2.5,legacy,20260422,20260423,20260427,0.018275952037449878,-0.009208492509891975,0.027484444547341853,0.09999999999999998,40
0.95,0.0,0.45,40,2.0,3.0,legacy,20260422,20260423,20260427,0.01936955303201758,-0.009208492509891975,0.028578045541909555,0.1,40
0.85,0.0,0.0,35,1.35,1.5,enhanced,20260422,20260423,20260427,0.013823404981406785,-0.009208492509891975,0.02303189749129876,0.07015201962931654,35
0.85,0.0,0.0,35,1.35,2.0,enhanced,20260422,20260423,20260427,0.014742904665771916,-0.009208492509891975,0.023951397175663892,0.07172383438590789,35
0.85,0.0,0.0,35,1.35,2.5,enhanced,20260422,20260423,20260427,0.01557376886341828,-0.009208492509891975,0.024782261373310254,0.07286686181347367,35
0.85,0.0,0.0,35,1.35,3.0,enhanced,20260422,20260423,20260427,0.01633487519584893,-0.009208492509891975,0.025543367705740904,0.07362378360822211,35
0.85,0.0,0.0,35,1.6,1.5,enhanced,20260422,20260423,20260427,0.013098240797572455,-0.009208492509891975,0.02230673330746443,0.07747333733760375,35
0.85,0.0,0.0,35,1.6,2.0,enhanced,20260422,20260423,20260427,0.01404065981420506,-0.009208492509891975,0.023249152324097036,0.0794266556150478,35
0.85,0.0,0.0,35,1.6,2.5,enhanced,20260422,20260423,20260427,0.01489433487373671,-0.009208492509891975,0.024102827383628685,0.08090711347076363,35
0.85,0.0,0.0,35,1.6,3.0,enhanced,20260422,20260423,20260427,0.015679072924081952,-0.009208492509891975,0.024887565433973927,0.08195931186279906,35
0.85,0.0,0.0,35,2.0,1.5,enhanced,20260422,20260423,20260427,0.01183426689814705,-0.009208492509891975,0.021042759408039024,0.08897672636571194,35
0.85,0.0,0.0,35,2.0,2.0,enhanced,20260422,20260423,20260427,0.012794858341971022,-0.009208492509891975,0.022003350851862995,0.0915779440708656,35
0.85,0.0,0.0,35,2.0,2.5,enhanced,20260422,20260423,20260427,0.013666988737799776,-0.009208492509891975,0.022875481247691752,0.09364266281191795,35
0.85,0.0,0.0,35,2.0,3.0,enhanced,20260422,20260423,20260427,0.014471806455783968,-0.009208492509891975,0.023680298965675944,0.09521779258444515,35
0.85,0.0,0.0,40,1.35,1.5,enhanced,20260422,20260423,20260427,0.014308373450696094,-0.009208492509891975,0.02351686596058807,0.06129350331496474,40
0.85,0.0,0.0,40,1.35,2.0,enhanced,20260422,20260423,20260427,0.015203503565488115,-0.009208492509891975,0.02441199607538009,0.06247909738075055,40
0.85,0.0,0.0,40,1.35,2.5,enhanced,20260422,20260423,20260427,0.016009895660813043,-0.009208492509891975,0.025218388170705017,0.06329554110897291,40
0.85,0.0,0.0,40,1.35,3.0,enhanced,20260422,20260423,20260427,0.016744833663452918,-0.009208492509891975,0.025953326173344893,0.06378123392332113,40
0.85,0.0,0.0,40,1.6,1.5,enhanced,20260422,20260423,20260427,0.013813214310002174,-0.009208492509891975,0.02302170681989415,0.06768381295920771,40
0.85,0.0,0.0,40,1.6,2.0,enhanced,20260422,20260423,20260427,0.014727428823438141,-0.009208492509891975,0.023935921333330116,0.06914518197182087,40
0.85,0.0,0.0,40,1.6,2.5,enhanced,20260422,20260423,20260427,0.015552542994471466,-0.009208492509891975,0.02476103550436344,0.07019610195940511,40
0.85,0.0,0.0,40,1.6,3.0,enhanced,20260422,20260423,20260427,0.01630683977180542,-0.009208492509891975,0.025515332281697396,0.07087772177329535,40
0.85,0.0,0.0,40,2.0,1.5,enhanced,20260422,20260423,20260427,0.012863474048237167,-0.009208492509891975,0.022071966558129142,0.07781329781028884,40
0.85,0.0,0.0,40,2.0,2.0,enhanced,20260422,20260423,20260427,0.013801126450698515,-0.009208492509891975,0.02300961896059049,0.079767069348143,40
0.85,0.0,0.0,40,2.0,2.5,enhanced,20260422,20260423,20260427,0.014649618390081049,-0.009208492509891975,0.02385811089997302,0.08124804796190717,40
0.85,0.0,0.0,40,2.0,3.0,enhanced,20260422,20260423,20260427,0.015428608366343754,-0.009208492509891975,0.02463710087623573,0.08230078680610455,40
0.85,0.0,0.05,35,1.35,1.5,enhanced,20260422,20260423,20260427,0.013934480193748907,-0.009208492509891975,0.02314297270364088,0.07233281181737244,35
0.85,0.0,0.05,35,1.35,2.0,enhanced,20260422,20260423,20260427,0.014794290455660889,-0.009208492509891975,0.024002782965552864,0.07430674190736024,35
0.85,0.0,0.05,35,1.35,2.5,enhanced,20260422,20260423,20260427,0.015548654401418251,-0.009208492509891975,0.024757146911310226,0.0757251372073685,35
0.85,0.0,0.05,35,1.35,3.0,enhanced,20260422,20260423,20260427,0.01622644698473155,-0.009208492509891975,0.025434939494623523,0.07665092728302306,35
0.85,0.0,0.05,35,1.6,1.5,enhanced,20260422,20260423,20260427,0.013216144828461856,-0.009208492509891975,0.02242463733835383,0.0800947089038894,35
0.85,0.0,0.05,35,1.6,2.0,enhanced,20260422,20260423,20260427,0.014098021383200297,-0.009208492509891975,0.02330651389309227,0.0825598591628466,35
0.85,0.0,0.05,35,1.6,2.5,enhanced,20260422,20260423,20260427,0.014873598181856029,-0.009208492509891975,0.024082090691748003,0.08440744266024951,35
0.85,0.0,0.05,35,1.6,3.0,enhanced,20260422,20260423,20260427,0.015573103973773532,-0.009208492509891975,0.024781596483665506,0.08570372755075477,35
0.85,0.0,0.05,35,2.0,1.5,enhanced,20260422,20260423,20260427,0.011952709964149955,-0.009208492509891975,0.021161202474041928,0.09234173024839241,35
0.85,0.0,0.05,35,2.0,2.0,enhanced,20260422,20260423,20260427,0.012849148613672208,-0.009208492509891975,0.022057641123564183,0.09564906595554606,35
0.85,0.0,0.05,35,2.0,2.5,enhanced,20260422,20260423,20260427,0.013638617645233105,-0.009208492509891975,0.02284711015512508,0.09824804375598768,35
0.85,0.0,0.05,35,2.0,3.0,enhanced,20260422,20260423,20260427,0.014367552560591933,-0.009208492509891975,0.023576045070483907,0.09999999999999998,35
0.85,0.0,0.05,40,1.35,1.5,enhanced,20260422,20260423,20260427,0.01440111091154377,-0.009208492509891975,0.023609603421435744,0.06296478443655226,40
0.85,0.0,0.05,40,1.35,2.0,enhanced,20260422,20260423,20260427,0.015236442472703633,-0.009208492509891975,0.024444934982595607,0.06443588172848233,40
0.85,0.0,0.05,40,1.35,2.5,enhanced,20260422,20260423,20260427,0.01596704638289256,-0.009208492509891975,0.025175538892784535,0.06543468684713816,40
0.85,0.0,0.05,40,1.35,3.0,enhanced,20260422,20260423,20260427,0.016619371907387236,-0.009208492509891975,0.02582786441727921,0.06601711669376938,40
0.85,0.0,0.05,40,1.6,1.5,enhanced,20260422,20260423,20260427,0.01391694192391206,-0.009208492509891975,0.023125434433804035,0.06969800606934186,40
0.85,0.0,0.05,40,1.6,2.0,enhanced,20260422,20260423,20260427,0.01477115117411482,-0.009208492509891975,0.023979643684006794,0.07152298477075139,40
0.85,0.0,0.05,40,1.6,2.5,enhanced,20260422,20260423,20260427,0.015519549844707495,-0.009208492509891975,0.02472804235459947,0.07281833070762425,40
0.85,0.0,0.05,40,1.6,3.0,enhanced,20260422,20260423,20260427,0.01619008222835072,-0.009208492509891975,0.025398574738242693,0.07364452124814794,40
0.85,0.0,0.05,40,2.0,1.5,enhanced,20260422,20260423,20260427,0.012977639520064258,-0.009208492509891975,0.022186132029956233,0.08042008680822153,40
0.85,0.0,0.05,40,2.0,2.0,enhanced,20260422,20260423,20260427,0.01385398106357398,-0.009208492509891975,0.023062473573465955,0.08288072532925969,40
0.85,0.0,0.05,40,2.0,2.5,enhanced,20260422,20260423,20260427,0.014623466917639726,-0.009208492509891975,0.0238319594275317,0.08472402920331554,40
0.85,0.0,0.05,40,2.0,3.0,enhanced,20260422,20260423,20260427,0.015316069639473368,-0.009208492509891975,0.024524562149365343,0.08601624545357486,40
0.85,0.0,0.1,35,1.35,1.5,enhanced,20260422,20260423,20260427,0.013985441047828609,-0.009208492509891975,0.023193933557720585,0.0746891253109641,35
0.85,0.0,0.1,35,1.35,2.0,enhanced,20260422,20260423,20260427,0.014737766270806127,-0.009208492509891975,0.0239462587806981,0.07692713814917826,35
0.85,0.0,0.1,35,1.35,2.5,enhanced,20260422,20260423,20260427,0.015366971533526529,-0.009208492509891975,0.024575464043418503,0.07841256264860269,35
0.85,0.0,0.1,35,1.35,3.0,enhanced,20260422,20260423,20260427,0.015914884467380853,-0.009208492509891975,0.025123376977272828,0.0792473410349157,35
0.85,0.0,0.1,35,1.6,1.5,enhanced,20260422,20260423,20260427,0.013264746731096707,-0.009208492509891975,0.02247323924098868,0.0829139243943998,35
0.85,0.0,0.1,35,1.6,2.0,enhanced,20260422,20260423,20260427,0.014033291315326994,-0.009208492509891975,0.023241783825218968,0.08572981784639591,35
0.85,0.0,0.1,35,1.6,2.5,enhanced,20260422,20260423,20260427,0.014676720198515727,-0.009208492509891975,0.023885212708407703,0.08769893125157564,35
0.85,0.0,0.1,35,1.6,3.0,enhanced,20260422,20260423,20260427,0.015238836393380651,-0.009208492509891975,0.024447328903272628,0.0889302785182148,35
0.85,0.0,0.1,35,2.0,1.5,enhanced,20260422,20260423,20260427,0.011985976752578216,-0.009208492509891975,0.021194469262470192,0.0959459251158664,35
0.85,0.0,0.1,35,2.0,2.0,enhanced,20260422,20260423,20260427,0.012757769317331285,-0.009208492509891975,0.02196626182722326,0.0997629092812041,35
0.85,0.0,0.1,35,2.0,2.5,enhanced,20260422,20260423,20260427,0.013577376873609078,-0.009208492509891975,0.02278586938350105,0.09999999999999998,35
0.85,0.0,0.1,35,2.0,3.0,enhanced,20260422,20260423,20260427,0.014277118175925625,-0.009208492509891975,0.0234856106858176,0.1,35
0.85,0.0,0.1,40,1.35,1.5,enhanced,20260422,20260423,20260427,0.014444242268643527,-0.009208492509891975,0.0236527347785355,0.06479386924503984,40
0.85,0.0,0.1,40,1.35,2.0,enhanced,20260422,20260423,20260427,0.015177895270031636,-0.009208492509891975,0.02438638777992361,0.06644363503392854,40
0.85,0.0,0.1,40,1.35,2.5,enhanced,20260422,20260423,20260427,0.015790285788214425,-0.009208492509891975,0.0249987782981064,0.06746335294404707,40
0.85,0.0,0.1,40,1.35,3.0,enhanced,20260422,20260423,20260427,0.016319798233232936,-0.009208492509891975,0.02552829074312491,0.0679419024876388,40
0.85,0.0,0.1,40,1.6,1.5,enhanced,20260422,20260423,20260427,0.01396231568154612,-0.009208492509891975,0.023170808191438096,0.07188444156818379,40
0.85,0.0,0.1,40,1.6,2.0,enhanced,20260422,20260423,20260427,0.014710088977189928,-0.009208492509891975,0.023918581487081904,0.0739459576653531,40
0.85,0.0,0.1,40,1.6,2.5,enhanced,20260422,20260423,20260427,0.0153345978422669,-0.009208492509891975,0.024543090352158875,0.07529355608338296,40
0.85,0.0,0.1,40,1.6,3.0,enhanced,20260422,20260423,20260427,0.015876378994792467,-0.009208492509891975,0.02508487150468444,0.07602470967516364,40
0.85,0.0,0.1,40,2.0,1.5,enhanced,20260422,20260423,20260427,0.0130199918072234,-0.009208492509891975,0.022228484317115375,0.08322730768559518,40
0.85,0.0,0.1,40,2.0,2.0,enhanced,20260422,20260423,20260427,0.013781765856432975,-0.009208492509891975,0.02299025836632495,0.08603556762507657,40
0.85,0.0,0.1,40,2.0,2.5,enhanced,20260422,20260423,20260427,0.014417908578026876,-0.009208492509891975,0.02362640108791885,0.08799815808209771,40
0.85,0.0,0.1,40,2.0,3.0,enhanced,20260422,20260423,20260427,0.01497188834070721,-0.009208492509891975,0.024180380850599183,0.08922405269731058,40
0.85,0.0,0.2,35,1.35,1.5,enhanced,20260422,20260423,20260427,0.013306153290914214,-0.009208492509891975,0.02251464580080619,0.08022091269908506,35
0.85,0.0,0.2,35,1.35,2.0,enhanced,20260422,20260423,20260427,0.013759714102897273,-0.009208492509891975,0.022968206612789248,0.08313107830320182,35
0.85,0.0,0.2,35,1.35,2.5,enhanced,20260422,20260423,20260427,0.014119614915139474,-0.009208492509891975,0.023328107425031448,0.08481946175108444,35
